rank,algorithm,episodes,mean_net_earnings_2h,net_earnings_std,ci_lower,ci_upper,median_net_earnings_2h,worst_10_percent,mean_gross_revenue_2h,mean_operating_cost_2h,mean_completed_trips,completed_trips_std,mean_waiting_minutes,mean_empty_minutes,mean_occupied_minutes,mean_unfinished_occupied_minutes,mean_terminal_unused_minutes,mean_accounted_minutes,max_abs_time_accounting_error,mean_empty_miles,mean_occupied_miles,unfinished_trip_rate,mean_wait_decisions,mean_reposition_decisions,reposition_decision_share,first_action_wait_rate,competition_scenario,start_zone_expected_wait_min,start_zone_competitors_equivalent,learning_models_retrained_for_scenario
4,q_learning,150,64.63953628464748,17.076981617715912,61.90665005237506,67.37242251691988,63.62556442369175,46.55754084057052,70.47126870711482,5.831732422467364,2.42,1.0315167694407998,14.051569617297258,24.30557565975246,75.93313488678876,5.547384549835301,0.16233528632621974,120.0,2.842170943040401e-14,3.2220506202434156,20.10487906962604,0.46,4.96,1.2866666666666666,0.20504329004329003,1.0,medium,1.4196155965005384,1.7037577238066106,False
5,greedy_net_earnings,150,63.84994718270147,17.755330782121757,61.0085024748402,66.69139189056274,59.5460613502992,45.75551262107224,70.08194930958703,6.23200212688555,1.9133333333333333,0.8818579126344916,11.673553562199277,25.091810174466104,74.7149838911027,8.519652372231912,0.0,120.0,2.842170943040401e-14,4.248543784436329,20.679464723105873,0.6133333333333333,4.18,1.0533333333333332,0.21187349687349685,1.0,medium,1.4196155965005384,1.7037577238066106,False
6,highest_demand,150,57.600093191578146,15.397134790610536,55.13603844070524,60.06414794245105,56.575048841134056,39.36929642743702,63.48173621810359,5.881643026525433,1.8733333333333333,0.8297866360080399,6.843027983962384,38.32097047622993,70.03081018184295,4.805191357964746,0.0,120.0,2.842170943040401e-14,4.909955368702801,18.616616737398928,0.5266666666666666,3.3066666666666666,1.7,0.3367631072631072,1.0,medium,1.4196155965005384,1.7037577238066106,False
7,highest_income,150,54.735094993014584,16.954981971841804,52.02173277031337,57.4484572157158,51.874552148744606,39.15298346872149,61.32177312017113,6.586678127156551,1.28,0.5570777059529475,8.980934277873144,40.49688159432305,64.83291586537227,5.689268262431526,0.0,120.0,1.4210854715202004e-14,7.63976551905111,18.706946989575098,0.5133333333333333,3.2666666666666666,1.42,0.3124497354497355,1.0,medium,1.4196155965005384,1.7037577238066106,False
1,dqn,150,69.30142737468383,16.487448981927265,66.66288601317889,71.93996873618876,67.3150433202551,52.695259146609715,75.1478754957019,5.846448121018058,2.5533333333333332,0.9014281485149679,21.1173386893689,13.392107313489937,80.2561412892616,5.234412707879545,0.0,120.0,2.842170943040401e-14,2.0248025248059864,21.36098995926625,0.4533333333333333,6.32,1.1866666666666668,0.15119558219558218,1.0,high,1.916481055275727,2.650072927138925,False
2,finite_horizon_value_iteration,150,69.03989189626829,17.64815879246732,66.21559827877934,71.86418551375723,67.55560582820382,50.24748846871077,74.66149290654391,5.621601010275619,2.6466666666666665,1.1359687741872184,23.128320994448305,10.581492044692094,80.0505162178823,6.239670742977304,0.0,120.0,2.842170943040401e-14,1.5904090935383965,20.895994947564077,0.4066666666666667,6.826666666666667,0.9466666666666667,0.12216766566766565,1.0,high,1.916481055275727,2.650072927138925,False
3,wait_only,150,67.75280446048127,17.06735290954729,65.02145914243935,70.48414977852319,66.73242370745348,50.94516018214211,72.78550698917395,5.032702528692672,2.7466666666666666,1.210616719347338,36.82371677305998,0.0,78.3762959512897,4.799987275650321,0.0,120.0,2.842170943040401e-14,0.0,20.13081011477069,0.38666666666666666,9.593333333333334,0.0,0.0,1.0,high,1.916481055275727,2.650072927138925,False
4,q_learning,150,61.38264617110583,15.979135329278682,58.82545193604849,63.93984040616318,61.81922493313101,45.3763089851139,67.12092861616588,5.738282445060059,2.2066666666666666,0.8458081927254144,15.826064150361931,25.607813842640997,72.91487461761147,5.6136662954475405,0.03758109393806175,120.0,2.842170943040401e-14,3.4433377096851845,19.509792070555054,0.43333333333333335,5.1,1.3266666666666667,0.2069143819143819,1.0,high,1.916481055275727,2.650072927138925,False
5,greedy_net_earnings,150,60.8394023470819,16.57521828592181,58.18681497159907,63.49198972256473,56.171124925003205,46.16431099752937,67.07014235383724,6.230740006755352,1.6733333333333333,0.7552648912324812,12.135630260152599,27.08219352805022,71.42727196779568,9.354904244001512,0.0,120.0,2.842170943040401e-14,4.582195129076828,20.340764897944577,0.6466666666666666,4.06,1.0266666666666666,0.21774610574610573,1.0,high,1.916481055275727,2.650072927138925,False
6,highest_demand,150,58.15461452069833,15.997931056248685,55.594412342866804,60.71481669852986,56.319572687224074,40.33201787993414,64.00457379217471,5.849959271476392,1.86,0.8672257704385585,8.422664019418008,37.343127070591486,70.03705067612279,4.19715823386772,0.0,120.0,2.842170943040401e-14,4.7322483777226,18.667588708182965,0.47333333333333333,3.493333333333333,1.66,0.3239908424908424,1.0,high,1.916481055275727,2.650072927138925,False
7,highest_income,150,54.07540111627674,16.946331763009194,51.36342321529901,56.787379017254466,50.939889967332974,39.79990377830081,60.580786083366135,6.50538496708939,1.22,0.47586022424671537,11.05193403782154,40.15944294042503,63.98108124356343,4.807541778189991,0.0,120.0,2.842170943040401e-14,7.5278340442061396,18.493705824151423,0.46,3.5733333333333333,1.3733333333333333,0.2943970658970659,1.0,high,1.916481055275727,2.650072927138925,False
