algorithm,scenario_id,path_id,node_occurrence_id,path_position,event_index,zone_id,zone_name,node_role,event_type,from_zone,to_zone,event_duration_minutes,raw_event_revenue,event_distance_miles,confidence,shapley_value,shapley_se,ci_lower,ci_upper,cost_model,method
highest_demand,192,highest_demand__scenario_192,highest_demand__scenario_192@002,2,2,186,Penn Station/Madison Sq West,algorithm_reposition_target,EMPTY_REPOSITION,230,186,18.687093303484303,0.0,1.404193346926646,0.99,-0.6709196086707632,0.0,-0.6709196086707632,-0.6709196086707632,fare_share,exact
highest_demand,192,highest_demand__scenario_192,highest_demand__scenario_192@003,3,3,186,Penn Station/Madison Sq West,waiting_location,WAIT_NO_PICKUP,186,186,5.0,0.0,0.0,0.995,-0.4839781077764306,0.0,-0.4839781077764306,-0.4839781077764306,fare_share,exact
highest_demand,192,highest_demand__scenario_192,highest_demand__scenario_192@004,4,4,186,Penn Station/Madison Sq West,waiting_location,WAIT_FOR_PICKUP,186,186,3.9930251080379264,0.0,0.0,0.995,-0.4839781077764306,0.0,-0.4839781077764306,-0.4839781077764306,fare_share,exact
highest_demand,192,highest_demand__scenario_192,highest_demand__scenario_192@005,5,5,48,Clinton East,passenger_dropoff,OCCUPIED_TRIP,186,48,4.624352504508551,15.907585430374576,0.634641228504986,0.995,10.555598808870947,0.0,10.555598808870947,10.555598808870947,fare_share,exact
highest_demand,192,highest_demand__scenario_192,highest_demand__scenario_192@006,6,6,48,Clinton East,waiting_location,WAIT_FOR_PICKUP,48,48,0.2619997622676067,0.0,0.0,0.995,-0.53266071200512,0.0,-0.53266071200512,-0.53266071200512,fare_share,exact
highest_demand,192,highest_demand__scenario_192,highest_demand__scenario_192@007,7,7,186,Penn Station/Madison Sq West,passenger_dropoff,UNFINISHED_TRIP,48,186,3.741714917483536,0.0,0.7119142282643061,0.995,-0.53266071200512,0.0,-0.53266071200512,-0.53266071200512,fare_share,exact
highest_income,68,highest_income__scenario_68,highest_income__scenario_68@000,0,0,132,JFK Airport,waiting_location,WAIT_FOR_PICKUP,132,132,0.7213767689566427,0.0,0.0,0.995,0.0,0.0,0.0,0.0,fare_share,exact
highest_income,68,highest_income__scenario_68,highest_income__scenario_68@001,1,1,170,Murray Hill,passenger_dropoff,OCCUPIED_TRIP,132,170,82.97893525059727,86.9819548144064,15.059542583676857,0.995,58.81441830669408,0.0,58.81441830669408,58.81441830669408,fare_share,exact
highest_income,68,highest_income__scenario_68,highest_income__scenario_68@002,2,2,138,LaGuardia Airport,algorithm_reposition_target,EMPTY_REPOSITION,170,138,35.171797950226974,0.0,5.800620334703995,0.15,-1.912062920242649,0.0,-1.912062920242649,-1.912062920242649,fare_share,exact
highest_income,68,highest_income__scenario_68,highest_income__scenario_68@003,3,3,138,LaGuardia Airport,waiting_location,WAIT_NO_PICKUP,138,138,1.1278900302191062,0.0,0.0,0.995,-1.4126898510724286,0.0,-1.4126898510724286,-1.4126898510724286,fare_share,exact
greedy_net_earnings,129,greedy_net_earnings__scenario_129,greedy_net_earnings__scenario_129@000,0,0,132,JFK Airport,waiting_location,WAIT_FOR_PICKUP,132,132,0.8621109158484421,0.0,0.0,0.995,0.05748954511466652,0.0,0.05748954511466652,0.05748954511466652,fare_share,exact
greedy_net_earnings,129,greedy_net_earnings__scenario_129,greedy_net_earnings__scenario_129@001,1,1,239,Upper West Side South,passenger_dropoff,OCCUPIED_TRIP,132,239,66.57661219139337,82.10837498427995,20.33622119544768,0.995,54.584978929636286,0.0,54.584978929636286,54.584978929636286,fare_share,exact
greedy_net_earnings,129,greedy_net_earnings__scenario_129,greedy_net_earnings__scenario_129@002,2,2,239,Upper West Side South,waiting_location,WAIT_FOR_PICKUP,239,239,4.516349922663139,0.0,0.0,0.995,-0.4944190691972263,0.0,-0.4944190691972263,-0.4944190691972263,fare_share,exact
greedy_net_earnings,129,greedy_net_earnings__scenario_129,greedy_net_earnings__scenario_129@003,3,3,162,Midtown East,passenger_dropoff,OCCUPIED_TRIP,239,162,17.227741509762893,20.118889970920723,2.4694005400111183,0.995,12.934286117456505,0.0,12.934286117456505,12.934286117456505,fare_share,exact
greedy_net_earnings,129,greedy_net_earnings__scenario_129,greedy_net_earnings__scenario_129@004,4,4,207,Saint Michaels Cemetery/Woodside,algorithm_reposition_target,EMPTY_REPOSITION,162,207,23.424928516117703,0.0,3.8632974317055897,0.15,-0.8024453187794844,0.0,-0.8024453187794844,-0.8024453187794844,fare_share,exact
greedy_net_earnings,129,greedy_net_earnings__scenario_129,greedy_net_earnings__scenario_129@005,5,5,207,Saint Michaels Cemetery/Woodside,waiting_location,WAIT_FOR_PICKUP,207,207,1.4151144348333131,0.0,0.0,0.4385682971002491,-0.8013558918936495,0.0,-0.8013558918936495,-0.8013558918936495,fare_share,exact
greedy_net_earnings,129,greedy_net_earnings__scenario_129,greedy_net_earnings__scenario_129@006,6,6,138,LaGuardia Airport,passenger_dropoff,UNFINISHED_TRIP,207,138,5.977142509381139,0.0,2.016716689439874,0.6316448444312159,-0.8013558918936495,0.0,-0.8013558918936495,-0.8013558918936495,fare_share,exact
finite_horizon_value_iteration,118,finite_horizon_value_iteration__scenario_118,finite_horizon_value_iteration__scenario_118@000,0,0,132,JFK Airport,waiting_location,WAIT_FOR_PICKUP,132,132,0.702796185838453,0.0,0.0,0.995,0.0,0.0,0.0,0.0,fare_share,antithetic_mc
finite_horizon_value_iteration,118,finite_horizon_value_iteration__scenario_118,finite_horizon_value_iteration__scenario_118@001,1,1,79,East Village,passenger_dropoff,OCCUPIED_TRIP,132,79,40.72306773111716,88.40493443595189,17.39815070177847,0.995,60.00362435689452,0.030272225285064125,59.944290795335796,60.06295791845324,fare_share,antithetic_mc
finite_horizon_value_iteration,118,finite_horizon_value_iteration__scenario_118,finite_horizon_value_iteration__scenario_118@002,2,2,79,East Village,waiting_location,WAIT_FOR_PICKUP,79,79,0.8081738751360916,0.0,0.0,0.995,-0.26345056157953495,0.034099696280437686,-0.3302859662891928,-0.19661515686987707,fare_share,antithetic_mc
finite_horizon_value_iteration,118,finite_horizon_value_iteration__scenario_118,finite_horizon_value_iteration__scenario_118@003,3,3,234,Union Sq,passenger_dropoff,OCCUPIED_TRIP,79,234,12.436134262005956,4.42116546967201,2.1046928012691626,0.995,2.444459204489143,0.03576844248808806,2.3743530572124905,2.5145653517657958,fare_share,antithetic_mc
finite_horizon_value_iteration,118,finite_horizon_value_iteration__scenario_118,finite_horizon_value_iteration__scenario_118@004,4,4,79,East Village,algorithm_reposition_target,EMPTY_REPOSITION,234,79,11.580017070854597,0.0,1.269745182208421,0.99,-0.5888926615417561,0.04113486827346128,-0.6695170033577402,-0.508268319725772,fare_share,antithetic_mc
finite_horizon_value_iteration,118,finite_horizon_value_iteration__scenario_118,finite_horizon_value_iteration__scenario_118@005,5,5,79,East Village,waiting_location,WAIT_NO_PICKUP,79,79,5.0,0.0,0.0,0.995,-0.20379170002873254,0.035516669099921204,-0.2734043714645781,-0.134179028592887,fare_share,antithetic_mc
finite_horizon_value_iteration,118,finite_horizon_value_iteration__scenario_118,finite_horizon_value_iteration__scenario_118@006,6,6,79,East Village,waiting_location,WAIT_FOR_PICKUP,79,79,0.2713483637399605,0.0,0.0,0.995,-0.2637497168069114,0.03154560157291106,-0.32557909588981704,-0.20192033772400572,fare_share,antithetic_mc
finite_horizon_value_iteration,118,finite_horizon_value_iteration__scenario_118,finite_horizon_value_iteration__scenario_118@007,7,7,229,Sutton Place/Turtle Bay North,passenger_dropoff,OCCUPIED_TRIP,79,229,6.218541101494949,18.742309147227356,1.5103167918934024,0.995,13.105949117637083,0.04013262273448959,13.027289177077483,13.184609058196683,fare_share,antithetic_mc
finite_horizon_value_iteration,118,finite_horizon_value_iteration__scenario_118,finite_horizon_value_iteration__scenario_118@008,8,8,229,Sutton Place/Turtle Bay North,waiting_location,WAIT_NO_PICKUP,229,229,5.0,0.0,0.0,0.995,-0.25317794323821907,0.03521381350596458,-0.32219701770990966,-0.18415886876652848,fare_share,antithetic_mc
finite_horizon_value_iteration,118,finite_horizon_value_iteration__scenario_118,finite_horizon_value_iteration__scenario_118@009,9,9,229,Sutton Place/Turtle Bay North,waiting_location,WAIT_NO_PICKUP,229,229,5.0,0.0,0.0,0.995,-0.2163292760877211,0.03223807486594744,-0.27951590282497807,-0.15314264935046412,fare_share,antithetic_mc
finite_horizon_value_iteration,118,finite_horizon_value_iteration__scenario_118,finite_horizon_value_iteration__scenario_118@010,10,10,229,Sutton Place/Turtle Bay North,waiting_location,WAIT_NO_PICKUP,229,229,5.0,0.0,0.0,0.995,-0.23569883230625777,0.03279313095926459,-0.29997336898641636,-0.17142429562609918,fare_share,antithetic_mc
finite_horizon_value_iteration,118,finite_horizon_value_iteration__scenario_118,finite_horizon_value_iteration__scenario_118@011,11,11,229,Sutton Place/Turtle Bay North,waiting_location,WAIT_NO_PICKUP,229,229,5.0,0.0,0.0,0.995,-0.20552552269430924,0.032083663029768505,-0.2684095022326555,-0.14264154315596297,fare_share,antithetic_mc
finite_horizon_value_iteration,118,finite_horizon_value_iteration__scenario_118,finite_horizon_value_iteration__scenario_118@012,12,12,229,Sutton Place/Turtle Bay North,waiting_location,WAIT_NO_PICKUP,229,229,5.0,0.0,0.0,0.995,-0.19033728970609515,0.030660038987113915,-0.2504309661208384,-0.13024361329135187,fare_share,antithetic_mc
finite_horizon_value_iteration,118,finite_horizon_value_iteration__scenario_118,finite_horizon_value_iteration__scenario_118@013,13,13,229,Sutton Place/Turtle Bay North,waiting_location,WAIT_NO_PICKUP,229,229,5.0,0.0,0.0,0.995,-0.16773163458286605,0.028174308303636934,-0.22295327885799443,-0.11250999030773767,fare_share,antithetic_mc
finite_horizon_value_iteration,118,finite_horizon_value_iteration__scenario_118,finite_horizon_value_iteration__scenario_118@014,14,14,229,Sutton Place/Turtle Bay North,waiting_location,WAIT_NO_PICKUP,229,229,5.0,0.0,0.0,0.995,-0.1967918473001164,0.03158146328289543,-0.25869151533459145,-0.13489217926564134,fare_share,antithetic_mc
finite_horizon_value_iteration,118,finite_horizon_value_iteration__scenario_118,finite_horizon_value_iteration__scenario_118@015,15,15,229,Sutton Place/Turtle Bay North,waiting_location,WAIT_NO_PICKUP,229,229,5.0,0.0,0.0,0.995,-0.22963882729762047,0.03428140370370913,-0.2968303785568904,-0.16244727603835057,fare_share,antithetic_mc
finite_horizon_value_iteration,118,finite_horizon_value_iteration__scenario_118,finite_horizon_value_iteration__scenario_118@016,16,16,229,Sutton Place/Turtle Bay North,waiting_location,WAIT_FOR_PICKUP,229,229,2.259921409812833,0.0,0.0,0.995,-0.24605055715279683,0.03404272666995604,-0.3127743014259107,-0.179326812879683,fare_share,antithetic_mc
q_learning,189,q_learning__scenario_189,q_learning__scenario_189@000,0,0,132,JFK Airport,waiting_location,WAIT_NO_PICKUP,132,132,5.0,0.0,0.0,0.995,0.0036759755497035836,0.0,0.0036759755497035836,0.0036759755497035836,fare_share,exact
q_learning,189,q_learning__scenario_189,q_learning__scenario_189@001,1,1,132,JFK Airport,waiting_location,WAIT_FOR_PICKUP,132,132,2.647734552524958,0.0,0.0,0.995,0.0036759755497035836,0.0,0.0036759755497035836,0.0036759755497035836,fare_share,exact
q_learning,189,q_learning__scenario_189,q_learning__scenario_189@002,2,2,164,Midtown South,passenger_dropoff,OCCUPIED_TRIP,132,164,86.09793382642349,82.53437533327761,17.334396714933995,0.995,55.79012829677168,0.0,55.79012829677168,55.79012829677168,fare_share,exact
q_learning,189,q_learning__scenario_189,q_learning__scenario_189@003,3,3,186,Penn Station/Madison Sq West,algorithm_reposition_target,EMPTY_REPOSITION,164,186,9.03075740137676,0.0,0.6603151301624585,0.99,-0.7314800920044772,0.0,-0.7314800920044772,-0.7314800920044772,fare_share,exact
q_learning,189,q_learning__scenario_189,q_learning__scenario_189@004,4,4,186,Penn Station/Madison Sq West,waiting_location,WAIT_FOR_PICKUP,186,186,1.1288900879942505,0.0,0.0,0.995,-0.6798938737915177,0.0,-0.6798938737915177,-0.6798938737915177,fare_share,exact
q_learning,189,q_learning__scenario_189,q_learning__scenario_189@005,5,5,233,UN/Turtle Bay South,passenger_dropoff,OCCUPIED_TRIP,186,233,15.937196094956503,16.723693197500122,1.227609214629802,0.995,10.770442067912784,0.0,10.770442067912784,10.770442067912784,fare_share,exact
q_learning,189,q_learning__scenario_189,q_learning__scenario_189@006,6,6,233,UN/Turtle Bay South,waiting_location,WAIT_NO_PICKUP,233,233,0.1574880367240467,0.0,0.0,0.995,-0.6899225872896729,0.0,-0.6899225872896729,-0.6899225872896729,fare_share,exact
dqn,47,dqn__scenario_47,dqn__scenario_47@000,0,0,132,JFK Airport,waiting_location,WAIT_FOR_PICKUP,132,132,0.9129998004140256,0.0,0.0,0.995,0.004036523023267448,0.0,0.004036523023267448,0.004036523023267448,fare_share,exact
dqn,47,dqn__scenario_47,dqn__scenario_47@001,1,1,164,Midtown South,passenger_dropoff,OCCUPIED_TRIP,132,164,51.88647323263847,76.12240154483956,15.934188163792626,0.995,56.28943863837967,0.0,56.28943863837967,56.28943863837967,fare_share,exact
dqn,47,dqn__scenario_47,dqn__scenario_47@002,2,2,79,East Village,algorithm_reposition_target,EMPTY_REPOSITION,164,79,17.19878185065477,0.0,1.9479393488596028,0.99,-3.0188417348083965,0.0,-3.0188417348083965,-3.0188417348083965,fare_share,exact
dqn,47,dqn__scenario_47,dqn__scenario_47@003,3,3,79,East Village,waiting_location,WAIT_FOR_PICKUP,79,79,1.130272296317969,0.0,0.0,0.995,-0.4297042314409229,0.0,-0.4297042314409229,-0.4297042314409229,fare_share,exact
dqn,47,dqn__scenario_47,dqn__scenario_47@004,4,4,164,Midtown South,passenger_dropoff,OCCUPIED_TRIP,79,164,14.113903623712218,16.32456071414529,2.0895370947033225,0.995,10.736275810571042,0.0,10.736275810571042,10.736275810571042,fare_share,exact
dqn,47,dqn__scenario_47,dqn__scenario_47@005,5,5,186,Penn Station/Madison Sq West,algorithm_reposition_target,EMPTY_REPOSITION,164,186,8.969308793627519,0.0,0.6603151301624585,0.99,-0.4820441533260405,0.0,-0.4820441533260405,-0.4820441533260405,fare_share,exact
dqn,47,dqn__scenario_47,dqn__scenario_47@006,6,6,186,Penn Station/Madison Sq West,waiting_location,WAIT_FOR_PICKUP,186,186,2.692418154206919,0.0,0.0,0.995,-0.44433787362610694,0.0,-0.44433787362610694,-0.44433787362610694,fare_share,exact
dqn,47,dqn__scenario_47,dqn__scenario_47@007,7,7,137,Kips Bay,passenger_dropoff,OCCUPIED_TRIP,186,137,14.97724218642938,20.26681475222428,1.5251960722376423,0.995,11.318365191965373,0.0,11.318365191965373,11.318365191965373,fare_share,exact
dqn,47,dqn__scenario_47,dqn__scenario_47@008,8,8,137,Kips Bay,waiting_location,WAIT_NO_PICKUP,137,137,5.0,0.0,0.0,0.9949758547370596,-0.4247685735268753,0.0,-0.4247685735268753,-0.4247685735268753,fare_share,exact
dqn,47,dqn__scenario_47,dqn__scenario_47@009,9,9,137,Kips Bay,waiting_location,WAIT_NO_PICKUP,137,137,3.118600061998734,0.0,0.0,0.9949583108774104,-0.4247685735268753,0.0,-0.4247685735268753,-0.4247685735268753,fare_share,exact
