episode,epsilon,episode_net_reward,q_state_count
5701,0.6313754250283352,54.32196405581536,2001
5776,0.6265251016734449,19.898112546328893,2005
5851,0.6216747783185546,54.69969199976869,2010
5926,0.6168244549636643,21.403009154970974,2016
6001,0.6119741316087739,45.17922123381426,2025
6076,0.6071238082538836,51.18255993439159,2033
6151,0.6022734848989932,-6.82357314689978,2041
6226,0.597423161544103,47.039624395585925,2050
6301,0.5925728381892126,-3.7082884597746903,2053
6376,0.5877225148343224,60.101784155396885,2057
6451,0.5828721914794319,56.64016535936711,2065
6526,0.5780218681245417,-5.749839220228813,2070
6601,0.5731715447696513,39.215864911679404,2078
6676,0.568321221414761,-4.9088447411488385,2088
6751,0.5634708980598706,69.63293617358777,2094
6826,0.5586205747049804,57.88601459323909,2103
6901,0.55377025135009,42.48863690148844,2110
6976,0.5489199279951997,38.7603848794723,2112
7051,0.5440696046403094,44.035366283358336,2120
7126,0.5392192812854191,48.722296028212305,2131
7201,0.5343689579305286,-4.86945885067536,2136
7276,0.5295186345756384,-5.791523658624801,2142
7351,0.5246683112207481,6.0885565187730375,2148
7426,0.5198179878658578,45.09907835158076,2148
7501,0.5149676645109673,5.6311951034505245,2152
7576,0.5101173411560771,-5.606331447732432,2157
7651,0.5052670178011867,-7.449345793123143,2161
7726,0.5004166944462964,11.864632732986273,2165
7801,0.4955663710914061,60.664336057462016,2173
7876,0.4907160477365158,40.82878824256385,2177
7951,0.48586572438162545,44.84916356833926,2179
8026,0.4810154010267351,52.31204549577302,2181
8101,0.4761650776718448,-5.076594656360924,2187
8176,0.47131475431695447,-5.745084921511028,2191
8251,0.46646443096206414,4.368003755701668,2195
8326,0.4616141076071739,76.02476322706295,2200
8401,0.4567637842522835,59.232608558592176,2209
8476,0.45191346089739315,32.074198459091306,2216
8551,0.4470631375425028,8.629249193508748,2218
8626,0.4422128141876125,40.026523317387195,2221
8701,0.43736249083272216,-5.887577970768943,2222
8776,0.43251216747783183,59.85954537830578,2231
8851,0.4276618441229415,27.68845016336507,2231
8926,0.4228115207680513,61.53487276503154,2233
9001,0.41796119741316096,-2.180718171791154,2239
9076,0.4131108740582706,-8.689050730246377,2242
9151,0.4082605507033802,50.653996488744056,2245
9226,0.40341022734848986,10.168776020367517,2248
9301,0.39855990399359953,-3.1555035252150008,2249
9376,0.3937095806387092,10.52510439980118,2249
9451,0.388859257283819,69.80632671081584,2251
9526,0.38400893392892865,86.87085082903604,2253
9601,0.3791586105740383,50.47927938325827,2254
9676,0.374308287219148,-8.025132124730488,2257
9751,0.36945796386425767,88.19713731010671,2260
9826,0.36460764050936734,63.573130841585765,2261
9901,0.3597573171544769,10.234189283841019,2267
9976,0.35490699379958657,30.093370260549122,2273
10051,0.35005667044469635,56.10939630636972,2275
10126,0.345206347089806,46.67936539405175,2280
10201,0.3403560237349157,40.69305738261176,2281
10276,0.33550570038002536,38.08947173620767,2286
10351,0.33065537702513503,21.194178225905564,2287
10426,0.3258050536702447,3.3182332795422464,2290
10501,0.3209547303153544,50.92672715201086,2290
10576,0.31610440696046405,56.01606215178983,2291
10651,0.3112540836055737,56.73290741119839,2293
10726,0.3064037602506834,57.860566091883676,2297
10801,0.30155343689579306,52.48972814233933,2305
10876,0.29670311354090273,4.8961318470550115,2307
10951,0.2918527901860124,85.72227020057976,2311
11026,0.28700246683112207,52.0478907368239,2313
11101,0.28215214347623174,70.90479619542026,2317
11176,0.2773018201213415,66.89816482250122,2322
11251,0.2724514967664512,54.868737001375415,2323
11326,0.26760117341156076,45.313438830597924,2327
11401,0.2627508500566704,63.35205955378,2328
11476,0.2579005267017801,55.74744301825378,2330
11551,0.25305020334688977,72.14500216038532,2338
11626,0.24819987999199944,77.58693104333126,2338
11701,0.2433495566371091,53.17064870566192,2339
11776,0.2384992332822189,66.90051589171138,2340
11851,0.23364890992732856,53.32412092408259,2345
11926,0.22879858657243823,86.66865505835574,2347
12001,0.2239482632175479,68.9541484276399,2347
12076,0.21909793986265746,60.32686476235091,2348
12151,0.21424761650776714,-2.715459272105828,2350
12226,0.2093972931528768,65.71010748951882,2353
12301,0.2045469697979866,49.151327453508216,2353
12376,0.19969664644309626,61.613832761258394,2358
12451,0.19484632308820593,52.286370895550895,2361
12526,0.1899959997333156,54.82060611755146,2361
12601,0.18514567637842527,76.12930170004701,2363
12676,0.18029535302353494,55.321546327620055,2365
12751,0.17544502966864461,57.55558518882169,2368
12826,0.17059470631375417,62.56480913375793,2369
12901,0.16574438295886396,-5.7188084592371125,2369
12976,0.16089405960397363,64.56002028062699,2370
13051,0.1560437362490833,-2.906119632285715,2372
13126,0.15119341289419297,55.10149891845147,2373
13201,0.14634308953930264,134.3109907802768,2376
13276,0.1414927661844123,50.9387271035396,2377
13351,0.13664244282952198,58.322165465577065,2379
13426,0.13179211947463176,61.49990723043946,2381
13501,0.12694179611974132,53.218076100241646,2382
13576,0.122091472764851,43.08406381998059,2387
13651,0.11724114940996067,54.90079738440143,2387
13726,0.11239082605507034,16.87714899989186,2389
13801,0.10754050270018001,54.67776991187672,2389
13876,0.10269017934528968,58.58410118741129,2393
13951,0.09783985599039935,62.81993478896926,2396
14026,0.09298953263550913,62.58487180768428,2396
14101,0.0881392092806188,62.385648085832194,2396
14176,0.08328888592572847,42.87604571256548,2398
14251,0.07843856257083803,56.80672480065611,2399
14326,0.0735882392159477,59.90237419754434,2403
14401,0.06873791586105737,49.902529949104135,2403
14476,0.06388759250616705,56.27336990135778,2403
14551,0.05903726915127672,48.90889916292408,2403
14626,0.0541869457963865,29.90261843857199,2403
14701,0.04933662244149617,55.582123794437386,2404
14776,0.04448629908660584,47.70940137624858,2406
14851,0.03963597573171551,89.71678641867884,2407
14926,0.03478565237682518,48.90068161468877,2408
15000,0.030000000000000027,49.69883388548452,2408
