episode,epsilon,episode_net_reward,replay_size,global_step
4560,0.17511904801498032,40.6493580307784,30403,30403
4608,0.17224526124043207,46.64143440754313,30728,30728
4656,0.1694283839518441,80.90629077064897,31093,31093
4704,0.16666728917291415,57.890748461922264,31415,31415
4752,0.16396087224480743,54.50311425543721,31748,31748
4800,0.16130805038420418,60.1490710119618,32049,32049
4848,0.1587077622501001,32.157369898478265,32391,32391
4896,0.1561589675191847,76.51725977901019,32723,32723
4944,0.15366064646962918,80.0687300557731,33051,33051
4992,0.15121179957311548,100.89392819831849,33371,33371
5040,0.14881144709494565,46.523666613107274,33723,33723
5088,0.146458628702069,65.33169658525225,34081,34081
5136,0.14415240307887253,73.06624050422927,34427,34427
5184,0.14189184755057901,71.13396171438036,34752,34752
5232,0.1396760577141033,40.394356937810215,35095,35095
5280,0.137504147076219,-6.973482731635732,35430,35430
5328,0.13537524669888995,0.0,35774,35774
5376,0.13328850485162563,60.31127888004967,36101,36101
5424,0.13124308667072063,62.0285955121467,36454,36454
5472,0.12923817382524272,55.34927286546388,36824,36824
5520,0.12727296418963474,62.1651967909208,37158,37158
5568,0.12534667152280016,47.7701189184969,37465,37465
5616,0.12345852515354384,60.60901539223744,37791,37791
5664,0.12160776967224193,91.62535308871763,38146,38146
5712,0.11979366462861754,50.95559798620809,38495,38495
5760,0.11801548423550128,60.4757113208193,38854,38854
5808,0.11627251707845836,74.55855085036555,39213,39213
5856,0.11456406583116611,55.51399244248221,39576,39576
5904,0.1128894469764273,77.74709089927757,39953,39953
5952,0.1112479905327089,85.4045356251782,40277,40277
6000,0.10963903978609556,103.80906066766018,40597,40597
6048,0.10806195102755178,80.74598479505421,40930,40930
6096,0.10651609329538661,50.80846187645295,41265,41265
6144,0.10500084812281847,61.15890564759793,41601,41601
6192,0.10351560929053918,49.836232648714066,41964,41964
6240,0.10205978258417742,74.27993627741256,42291,42291
6288,0.10063278555656559,89.68098009450893,42618,42618
6336,0.09923404729471451,23.319522670362026,42981,42981
6384,0.09786300819140217,59.6785498464576,43316,43316
6432,0.0965191197212864,75.283568127911,43678,43678
6480,0.09520184422145067,62.68315714085137,44049,44049
6528,0.09391065467629586,69.19228012211107,44413,44413
6576,0.0926450345066921,61.80743210069509,44778,44778
6624,0.09140447736330545,98.76269119238412,45134,45134
6672,0.09018848692401801,-4.469742066934211,45490,45490
6720,0.08899657669535903,73.71740967641166,45867,45867
6768,0.08782826981786875,80.77246443269868,46233,46233
6816,0.08668309887531653,97.0446261961719,46613,46613
6864,0.08556060570769683,79.3487579241113,46959,46959
6912,0.08446034122792855,66.64637698564016,47337,47337
6960,0.08338186524218444,68.99562337208916,47702,47702
7008,0.08232474627377809,59.77487283292629,48063,48063
7056,0.08128856139053899,55.79415717693566,48401,48401
7104,0.08027289603560558,55.863157516891825,48754,48754
7152,0.07927734386156948,60.10276182534484,49125,49125
7200,0.07830150656790405,0.0,49473,49473
7248,0.07734499374161218,72.03013179526113,49830,49830
7296,0.07640742270102988,54.88350682757831,50203,50203
7344,0.07548841834272316,68.45891143862104,50558,50558
7392,0.07458761299141642,28.486855047532984,50929,50929
7440,0.07370464625289302,83.025192869346,51267,51267
7488,0.0728391648698088,73.1183022208354,51618,51618
7536,0.07199082258036077,72.4322887114413,51976,51976
7584,0.0711592799797548,71.79533318590053,52376,52376
7632,0.07034420438441644,63.09431014755806,52765,52765
7680,0.06954526969889092,19.44675588679089,53141,53141
7728,0.06876215628537899,75.76630647983067,53535,53535
7776,0.06799455083585595,54.6891839991926,53924,53924
7824,0.06724214624672364,72.67410987458733,54290,54290
7872,0.0665046414959443,83.4169767237162,54657,54657
7920,0.06578174152260766,59.26916233144636,55011,55011
7968,0.06507315710888302,58.86229888151346,55345,55345
8016,0.06437860476430896,48.46999348755264,55715,55715
8064,0.06369780661237447,90.50723417793193,56081,56081
8112,0.0630304902793461,65.37856604470562,56440,56440
8160,0.062376388785296666,63.898965946908994,56772,56772
8208,0.061735240437292,78.5948670600813,57107,57107
8256,0.06110678872469268,52.259526087381076,57453,57453
8304,0.060490782216529385,68.00843918604602,57807,57807
8352,0.059886974460910375,41.34001619643202,58179,58179
8400,0.05929512388642094,78.89345035745126,58548,58548
8448,0.0587149937054756,52.87804199524991,58933,58933
8496,0.05814635181958401,66.61469080067847,59311,59311
8544,0.05758897072649309,76.1084009402452,59643,59643
8592,0.057042627429167936,71.2297855053423,59992,59992
8640,0.056507103346575036,54.369615619559966,60356,60356
8688,0.05598218422623248,97.64674367943455,60683,60683
8736,0.05546766005849184,74.45775883907105,61012,61012
8784,0.05496332499251739,77.96957157548727,61378,61378
8832,0.05446897725392942,70.15857937331279,61760,61760
8880,0.053984419064078255,104.43583741336147,62121,62121
8928,0.05350945656091702,77.836259224737,62483,62483
8976,0.0530438997214413,77.90558732721077,62821,62821
9024,0.05258756228566474,61.263258003278835,63173,63173
9072,0.052140261682100085,71.77757496548317,63519,63519
9120,0.0517018189547161,43.597485399475616,63890,63890
9168,0.051272058691340716,47.584127424023,64248,64248
9216,0.05085080895348219,63.2560890213626,64595,64595
9264,0.050437901207539965,83.41306573758425,64934,64934
9312,0.05003317025737765,77.9907632662073,65280,65280
9360,0.04963645417823151,72.34145657919858,65604,65604
9408,0.04924759425192742,74.020652088317,65963,65963
9456,0.04886643490338105,50.48977192576502,66323,66323
9504,0.0484928236383553,74.94390172253068,66644,66644
9552,0.048126610982450385,56.96334001361671,66994,66994
9600,0.04776765042130221,52.478396191268786,67361,67361
9648,0.04741579834196481,77.81271156474597,67698,67698
9696,0.047070913975453724,62.01318017005396,68036,68036
9744,0.046732859340427146,81.0519788158349,68386,68386
9792,0.0464014991879823,67.18047962969038,68784,68784
9840,0.04607670094754511,62.11924759680543,69134,69134
9888,0.04575833467383132,62.71116037584203,69485,69485
9936,0.04544627299485801,61.63029045860453,69834,69834
9984,0.04514039106098465,99.89749381937307,70179,70179
10032,0.044840566494963145,68.95280207732398,70543,70543
10080,0.04454667934297723,84.23987379093911,70898,70898
10128,0.04425861202665135,64.98313077187063,71253,71253
10176,0.04397624929600986,74.91760973314976,71584,71584
10224,0.04369947818336781,65.54215615448483,71953,71953
10272,0.04342818795813486,14.67443537410225,72311,72311
10320,0.0431622700825142,51.88733392928017,72644,72644
10368,0.042901618168078706,32.36530457709802,72997,72997
10416,0.04264612793320707,76.10744257053877,73362,73362
10464,0.04239569716136282,77.64713913501657,73718,73718
10512,0.04215022566019949,77.53282817070429,74030,74030
10560,0.04190961522147574,81.33183224983239,74415,74415
10608,0.041673769581764115,75.3643264151107,74764,74764
10656,0.041442594383938026,58.63600774989038,75112,75112
10704,0.041215997139421326,83.31911139046936,75507,75507
10752,0.0409938871911855,73.68258599912971,75882,75882
10800,0.04077617567747958,34.14798765254822,76236,76236
10848,0.04056277549627833,80.10935995386261,76600,76600
10896,0.04035360127043451,60.02980349345066,76949,76949
10944,0.04014856931352111,65.72989622894724,77311,77311
10992,0.039947597596350165,69.63112608163853,77680,77680
11040,0.03975060571415447,62.14541800056129,78033,78033
11088,0.03955751485441923,68.79087565611528,78356,78356
11136,0.0393682477653508,72.30745462073502,78722,78722
11184,0.03918272872496971,121.9858104745393,79074,79074
11232,0.0390008835108159,75.93955810425788,79447,79447
11280,0.03882263937025372,88.88990371019452,79799,79799
11328,0.0386479249913651,71.48443801977598,80155,80155
11376,0.0384766704744191,67.60149740744957,80497,80497
11424,0.03830880730390633,48.60403321399061,80838,80838
11472,0.03814426832112738,69.90528466477252,81214,81214
11520,0.03798298769732386,65.83135619557973,81557,81557
11568,0.03782490090734174,58.277404328417795,81885,81885
11616,0.03766994470381601,86.4607180283785,82243,82243
11664,0.03751805709186677,72.11074672920938,82582,82582
11712,0.03736917730429625,59.7424774740824,82896,82896
11760,0.037223245777277134,0.0,83240,83240
11808,0.03708020412652218,84.03264744845269,83576,83576
11856,0.03693999512392591,69.31617059356297,83938,83938
11904,0.03680256267466874,62.78780429137605,84305,84305
11952,0.036667851794774595,53.56801168702638,84653,84653
12000,0.0365358085891129,47.7077171430979,84973,84973
