algorithm,scenario_id,path_id,node_occurrence_id,path_position,event_index,zone_id,zone_name,node_role,event_type,from_zone,to_zone,event_duration_minutes,raw_event_revenue,event_distance_miles,confidence,shapley_value,shapley_se,ci_lower,ci_upper,cost_model,method
finite_horizon_value_iteration,118,finite_horizon_value_iteration__scenario_118,finite_horizon_value_iteration__scenario_118@007,7,7,229,Sutton Place/Turtle Bay North,passenger_dropoff,OCCUPIED_TRIP,79,229,6.219030690216442,18.741768895102563,1.5106787436334552,0.995,13.105483136266582,0.040132657635560086,13.026823127300883,13.18414314523228,fare_share,antithetic_mc
finite_horizon_value_iteration,118,finite_horizon_value_iteration__scenario_118,finite_horizon_value_iteration__scenario_118@008,8,8,229,Sutton Place/Turtle Bay North,waiting_location,WAIT_NO_PICKUP,229,229,5.0,0.0,0.0,0.995,-0.253178018660166,0.03521381590453545,-0.32219709783305545,-0.18415893948727652,fare_share,antithetic_mc
finite_horizon_value_iteration,118,finite_horizon_value_iteration__scenario_118,finite_horizon_value_iteration__scenario_118@009,9,9,229,Sutton Place/Turtle Bay North,waiting_location,WAIT_NO_PICKUP,229,229,5.0,0.0,0.0,0.995,-0.21632937507902641,0.03223807852608549,-0.27951600899015394,-0.15314274116789886,fare_share,antithetic_mc
finite_horizon_value_iteration,118,finite_horizon_value_iteration__scenario_118,finite_horizon_value_iteration__scenario_118@010,10,10,229,Sutton Place/Turtle Bay North,waiting_location,WAIT_NO_PICKUP,229,229,5.0,0.0,0.0,0.995,-0.2356989454391782,0.03279313494070897,-0.2999734899229678,-0.1714244009553886,fare_share,antithetic_mc
finite_horizon_value_iteration,118,finite_horizon_value_iteration__scenario_118,finite_horizon_value_iteration__scenario_118@011,11,11,229,Sutton Place/Turtle Bay North,waiting_location,WAIT_NO_PICKUP,229,229,5.0,0.0,0.0,0.995,-0.20552557926076948,0.032083665168618006,-0.2684095629912608,-0.14264159553027816,fare_share,antithetic_mc
finite_horizon_value_iteration,118,finite_horizon_value_iteration__scenario_118,finite_horizon_value_iteration__scenario_118@012,12,12,229,Sutton Place/Turtle Bay North,waiting_location,WAIT_NO_PICKUP,229,229,5.0,0.0,0.0,0.995,-0.19033734627255533,0.030660041280112724,-0.2504310271815763,-0.13024366536353438,fare_share,antithetic_mc
finite_horizon_value_iteration,118,finite_horizon_value_iteration__scenario_118,finite_horizon_value_iteration__scenario_118@013,13,13,229,Sutton Place/Turtle Bay North,waiting_location,WAIT_NO_PICKUP,229,229,5.0,0.0,0.0,0.995,-0.16773171471868464,0.028174311964474723,-0.2229533661690551,-0.1125100632683142,fare_share,antithetic_mc
finite_horizon_value_iteration,118,finite_horizon_value_iteration__scenario_118,finite_horizon_value_iteration__scenario_118@014,14,14,229,Sutton Place/Turtle Bay North,waiting_location,WAIT_NO_PICKUP,229,229,5.0,0.0,0.0,0.995,-0.19679189915270495,0.03158146530274629,-0.25869157114608765,-0.13489222715932223,fare_share,antithetic_mc
finite_horizon_value_iteration,118,finite_horizon_value_iteration__scenario_118,finite_horizon_value_iteration__scenario_118@015,15,15,229,Sutton Place/Turtle Bay North,waiting_location,WAIT_NO_PICKUP,229,229,5.0,0.0,0.0,0.995,-0.22963887915020897,0.034281405467253195,-0.29683043386602526,-0.1624473244343927,fare_share,antithetic_mc
finite_horizon_value_iteration,118,finite_horizon_value_iteration__scenario_118,finite_horizon_value_iteration__scenario_118@016,16,16,229,Sutton Place/Turtle Bay North,waiting_location,WAIT_FOR_PICKUP,229,229,2.239161575629609,0.0,0.0,0.995,-0.24605065614410215,0.0340427299669359,-0.31277440687929653,-0.17932690540890778,fare_share,antithetic_mc
q_learning,179,q_learning__scenario_179,q_learning__scenario_179@000,0,0,132,JFK Airport,waiting_location,WAIT_FOR_PICKUP,132,132,2.878632601977639,0.0,0.0,0.995,0.01989324376714741,0.0,0.01989324376714741,0.01989324376714741,fare_share,exact
q_learning,179,q_learning__scenario_179,q_learning__scenario_179@001,1,1,170,Murray Hill,passenger_dropoff,OCCUPIED_TRIP,132,170,62.23117636567181,82.31559364982787,17.27405530103218,0.995,57.61415031640908,0.0,57.61415031640908,57.61415031640908,fare_share,exact
q_learning,179,q_learning__scenario_179,q_learning__scenario_179@002,2,2,236,Upper East Side North,algorithm_reposition_target,EMPTY_REPOSITION,170,236,27.532509761026773,0.0,2.912087894240172,0.99,-1.1521118660094967,0.0,-1.1521118660094967,-1.1521118660094967,fare_share,exact
q_learning,179,q_learning__scenario_179,q_learning__scenario_179@003,3,3,236,Upper East Side North,waiting_location,WAIT_NO_PICKUP,236,236,5.0,0.0,0.0,0.995,-0.8778583247302089,0.0,-0.8778583247302089,-0.8778583247302089,fare_share,exact
q_learning,179,q_learning__scenario_179,q_learning__scenario_179@004,4,4,236,Upper East Side North,waiting_location,WAIT_NO_PICKUP,236,236,5.0,0.0,0.0,0.995,-0.8778583247302089,0.0,-0.8778583247302089,-0.8778583247302089,fare_share,exact
q_learning,179,q_learning__scenario_179,q_learning__scenario_179@005,5,5,236,Upper East Side North,waiting_location,WAIT_FOR_PICKUP,236,236,3.750585597153432,0.0,0.0,0.995,-0.8824490732918583,0.0,-0.8824490732918583,-0.8824490732918583,fare_share,exact
q_learning,179,q_learning__scenario_179,q_learning__scenario_179@006,6,6,238,Upper West Side North,passenger_dropoff,OCCUPIED_TRIP,236,238,9.445837809219968,18.494975334154088,1.7737886299477916,0.995,11.678152774721973,0.0,11.678152774721973,11.678152774721973,fare_share,exact
q_learning,179,q_learning__scenario_179,q_learning__scenario_179@007,7,7,238,Upper West Side North,waiting_location,WAIT_NO_PICKUP,238,238,4.161257864950372,0.0,0.0,0.995,-0.6562056085204454,0.0,-0.6562056085204454,-0.6562056085204454,fare_share,exact
dqn,212,dqn__scenario_212,dqn__scenario_212@000,0,0,132,JFK Airport,waiting_location,WAIT_FOR_PICKUP,132,132,0.2407094917224861,0.0,0.0,0.995,0.0,0.0,0.0,0.0,fare_share,exact
dqn,212,dqn__scenario_212,dqn__scenario_212@001,1,1,48,Clinton East,passenger_dropoff,OCCUPIED_TRIP,132,48,70.26902941009133,82.78239869646622,18.67407362521845,0.995,56.004218814339985,0.0,56.004218814339985,56.004218814339985,fare_share,exact
dqn,212,dqn__scenario_212,dqn__scenario_212@002,2,2,48,Clinton East,waiting_location,WAIT_NO_PICKUP,48,48,5.0,0.0,0.0,0.995,-0.4294486381698337,0.0,-0.4294486381698337,-0.4294486381698337,fare_share,exact
dqn,212,dqn__scenario_212,dqn__scenario_212@003,3,3,48,Clinton East,waiting_location,WAIT_NO_PICKUP,48,48,5.0,0.0,0.0,0.995,-0.4294486381698337,0.0,-0.4294486381698337,-0.4294486381698337,fare_share,exact
dqn,212,dqn__scenario_212,dqn__scenario_212@004,4,4,48,Clinton East,waiting_location,WAIT_FOR_PICKUP,48,48,1.2623670881474285,0.0,0.0,0.995,-0.4294486381698337,0.0,-0.4294486381698337,-0.4294486381698337,fare_share,exact
dqn,212,dqn__scenario_212,dqn__scenario_212@005,5,5,237,Upper East Side South,passenger_dropoff,OCCUPIED_TRIP,48,237,16.240612952028627,18.66705334884021,2.469780657824196,0.995,12.327155337223639,0.0,12.327155337223639,12.327155337223639,fare_share,exact
dqn,212,dqn__scenario_212,dqn__scenario_212@006,6,6,237,Upper East Side South,waiting_location,WAIT_FOR_PICKUP,237,237,0.4941154179017957,0.0,0.0,0.995,-0.4282969789429238,0.0,-0.4282969789429238,-0.4282969789429238,fare_share,exact
dqn,212,dqn__scenario_212,dqn__scenario_212@007,7,7,162,Midtown East,passenger_dropoff,OCCUPIED_TRIP,237,162,4.8126868139820544,8.67681077574691,1.1855554146793126,0.995,5.493389213542189,0.0,5.493389213542189,5.493389213542189,fare_share,exact
dqn,212,dqn__scenario_212,dqn__scenario_212@008,8,8,162,Midtown East,waiting_location,WAIT_FOR_PICKUP,162,162,3.9524307587072656,0.0,0.0,0.995,-0.41667703663556394,0.0,-0.41667703663556394,-0.41667703663556394,fare_share,exact
dqn,212,dqn__scenario_212,dqn__scenario_212@009,9,9,237,Upper East Side South,passenger_dropoff,UNFINISHED_TRIP,162,237,12.72804806741901,0.0,0.6864355878386419,0.995,-0.41667703663556394,0.0,-0.41667703663556394,-0.41667703663556394,fare_share,exact
