zone_id,borough,zone_name,service_zone,centroid_x,centroid_y,area
121,Queens,Hillcrest/Pomonok,Boro Zone,1039005.1967439284,204689.62747248283,38832853.87166821
122,Queens,Hollis,Boro Zone,1050471.5070567904,198271.7856382352,22887594.89805395
123,Brooklyn,Homecrest,Boro Zone,994154.4642102672,157857.78764196427,29991986.186756667
124,Queens,Howard Beach,Boro Zone,1027278.1400976918,179131.79441121517,63862940.22734229
125,Manhattan,Hudson Sq,Yellow Zone,982175.1477564898,203883.8201161869,4105926.9211852145
126,Bronx,Hunts Point,Boro Zone,1015935.0216336484,235158.32693405412,49744786.10115223
127,Manhattan,Inwood,Boro Zone,1006568.4872156872,254822.37005747703,14430827.646517234
128,Manhattan,Inwood Hill Park,Boro Zone,1005166.5528590763,257117.89256328566,9982965.5933928
129,Queens,Jackson Heights,Boro Zone,1016021.9707671711,215206.60151323938,47842299.757831804
130,Queens,Jamaica,Boro Zone,1041371.2864290018,195964.28511474803,47307643.25240044
131,Queens,Jamaica Estates,Boro Zone,1046313.573758885,201910.06961972587,42789340.187272765
132,Queens,JFK Airport,Airports,1043488.1868617048,175062.67758486557,196076274.13256884
133,Brooklyn,Kensington,Boro Zone,990855.5089877855,172661.46367470387,15893533.843715664
134,Queens,Kew Gardens,Boro Zone,1031739.0022501621,197284.97927258155,20441824.782739896
135,Queens,Kew Gardens Hills,Boro Zone,1033808.0664842709,204694.61460670287,47249324.57242025
136,Bronx,Kingsbridge Heights,Boro Zone,1010274.3202539553,254530.65081090233,13170138.819437936
137,Manhattan,Kips Bay,Yellow Zone,990763.615736023,209039.3538898732,6930500.994082938
138,Queens,LaGuardia Airport,Airports,1019251.3069710146,221428.0449285067,31526079.68021434
139,Queens,Laurelton,Boro Zone,1055193.0494190822,186064.86991700612,45138720.727584645
140,Manhattan,Lenox Hill East,Yellow Zone,996787.6630546569,218166.4343533099,7459065.995354694
141,Manhattan,Lenox Hill West,Yellow Zone,995431.1975186545,218699.1927268597,7736066.734777964
142,Manhattan,Lincoln Square East,Yellow Zone,989365.0684741095,221132.7753491493,7634308.025314353
143,Manhattan,Lincoln Square West,Yellow Zone,987671.7097013488,221982.08549339895,8187361.534849179
144,Manhattan,Little Italy/NoLiTa,Yellow Zone,985104.1485227022,201915.7902757445,4794914.441044548
145,Queens,Long Island City/Hunters Point,Boro Zone,998411.7431344199,210842.5649406597,27554733.884128876
146,Queens,Long Island City/Queens Plaza,Boro Zone,1002305.987357746,214074.29665507557,10562275.68741284
147,Bronx,Longwood,Boro Zone,1012217.112268326,237923.2448208716,10731427.215112172
148,Manhattan,Lower East Side,Yellow Zone,986773.5460915552,201205.26489160702,7044173.837964757
149,Brooklyn,Madison,Boro Zone,998651.5086685958,159666.94559370997,27379162.907263916
150,Brooklyn,Manhattan Beach,Boro Zone,999908.708734879,150763.56700925966,20404764.764083467
151,Manhattan,Manhattan Valley,Yellow Zone,993063.3768608607,229997.64462554798,8969506.334865436
152,Manhattan,Manhattanville,Boro Zone,997042.6288289687,237290.9067861937,10648103.06669228
153,Manhattan,Marble Hill,Boro Zone,1009034.6862684477,258429.1415350053,3271456.1269193916
154,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone,1011301.603514491,155545.3961701446,98201037.44161859
155,Brooklyn,Marine Park/Mill Basin,Boro Zone,1007772.0738285038,163199.94683754715,69331025.3775127
156,Staten Island,Mariners Harbor,Boro Zone,937831.3979157201,169323.09568286434,89054051.51956028
157,Queens,Maspeth,Boro Zone,1011322.0566218888,203062.48265449997,35633972.48273691
158,Manhattan,Meatpacking/West Village West,Yellow Zone,981760.1630097581,207069.85524818485,7107118.474808724
159,Bronx,Melrose South,Boro Zone,1008372.3431942797,237403.26520762578,17269477.264182337
160,Queens,Middle Village,Boro Zone,1017500.3337736354,201008.7480716868,57691348.07055576
161,Manhattan,Midtown Center,Yellow Zone,990428.525989642,215447.5272239114,7258511.623320484
162,Manhattan,Midtown East,Yellow Zone,991908.5895678961,214959.58164229896,4834224.157280132
163,Manhattan,Midtown North,Yellow Zone,990463.7954353758,217776.88244811285,4123463.8857998755
164,Manhattan,Midtown South,Yellow Zone,988362.833435725,212002.89303566894,5615963.85489075
165,Brooklyn,Midwood,Boro Zone,996235.9681391948,165498.6289448304,35799638.16144781
166,Manhattan,Morningside Heights,Boro Zone,994834.7872526807,234186.3268721064,15926854.219117967
167,Bronx,Morrisania/Melrose,Boro Zone,1011274.10312161,240777.45048551454,16892045.850118253
168,Bronx,Mott Haven/Port Morris,Boro Zone,1007276.6552625736,233426.31053268496,41905684.81676811
169,Bronx,Mount Hope,Boro Zone,1010498.8966177455,248626.50066211302,14719292.146052158
170,Manhattan,Murray Hill,Yellow Zone,990209.6000586881,211701.31597992923,7502101.926456188
171,Queens,Murray Hill-Queens,Boro Zone,1037005.2460888692,219265.33237573717,52487948.39100107
172,Staten Island,New Dorp/Midland Beach,Boro Zone,955074.2840242308,147604.72249633484,55406033.34222402
173,Queens,North Corona,Boro Zone,1022197.0870768115,213491.23352672328,18001087.45663862
174,Bronx,Norwood,Boro Zone,1017705.6853706642,258865.70276778052,15710740.856833003
175,Queens,Oakland Gardens,Boro Zone,1052245.0396521217,209946.98083071175,50975578.397614144
176,Staten Island,Oakwood,Boro Zone,950189.7218172458,144049.9002898066,55952297.25448834
177,Brooklyn,Ocean Hill,Boro Zone,1008206.4863896965,185807.8687629447,20099658.941671386
178,Brooklyn,Ocean Parkway South,Boro Zone,992488.3342148869,164182.16421082919,17782012.250833534
179,Queens,Old Astoria,Boro Zone,1004100.5532674759,220388.74304930714,15621248.516474873
180,Queens,Ozone Park,Boro Zone,1026677.5797665772,185450.93130147815,25030355.285845235
181,Brooklyn,Park Slope,Boro Zone,989405.7462567874,183512.2660660261,31016227.579200797
182,Bronx,Parkchester,Boro Zone,1023546.1195878815,244523.60478571683,9180655.522147553
183,Bronx,Pelham Bay,Boro Zone,1030844.6058161812,248698.68510380972,9595247.987183575
184,Bronx,Pelham Bay Park,Boro Zone,1037392.6993438065,255671.9999736177,98603933.15984307
185,Bronx,Pelham Parkway,Boro Zone,1024530.2532265898,250593.75299100287,23034260.905978948
186,Manhattan,Penn Station/Madison Sq West,Yellow Zone,986345.3986004688,211974.4462185665,3742467.602674393
187,Staten Island,Port Richmond,Boro Zone,945169.9571905944,168165.56998955715,36421279.91964864
188,Brooklyn,Prospect-Lefferts Gardens,Boro Zone,998832.3808813528,179279.2193722589,31639500.27434548
189,Brooklyn,Prospect Heights,Boro Zone,993240.6149544868,186158.9037662549,10249789.601073727
190,Brooklyn,Prospect Park,Boro Zone,992874.5690428183,180324.55048010786,27379729.07477142
191,Queens,Queens Village,Boro Zone,1055901.629081539,200041.3338398747,69533445.62349182
192,Queens,Queensboro Hill,Boro Zone,1035449.7277915126,210299.49328919078,37738152.182983115
193,Queens,Queensbridge/Ravenswood,Boro Zone,1000318.472670505,216284.73388045916,12750544.680823866
194,Manhattan,Randalls Island,Yellow Zone,1005129.3426642001,227468.71626552643,23466439.23187808
195,Brooklyn,Red Hook,Boro Zone,981704.0644012764,185397.130970592,24168828.88229373
196,Queens,Rego Park,Boro Zone,1022128.768997929,203864.03666497374,19941127.825093787
197,Queens,Richmond Hill,Boro Zone,1031135.2530615153,192362.21698943275,50988670.95472369
198,Queens,Ridgewood,Boro Zone,1011501.4868411963,196698.5440138868,50486734.4163114
199,Bronx,Rikers Island,Boro Zone,1016742.2004998754,227529.73980097013,18154787.634808525
200,Bronx,Riverdale/North Riverdale/Fieldston,Boro Zone,1009963.3806263335,267014.1902550762,49027397.081777066
201,Queens,Rockaway Park,Boro Zone,1027736.5213460764,149890.08516115407,37653243.49076634
202,Manhattan,Roosevelt Island,Boro Zone,998114.2657052308,216861.1622843492,6316808.404840913
203,Queens,Rosedale,Boro Zone,1056534.442660378,179057.24700622662,61521685.00953895
204,Staten Island,Rossville/Woodrow,Boro Zone,926485.9389783139,136202.98565098652,64947800.89505086
205,Queens,Saint Albans,Boro Zone,1049933.6363754966,191188.33726989798,77414581.01644655
206,Staten Island,Saint George/New Brighton,Boro Zone,955854.2053012605,172088.09238731404,56069421.72251479
207,Queens,Saint Michaels Cemetery/Woodside,Boro Zone,1012130.8105779189,217633.2993820884,4513710.74854738
208,Bronx,Schuylerville/Edgewater Park,Boro Zone,1033088.7374246694,239283.26241425486,88567060.04994448
209,Manhattan,Seaport,Yellow Zone,983234.0457223997,197610.82357761072,2798937.855261825
210,Brooklyn,Sheepshead Bay,Boro Zone,1000772.9141552745,154972.18794490898,42925304.40985273
211,Manhattan,SoHo,Yellow Zone,983823.8071164908,203008.49133300316,4012082.7374411793
212,Bronx,Soundview/Bruckner,Boro Zone,1020315.9032821191,240931.2162116811,16261437.288066518
213,Bronx,Soundview/Castle Hill,Boro Zone,1023516.9037806736,237276.93187677432,59602261.00681677
214,Staten Island,South Beach/Dongan Hills,Boro Zone,960498.7813147745,153070.10553933622,67035907.11419348
215,Queens,South Jamaica,Boro Zone,1042216.2459479597,192344.28083004424,39972230.58268852
216,Queens,South Ozone Park,Boro Zone,1034328.3000648457,185669.03225079025,82470628.52251191
217,Brooklyn,South Williamsburg,Boro Zone,995729.6302937921,195734.9381403171,11589866.309574317
218,Queens,Springfield Gardens North,Boro Zone,1047209.1610987317,184218.4311918923,28428552.402730122
219,Queens,Springfield Gardens South,Boro Zone,1049585.194577725,180616.2541370329,43279418.01452192
220,Bronx,Spuyten Duyvil/Kingsbridge,Boro Zone,1008953.1291249457,260773.7150891078,23223644.378354277
221,Staten Island,Stapleton,Boro Zone,963788.5728740784,164718.9103742411,46530633.74283072
222,Brooklyn,Starrett City,Boro Zone,1016880.3445569858,175209.80327776715,11597852.174516384
223,Queens,Steinway,Boro Zone,1010448.2493393868,222528.47602007707,57778686.83065572
224,Manhattan,Stuy Town/Peter Cooper Village,Yellow Zone,990735.9403089168,205899.41753291615,5569389.563075179
225,Brooklyn,Stuyvesant Heights,Boro Zone,1003139.565788068,190001.9666835319,31406620.390869126
226,Queens,Sunnyside,Boro Zone,1005124.9821983831,208048.82712851572,74853694.40681581
227,Brooklyn,Sunset Park East,Boro Zone,982958.7984940856,173132.83396129613,27129234.58402947
228,Brooklyn,Sunset Park West,Boro Zone,981122.0045878767,176946.79144550333,50069291.20773549
229,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone,993906.1723071609,214975.36687718582,6417642.511468004
230,Manhattan,Times Sq/Theatre District,Yellow Zone,988628.0600467023,216099.1397683868,5661414.245116176
231,Manhattan,TriBeCa/Civic Center,Yellow Zone,982065.7013854686,200780.54042725134,11946736.342900392
232,Manhattan,Two Bridges/Seward Park,Yellow Zone,988955.8875201414,199673.27702499644,15226518.533380166
233,Manhattan,UN/Turtle Bay South,Yellow Zone,992439.5608777382,212491.93584224806,6142575.317758338
234,Manhattan,Union Sq,Yellow Zone,986894.2367963481,209001.62663046308,7380800.90718875
235,Bronx,University Heights/Morris Heights,Boro Zone,1007494.9920085217,249885.02158991544,21250913.928515624
236,Manhattan,Upper East Side North,Yellow Zone,996155.3867656847,223613.7535760244,10379105.648170575
237,Manhattan,Upper East Side South,Yellow Zone,993769.0237137815,219305.82782555217,9686909.777705535
238,Manhattan,Upper West Side North,Yellow Zone,991712.7644413216,227717.51805898765,12279484.407321375
239,Manhattan,Upper West Side South,Yellow Zone,990167.4982917221,224895.87216479488,13130955.519968634
240,Bronx,Van Cortlandt Park,Boro Zone,1016879.869198504,265226.43863678636,72740185.01924427
241,Bronx,Van Cortlandt Village,Boro Zone,1013115.8817520497,258631.99219990108,25660471.622431714
242,Bronx,Van Nest/Morris Park,Boro Zone,1025564.8278476673,247818.58816932616,36295831.64587281
243,Manhattan,Washington Heights North,Boro Zone,1002830.5879831794,251552.22868853094,22663587.66791442
244,Manhattan,Washington Heights South,Boro Zone,1000464.3110476533,245939.88065875435,23099933.926306713
245,Staten Island,West Brighton,Boro Zone,955698.9158310394,168837.0586013862,47142823.45380622
246,Manhattan,West Chelsea/Hudson Yards,Yellow Zone,983137.466109154,213727.4000817298,12850773.462314
247,Bronx,West Concourse,Boro Zone,1005169.1230273262,241308.75707519878,19367747.978153605
248,Bronx,West Farms/Bronx River,Boro Zone,1019590.3761034976,243211.97877621523,15082002.295137988
249,Manhattan,West Village,Yellow Zone,983453.2246483457,206902.40799528995,7291594.809119437
250,Bronx,Westchester Village/Unionport,Boro Zone,1026135.8006293959,242470.43505891712,23950873.703156713
251,Staten Island,Westerleigh,Boro Zone,949450.1344788744,164047.36514970663,63293010.92007147
252,Queens,Whitestone,Boro Zone,1035297.1584300715,226490.62684080808,69046897.85768285
253,Queens,Willets Point,Boro Zone,1028229.9452522065,216434.84686612728,6405676.522680187
254,Bronx,Williamsbridge/Olinville,Boro Zone,1023253.9608941409,260702.71418530465,36273515.16575629
255,Brooklyn,Williamsburg (North Side),Boro Zone,996053.8033052003,201159.03335346075,14747138.267599918
256,Brooklyn,Williamsburg (South Side),Boro Zone,995365.8780821689,198271.799699528,14154349.855881564
257,Brooklyn,Windsor Terrace,Boro Zone,990359.3815942473,177405.49666927903,14042547.939992102
258,Queens,Woodhaven,Boro Zone,1024249.8716237351,190229.06962103507,37001317.65598775
259,Bronx,Woodlawn/Wakefield,Boro Zone,1025106.2307871642,266453.4145522804,39741249.57591619
260,Queens,Woodside,Boro Zone,1010211.9773426988,210434.8918941504,42637971.619213834
261,Manhattan,World Trade Center,Yellow Zone,980639.5117675496,197635.1737024674,3468847.4785047784
262,Manhattan,Yorkville East,Yellow Zone,999064.7250824342,221974.40078780815,6957825.7527914625
263,Manhattan,Yorkville West,Yellow Zone,997817.9196611019,223005.98840944972,6636393.989018512
