origin,destination,start_time,estimate_source,expected_driver_revenue,expected_duration_minutes,expected_distance_miles,revenue_std,duration_std,distance_std,confidence,observed_trip_count,is_directly_observed,query_index,valid
169,143,01:19,temporal_same_od_eb,37.84078944671931,28.20174999551452,9.65,0.5,1.0,0.1,0.15526326815885128,0.0,False,42,True
35,149,21:33,global_od_time_adjusted,26.93834870473101,27.564938565307713,5.2423369555479145,4.7901525819931035,6.1036022081145305,0.6856787882477194,0.3956440330346663,0.0,False,43,True
227,58,06:15,spatial_neighbor_gravity_eb,63.554623593051694,49.99396741739806,18.44812275463732,4.309575442435432,3.8577481293221454,0.8988722034730541,0.13586069867874023,0.0,False,44,True
40,122,07:52,spatial_neighbor_gravity_eb,75.52272412515936,75.32214159073634,17.473275987602392,5.935878374975042,6.074166730990855,0.36719059795657916,0.17089700096249047,0.0,False,45,True
15,221,22:57,spatial_gravity_time_fallback,119.21291848004626,90.41580727217307,18.901178982059992,41.724521468016185,27.12474218165192,4.725294745514998,0.10550000000000001,0.0,False,46,True
45,233,17:04,full_observed_sparse_eb,26.92944504616262,24.316928417669544,4.048401767103041,5.350388945782036,6.605061313828707,0.9851600292753883,0.4600417993572642,8.561504776861511,True,47,True
98,51,16:33,global_od_time_adjusted,45.38859330179451,49.2440745256611,12.285,0.5,3.690161730635685,1.2850000000000041,0.22692307692307692,0.0,False,48,True
90,45,05:37,full_observed_sparse_eb,15.13748682963434,11.076336789549003,2.4854028775852903,4.067944765624212,3.7439543514280356,0.5263745485231539,0.19464630238739328,2.4364823172433354,True,49,True
233,70,11:20,full_observed_sparse_eb,59.59249122194329,33.585437244266146,8.619455999269876,11.32523925063391,9.014443466970333,1.2734812351572857,0.1758148621686565,1.3306718918254887,True,50,True
219,6,13:51,spatial_neighbor_gravity_eb,100.43580381498954,82.1036072392661,20.17278055724158,18.830450954624418,25.11432440429359,2.8577149823785235,0.3415581644841347,0.0,False,51,True
116,133,20:15,global_od_time_adjusted,61.70877152594472,53.88126581180245,17.064999999999998,9.93500000000002,1.3282777528940661,1.0050000000000205,0.22692307692307692,0.0,False,52,True
229,139,14:01,global_od_time_adjusted,99.07459079369623,79.70023806000164,20.435,13.445000000000043,1.7686005074059454,1.0549999999999968,0.22692307692307695,0.0,False,53,True
217,9,09:20,spatial_neighbor_gravity_eb,57.15943820942324,60.253032275348176,12.28919195261697,6.348083261411732,14.510383626453692,1.2207544285260397,0.24687584556468556,0.0,False,54,True
11,13,15:26,global_od_time_adjusted,42.6750617361809,43.43503371642776,10.53625,6.539260159796379,4.059830832114045,1.5702303772058326,0.29655172413793107,0.0,False,55,True
5,185,18:21,spatial_gravity_time_fallback,203.3844898958165,178.2050494920767,27.226921667071327,71.18457146353576,53.461514847623015,6.806730416767832,0.10550000000000001,0.0,False,56,True
176,229,08:19,spatial_neighbor_gravity_eb,80.90295706967608,76.6666889747306,17.908292384739894,1.0,2.0,0.25,0.12646251501184605,0.0,False,57,True
196,180,10:24,temporal_same_od_eb,24.652194069488267,44.9010022170978,4.348950595599522,0.529375079515058,21.00594559746884,0.1,0.17730765431424145,0.0,False,58,True
93,55,13:36,global_od_time_adjusted,71.56553488634165,79.69465278260337,20.42,36.20853835768574,17.255275468963834,2.1168845032263675,0.2518518518518519,0.0,False,59,True
96,55,22:38,spatial_neighbor_gravity_eb,62.39989616422544,62.485879806982375,15.000789067976253,6.9018738809059546,14.368130603697281,1.8462291445271595,0.3137626994843596,0.0,False,60,True
108,196,12:18,temporal_same_od_eb,64.71450687408577,85.82722338949247,15.8,0.5,1.0,0.1,0.15282890409454156,0.0,False,61,True
6,198,07:46,spatial_neighbor_gravity_eb,64.89818703689967,59.55597091543379,15.034336803545656,1.0114166172931918,2.1635829193454392,1.986305868199309,0.15494885564988964,0.0,False,62,True
97,92,11:32,temporal_same_od_eb,49.176031386858476,43.118484464177385,10.980858574412391,0.5,1.0,0.1,0.1591783701590187,0.0,False,63,True
4,168,20:31,full_observed_sparse_eb,32.23848715497286,26.98705657391765,7.126038568885011,8.430579839352266,15.72313910190627,1.6297930015984055,0.09090909090909091,1.0,True,64,True
129,57,08:48,global_od_time_adjusted,17.214759630247663,15.965663256352787,2.2984198118780386,5.27641584446937,5.08701738068625,0.9284451252372581,0.4019633496942842,0.0,False,65,True
186,247,05:15,temporal_same_od_eb,31.353608444263845,16.80908198361709,9.046261207228536,0.6632017613125747,1.0889711784436655,0.12931058826717096,0.1812220633487876,0.02177911038976532,True,66,True
37,83,05:04,full_observed_sparse_eb,17.771114618218604,12.053712603932418,4.73519211599023,4.299638814992947,2.3427113136792475,0.8162281801624908,0.09090909090909091,1.0,True,67,True
21,245,12:36,spatial_neighbor_gravity_eb,37.18570361149342,39.0039896024553,6.094931059271715,1.0,2.0,0.25,0.12487006962943274,0.0,False,68,True
116,142,09:11,observed_sparse_eb,24.921898699740133,24.024916389597482,4.721623460846554,3.4740966535564604,2.8957669809661386,0.5613819855407743,0.9430501203341253,9.983550915097318,True,69,True
122,233,13:51,global_od_time_adjusted,50.473363306702375,64.78590688798525,16.575714285714287,1.7837955405854036,23.762520150134442,4.014274021335275,0.28596491228070176,0.0,False,70,True
24,186,02:23,temporal_same_od_eb,22.99078043311058,18.711357061753922,5.000957453755754,2.8411495450945905,2.952110565825812,0.44090275913401855,0.13399388532286255,0.4790984622532779,True,71,True
4,75,04:59,full_observed_sparse_eb,19.341510580634047,14.766575197240902,5.604865688052913,6.841884796042265,5.079684106217845,0.9151961232303956,0.22767767428736033,2.9517717188828207,True,72,True
161,241,01:41,temporal_same_od_eb,50.46872417779362,30.133793038578503,11.079999999999998,0.5,1.0,0.1,0.1520153843113248,0.0,False,73,True
193,176,20:20,spatial_neighbor_gravity_eb,64.55775924663634,71.15930647443768,20.275587221281484,45.199999999999996,3.7694060412171986,0.8599999999999315,0.1352774247805733,0.0,False,74,True
62,173,22:43,full_observed_sparse_eb,40.73655500416315,34.593116691632524,11.872673343175224,2.677053134995316,2.3712200440412743,0.7045255697902579,0.0999394008275738,0.8823619506846541,True,75,True
132,149,12:59,full_observed_sparse_eb,67.61792462349501,55.656180398317716,14.319468568993532,9.358753082057685,10.482166572078263,1.4360884972032213,0.3437951124417624,5.298160704590231,True,76,True
114,156,05:13,global_od_time_adjusted,67.26587523179748,33.28119026452556,18.02,0.5,1.0,0.1,0.21372549019607845,0.0,False,77,True
169,25,00:37,global_od_time_adjusted,43.65795446156703,57.896097300465996,13.638,0.5,22.02386248788658,1.254183399666884,0.26363636363636367,0.0,False,78,True
204,132,06:46,spatial_gravity_time_fallback,136.62641952745912,99.33953328833229,23.34974708238812,47.81924683461068,29.801859986499686,5.83743677059703,0.10550000000000001,0.0,False,79,True
181,188,10:20,observed_sparse_eb,17.87739703819885,19.241854152085196,2.527763735325017,3.8566913557936213,7.986128247601783,0.47763278512195984,0.931610325718994,7.316316666144772,True,80,True
236,49,03:34,temporal_same_od_eb,37.939376932358805,25.344790329014064,10.95,0.5,1.0,0.1,0.15385922761245815,0.0,False,81,True
37,82,22:46,full_observed_sparse_eb,26.26093075848202,22.49033138971728,5.206738612353939,4.298344023102362,5.3309512897907885,1.0616249197680236,0.16174870849660594,1.9350829521551987,True,82,True
89,130,11:16,temporal_same_od_eb,58.12124437098425,68.04200186572719,12.832023474523307,1.257794619394367,2.208600139207511,0.3050575296792692,0.16995955978115396,0.0762233524437761,True,83,True
57,223,20:34,full_observed_sparse_eb,18.742403600342595,18.757358057445252,5.3844666781310675,1.724470065132062,4.673628808601968,1.4369340982191476,0.11143229580078765,0.7104067479741332,True,84,True
214,176,10:07,spatial_neighbor_gravity_eb,33.00064647640145,13.751025413901774,2.6182055924445713,61.245348326764095,3.2596045194198053,0.5478036955779766,0.15549786852492142,0.0,False,85,True
59,252,03:24,global_od_time_adjusted,23.160779853885572,18.6647473318272,7.92,0.5,1.0,0.1,0.21372549019607845,0.0,False,86,True
140,191,15:52,full_observed_sparse_eb,80.7862462078291,92.29081182970768,15.934666446457797,11.379146551494388,18.691771252380708,2.2734411300994237,0.13678271368665568,0.5634536784261002,True,87,True
165,40,14:13,temporal_same_od_eb,36.58752968570295,38.7539263873708,6.04,0.5,1.0,0.1,0.16085134280430616,0.0,False,88,True
16,36,07:07,temporal_same_od_eb,35.74160384262816,28.736821558186016,10.54,0.5,1.0,0.1,0.15240768852506548,0.0,False,89,True
20,60,07:25,full_observed_sparse_eb,12.53859031320923,12.138060990364785,1.9703328969287235,2.562371833057651,4.300961121288781,0.4619391744656226,0.16892779444677053,1.3042533344532572,True,90,True
1,115,11:02,spatial_neighbor_gravity_eb,71.9338740541956,44.0355199780626,10.706249580922297,1.0,8.06715730855169,0.3370855650415644,0.14291885641588994,0.0,False,91,True
102,172,20:59,spatial_gravity_time_fallback,98.73993668124645,77.32997599242508,15.097393517301338,34.558977838436256,23.198992797727524,3.7743483793253345,0.10550000000000001,0.0,False,92,True
222,129,21:47,global_od_time_adjusted,41.895056189235895,42.1260998299103,11.152857142857142,1.3507186295918978,17.85974755457384,4.817577086004113,0.28596491228070176,0.0,False,93,True
152,98,15:58,spatial_neighbor_gravity_eb,62.41338589793621,70.36544544571814,12.124218548165109,6.333959118409446,15.700420845670639,2.4339284045483827,0.23672069382952088,0.0,False,94,True
184,152,23:18,global_od_time_adjusted,49.95421725740043,31.861167726512143,9.61,0.5,1.0,0.1,0.21372549019607845,0.0,False,95,True
164,14,21:56,full_observed_sparse_eb,60.749858466026495,39.23688485845895,12.99604934290377,8.37093604835316,8.85541735580402,1.3020321607453607,0.3984233392250246,6.712069512440749,True,96,True
116,211,09:18,full_observed_sparse_eb,42.37649272700804,46.837917629436326,9.173430360027508,5.358691532626827,5.4082108492573155,0.9405610925676875,0.5577866908238907,14.284336913143065,True,97,True
143,131,11:22,global_od_time_adjusted,91.97236479539137,83.72102776806285,17.490175793054018,6.787909204243669,19.04916059978423,2.0398724705940254,0.21802937098646036,0.0,False,98,True
145,58,01:00,temporal_same_od_eb,42.03578031701925,38.29779042580266,14.68,0.5,1.0,0.1,0.15164256582101246,0.0,False,99,True
66,117,02:59,global_od_time_adjusted,51.91497001407281,62.38342516286259,19.78875,23.16649614745397,16.713841932320662,3.754828349938251,0.29655172413793107,0.0,False,100,True
17,47,06:43,global_od_time_adjusted,42.82369805232293,48.588420023240914,14.567272727272728,3.366649264881482,22.394327417695898,1.5222835174296434,0.3262295081967213,0.0,False,101,True
63,73,13:39,temporal_same_od_eb,47.27329385308968,58.77884559702454,8.295500867025494,0.5,1.0,0.1,0.1571514211846885,0.0,False,102,True
210,258,00:33,global_od_time_adjusted,33.4307307539245,58.632120674229036,10.399999999999999,0.5,19.88579393359098,0.20000000000005114,0.22692307692307692,0.0,False,103,True
81,257,11:38,spatial_neighbor_gravity_eb,85.33410373214974,108.22744325979818,19.351208239137474,1.0,15.595240737685547,2.830455072625815,0.17472504211749484,0.0,False,104,True
191,259,23:12,global_od_time_adjusted,42.70588124840518,39.75741350787541,14.325,2.7459424611597223,4.6265331590446825,1.0568230693924228,0.2518518518518519,0.0,False,105,True
201,45,06:50,global_od_time_adjusted,54.06088690451256,49.64579580806455,19.37,0.6599999999998446,17.034588448846097,3.5699999999999963,0.2269230769230769,0.0,False,106,True
53,103,13:28,spatial_gravity_time_fallback,92.26625973558967,80.7887633296915,12.34563653189772,32.29319090745638,24.236628998907452,3.08640913297443,0.10550000000000001,0.0,False,107,True
184,199,17:17,spatial_neighbor_gravity_eb,36.455108550063834,32.93513243360989,7.457204923481488,5.232727497166304,4.178955071706987,1.0471662014307699,0.16405189772302045,0.0,False,108,True
253,193,21:58,spatial_neighbor_gravity_eb,38.10995275387582,29.975522720374922,8.054807687366482,5.516378278192954,4.276955901635512,1.3299570153959683,0.298336839485395,0.0,False,109,True
57,30,19:52,spatial_neighbor_gravity_eb,89.55962740343013,54.654217393814704,16.564966237627893,1.0,2.0,0.25,0.12687424602819575,0.0,False,110,True
244,221,18:56,spatial_neighbor_gravity_eb,95.47888013441258,80.25015473282228,21.26825437756532,1.0,2.0,0.25,0.12643277557188856,0.0,False,111,True
206,6,18:05,temporal_eb,17.793247181801068,15.74633022952683,2.771200428029389,3.754812965803138,3.889339462074132,0.7141571312836326,0.3779172198919364,0.36152259507137785,True,112,True
197,173,13:36,full_observed_sparse_eb,30.881757581541194,28.658211652727324,6.369198891480634,3.6867577561579084,6.433935457908348,0.8102111794724164,0.14196566037009545,0.5740237752697794,True,113,True
182,201,21:55,spatial_neighbor_gravity_eb,74.93710817016174,97.01673527859722,20.74344121851605,1.0,2.0,0.25,0.13753971969045328,0.0,False,114,True
108,179,12:17,spatial_neighbor_gravity_eb,90.5455091986147,124.54410867281982,18.17498579057937,4.11081436691548,28.917727350644675,4.506546892222557,0.2588602032545583,0.0,False,115,True
136,124,11:25,spatial_neighbor_gravity_eb,74.01414995080282,92.39577141783931,16.810180240742085,2.9927711976781914,27.665913624259517,4.273764414884366,0.25224778714101415,0.0,False,116,True
252,167,15:04,global_od_time_adjusted,33.58579129618187,31.641359778177797,7.85,4.306799275564209,2.416517412427436,0.2036663938896328,0.26363636363636367,0.0,False,117,True
45,197,07:53,temporal_same_od_eb,49.41875411442839,42.39235323124535,11.5,0.5,1.0,0.1,0.1586708065207287,0.0,False,118,True
248,88,10:45,global_od_time_adjusted,62.96101814317742,58.523481228413964,14.697999999999999,5.105563240231246,8.36663304602117,0.6237756006770799,0.26363636363636367,0.0,False,119,True
55,199,16:40,spatial_neighbor_gravity_eb,104.39411994239549,133.15729004366645,21.662797994708413,2.788815544150627,34.97159849228564,4.787300276286815,0.23874801676940446,0.0,False,120,True
62,23,16:43,spatial_neighbor_gravity_eb,66.90525452351186,58.67255756042582,14.073963867656659,1.0,2.0,0.26217431959389004,0.1404446712351897,0.0,False,121,True
176,192,18:07,spatial_gravity_time_fallback,154.6852530709187,136.24840101845382,20.44952694408152,54.13983857482154,40.874520305536144,5.11238173602038,0.10550000000000001,0.0,False,122,True
80,15,21:57,temporal_same_od_eb,37.181985253842896,34.504122663985385,11.43,5.389999999999989,1.6492687685695722,1.6300000000000021,0.16090322180243097,0.0,False,123,True
49,184,14:53,spatial_neighbor_gravity_eb,73.29286929173449,101.66924161283964,15.307553175705547,2.6810055936600983,39.751596347419905,6.471619288917352,0.27284279230943975,0.0,False,124,True
206,10,16:03,spatial_gravity_time_fallback,126.07924505885022,112.70931301401984,16.590488521529004,44.12773577059758,33.812793904205954,4.147622130382251,0.10550000000000001,0.0,False,125,True
229,236,13:06,observed_dense_eb,17.47299202173652,15.688193511726151,1.8530224157868542,4.706459883809307,5.601424109100659,0.3944854846962079,0.9949999999999999,315.50038283127503,True,126,True
44,76,11:56,spatial_gravity_time_fallback,155.33132702761725,137.7265514638171,20.96168582131662,54.36596445966604,41.31796543914513,5.240421455329155,0.10550000000000001,0.0,False,127,True
50,260,04:50,global_od_time_adjusted,25.227556909139082,18.115102773006747,5.947941176470588,9.103435931627457,8.183857988817845,1.7981146652761006,0.4833333333333333,0.0,False,128,True
146,72,00:38,temporal_same_od_eb,21.979959148434748,35.679981122671066,9.160203746631282,0.8200951483218737,1.0,0.46596515545213624,0.16064251341143265,0.0,False,129,True
192,193,06:15,global_od_time_adjusted,25.100071385264194,18.83570024464512,8.538,3.2500732299442716,3.255440086549771,0.6033042350257405,0.26363636363636367,0.0,False,130,True
106,243,11:35,global_od_time_adjusted,71.37501482620681,68.6945265142126,16.31875,8.541313935806363,23.48808140474229,2.192734807836991,0.29655172413793107,0.0,False,131,True
252,146,02:28,global_od_time_adjusted,30.917038145239953,22.384802472569895,8.69,4.234083922959759,3.855305489972168,0.9289061667717907,0.23962264150943396,0.0,False,132,True
150,120,17:27,spatial_neighbor_gravity_eb,91.28626845894169,136.8446178228891,20.509156565584686,2.5,5.551517049356866,0.25,0.13585499660369735,0.0,False,133,True
152,53,19:05,spatial_neighbor_gravity_eb,43.87880358994774,35.49884959963924,7.892245098404516,7.821717887423403,7.775649678865285,1.7678816356195337,0.35952502742478654,0.0,False,134,True
50,17,04:09,full_observed_sparse_eb,36.29906958983081,28.918603726971956,8.211061983804296,7.7374257331422065,7.1565911742332755,0.9593026670058535,0.09090909090909091,1.0,True,135,True
253,210,14:20,global_od_time_adjusted,78.9952451541793,74.7370269642052,18.91,0.5,1.0,0.1,0.21372549019607845,0.0,False,136,True
179,147,13:20,temporal_same_od_eb,27.68812578111873,28.196651674799533,5.895,1.0,2.054342685253425,1.2049999999999996,0.16031253940481782,0.0,False,137,True
168,90,18:19,temporal_same_od_eb,43.69618595522786,39.127105362994,5.199501750597211,0.5,1.0,0.1,0.16803383977916936,0.0,False,138,True
187,226,15:14,spatial_gravity_time_fallback,101.0205969458228,92.81453388591365,13.638046013244479,35.35720893103798,27.84436016577409,3.4095115033111196,0.10550000000000001,0.0,False,139,True
146,146,05:42,observed_sparse_eb,11.40407433956375,4.954525958606588,0.9603166371256863,3.756244999347639,4.371460832775853,0.4838697152952612,0.8838200083512053,3.5785139704152016,True,140,True
225,15,01:02,global_od_time_adjusted,43.50600740540627,39.82526873413763,15.27,4.629451911403732,3.5351807856581945,0.8964095046350197,0.2518518518518519,0.0,False,141,True
232,222,22:08,global_od_time_adjusted,57.0765186450124,65.47669370028356,16.55,2.608745973749687,10.72792078158602,6.275547784855119,0.275,0.0,False,142,True
81,242,16:57,temporal_eb,18.72984558547759,19.422624692211908,3.423646994742855,4.278445408412622,7.439910409535922,0.874368878263999,0.7180601497338902,0.6095738505307082,True,143,True
234,131,07:15,global_od_time_adjusted,56.30541549913932,43.337073469708656,13.501818181818182,21.768441331811704,18.44505842384547,3.8966998115697318,0.3262295081967213,0.0,False,144,True
21,64,17:13,spatial_gravity_time_fallback,176.2178038606988,171.36037210984418,22.956581124964845,61.676231351244574,51.40811163295324,5.739145281241211,0.23196404887126298,0.0,False,145,True
32,20,15:10,observed_sparse_eb,13.212741592880214,13.100400064606788,1.896921632303747,4.225496782909893,5.897036847712654,0.45254191755632794,0.6089145141105519,1.0,True,146,True
178,32,19:03,global_od_time_adjusted,72.13164100508959,173.7561745951154,8.3,0.5,1.0,0.1,0.21372549019607845,0.0,False,147,True
236,238,13:15,observed_dense_eb,12.70363937864497,11.725021807018154,1.385614995015293,3.321503668393898,3.4888540182683436,0.3631280874015745,0.995,568.0943423636157,True,148,True
197,219,12:19,observed_sparse_eb,34.54575104714573,20.03247288007948,5.112833847209593,8.902176062701612,5.469642108999566,0.8776654469198765,0.8113598305984917,1.7231620522351179,True,149,True
135,174,05:03,global_od_time_adjusted,34.09422539103211,41.699202225546955,15.5,0.8660254037844386,17.511269774018402,2.131900560532788,0.2518518518518519,0.0,False,150,True
99,86,13:03,spatial_gravity_time_fallback,167.2533443525364,148.64258069339783,22.74989674611607,58.53867052338774,44.59277420801935,5.687474186529018,0.10550000000000001,0.0,False,151,True
7,183,23:16,full_observed_sparse_eb,32.675664859637024,28.47190214614605,10.327267453199124,3.45775309548119,4.702650556847074,0.532323797297214,0.09445628761287277,0.9529910494761538,True,152,True
127,247,01:28,global_od_time_adjusted,19.979056344728487,21.0111173930212,3.8653846153846154,2.017793921016765,9.780798384500496,0.9289499066118062,0.34444444444444444,0.0,False,153,True
145,66,07:08,temporal_same_od_eb,24.758028071722308,23.9712408696238,5.843270895270484,0.7757561132250633,1.0,0.404422618268989,0.16920453187026446,0.0,False,154,True
238,253,00:01,global_od_time_adjusted,47.97070046943441,30.423618816757955,10.629999999999999,7.930000000000058,2.0808607209575514,0.5400000000000155,0.22692307692307692,0.0,False,155,True
237,236,12:10,observed_dense_eb,10.990923072914185,9.126904167047059,0.9775175642327667,3.4721649742284395,3.6383736385277112,0.3679306016250494,0.9950000000000001,2623.0345612342817,True,156,True
30,176,19:15,spatial_gravity_time_fallback,117.06911462673077,95.39987590451973,16.076256527120886,40.97419011935577,28.61996277135592,4.019064131780222,0.10550000000000001,0.0,False,157,True
231,128,23:27,global_od_time_adjusted,47.5879884466364,47.31738752603259,12.391428571428571,10.658808372344815,6.52666137121453,0.5383155891011742,0.28596491228070176,0.0,False,158,True
86,88,07:22,global_od_time_adjusted,67.47578730206229,75.41052118392986,20.875,8.27797881933339,17.881083307595457,4.48741295180196,0.3354838709677419,0.0,False,159,True
8,154,02:21,spatial_neighbor_gravity_eb,85.22703542340204,64.29796926774897,23.244824472376884,9.909999999999991,8.935390887117721,0.25,0.13240756504333656,0.0,False,160,True
