algorithm,scenario_id,event_index,event_type,from_zone,to_zone,start_elapsed_min,end_elapsed_min,event_duration_minutes,start_clock,end_clock,revenue,operating_cost,distance_miles,wait_minutes,confidence,completed_within_horizon,route_path,selected_action
highest_demand,192,0,WAIT_FOR_PICKUP,132,132,0.0,0.20803809397318968,0.20803809397318968,08:00,08:00,0.0,0.0,0.0,0.20803809397318968,0.995,True,,WAIT
highest_demand,192,1,OCCUPIED_TRIP,132,230,0.20803809397318968,83.69181440421808,83.48377631024489,08:00,09:24,75.37956634641473,5.943895955913521,16.982559874038632,0.0,0.995,True,,WAIT
highest_demand,192,2,EMPTY_REPOSITION,230,186,83.69181440421808,102.37890770770238,18.687093303484303,09:24,09:42,0.0,0.491467671424326,1.4041933469266459,0.0,0.99,True,230|100|186,186
highest_demand,192,3,WAIT_NO_PICKUP,186,186,102.37890770770238,107.37890770770238,5.0,09:42,09:47,0.0,0.0,0.0,5.0,0.995,True,,WAIT
highest_demand,192,4,WAIT_FOR_PICKUP,186,186,107.37890770770238,111.37193281574031,3.9930251080379264,09:47,09:51,0.0,0.0,0.0,3.9930251080379198,0.9949999999999999,True,,WAIT
highest_demand,192,5,OCCUPIED_TRIP,186,48,111.37193281574031,115.99628532024886,4.6243525045085505,09:51,09:56,15.907585430374576,0.2221244299767451,0.634641228504986,0.0,0.9950000000000001,True,,WAIT
highest_demand,192,6,WAIT_FOR_PICKUP,48,48,115.99628532024886,116.25828508251647,0.2619997622676067,09:56,09:56,0.0,0.0,0.0,0.26199976226760324,0.9950000000000001,True,,WAIT
highest_demand,192,7,UNFINISHED_TRIP,48,186,116.25828508251647,120.0,3.7417149174835345,09:56,10:00,0.0,0.0,0.7119142282643062,0.0,0.9949999999999999,False,,WAIT
highest_income,68,0,WAIT_FOR_PICKUP,132,132,0.0,0.7213767689566427,0.7213767689566427,08:00,08:01,0.0,0.0,0.0,0.7213767689566427,0.995,True,,WAIT
highest_income,68,1,OCCUPIED_TRIP,132,170,0.7213767689566427,83.70031201955392,82.97893525059727,08:01,09:24,86.98195481440644,5.270839904286899,15.059542583676855,0.0,0.9950000000000001,True,,WAIT
highest_income,68,2,EMPTY_REPOSITION,170,138,83.70031201955392,118.8721099697809,35.171797950226974,09:24,09:59,0.0,2.030217117146398,5.800620334703995,0.0,0.15,True,170|138,138
highest_income,68,3,WAIT_NO_PICKUP,138,138,118.8721099697809,120.0,1.1278900302191062,09:59,10:00,0.0,0.0,0.0,1.1278900302191062,0.995,True,,WAIT
greedy_net_earnings,294,0,WAIT_FOR_PICKUP,132,132,0.0,1.322899708220389,1.322899708220389,08:00,08:01,0.0,0.0,0.0,1.322899708220389,0.995,True,,WAIT
greedy_net_earnings,294,1,OCCUPIED_TRIP,132,48,1.322899708220389,64.35209480445705,63.02919509623666,08:01,09:04,93.30571926477334,5.964942773684244,17.04269363909784,0.0,0.995,True,,WAIT
greedy_net_earnings,294,2,WAIT_FOR_PICKUP,48,48,64.35209480445705,65.47272518621466,1.120630381757607,09:04,09:05,0.0,0.0,0.0,1.1206303817576069,0.995,True,,WAIT
greedy_net_earnings,294,3,OCCUPIED_TRIP,48,68,65.47272518621466,72.44300264990795,6.970277463693293,09:05,09:12,7.244293560499882,0.17288879636501372,0.493967989614325,0.0,0.995,True,,WAIT
greedy_net_earnings,294,4,EMPTY_REPOSITION,68,195,72.44300264990795,102.85439791316102,30.41139526325307,09:12,09:43,0.0,1.7682785742174296,5.052224497764085,0.0,0.15,True,68|195,195
greedy_net_earnings,294,5,WAIT_FOR_PICKUP,195,195,102.85439791316102,103.39819216750554,0.5437942543445189,09:43,09:43,0.0,0.0,0.0,0.5437942543445199,0.94878098927401,True,,WAIT
greedy_net_earnings,294,6,UNFINISHED_TRIP,195,65,103.39819216750554,120.0,16.60180783249446,09:43,10:00,0.0,0.0,2.735937881246763,0.0,0.779962316007816,False,,WAIT
finite_horizon_value_iteration,118,0,WAIT_FOR_PICKUP,132,132,0.0,0.702796185838453,0.702796185838453,08:00,08:01,0.0,0.0,0.0,0.702796185838453,0.995,True,,WAIT
finite_horizon_value_iteration,118,1,OCCUPIED_TRIP,132,79,0.702796185838453,41.42586391695561,40.72306773111716,08:01,08:41,88.40493443595187,6.089352745622464,17.39815070177847,0.0,0.9949999999999999,True,,WAIT
finite_horizon_value_iteration,118,2,WAIT_FOR_PICKUP,79,79,41.42586391695561,42.234037792091705,0.8081738751360916,08:41,08:42,0.0,0.0,0.0,0.8081738751360895,0.995,True,,WAIT
finite_horizon_value_iteration,118,3,OCCUPIED_TRIP,79,234,42.234037792091705,54.67017205409766,12.436134262005957,08:42,08:55,4.421165469672005,0.7366424804442069,2.1046928012691626,0.0,0.9950000000000001,True,,WAIT
finite_horizon_value_iteration,118,4,EMPTY_REPOSITION,234,79,54.67017205409766,66.25018912495227,11.580017070854609,08:55,09:06,0.0,0.4444108137729473,1.269745182208421,0.0,0.99,True,234|79,79
finite_horizon_value_iteration,118,5,WAIT_NO_PICKUP,79,79,66.25018912495227,71.25018912495227,5.0,09:06,09:11,0.0,0.0,0.0,5.0,0.9950000000000001,True,,WAIT
finite_horizon_value_iteration,118,6,WAIT_FOR_PICKUP,79,79,71.25018912495227,71.52153748869223,0.2713483637399605,09:11,09:12,0.0,0.0,0.0,0.2713483637399621,0.9949999999999999,True,,WAIT
finite_horizon_value_iteration,118,7,OCCUPIED_TRIP,79,229,71.52153748869223,77.7400785901872,6.218541101494964,09:12,09:18,18.74230914722735,0.5286108771626908,1.5103167918934024,0.0,0.9950000000000001,True,,WAIT
finite_horizon_value_iteration,118,8,WAIT_NO_PICKUP,229,229,77.7400785901872,82.7400785901872,5.0,09:18,09:23,0.0,0.0,0.0,5.0,0.995,True,,WAIT
finite_horizon_value_iteration,118,9,WAIT_NO_PICKUP,229,229,82.7400785901872,87.7400785901872,5.0,09:23,09:28,0.0,0.0,0.0,5.0,0.995,True,,WAIT
finite_horizon_value_iteration,118,10,WAIT_NO_PICKUP,229,229,87.7400785901872,92.7400785901872,5.0,09:28,09:33,0.0,0.0,0.0,5.0,0.995,True,,WAIT
finite_horizon_value_iteration,118,11,WAIT_NO_PICKUP,229,229,92.7400785901872,97.7400785901872,5.0,09:33,09:38,0.0,0.0,0.0,5.0,0.995,True,,WAIT
finite_horizon_value_iteration,118,12,WAIT_NO_PICKUP,229,229,97.7400785901872,102.7400785901872,5.0,09:38,09:43,0.0,0.0,0.0,5.0,0.995,True,,WAIT
finite_horizon_value_iteration,118,13,WAIT_NO_PICKUP,229,229,102.7400785901872,107.7400785901872,5.0,09:43,09:48,0.0,0.0,0.0,5.0,0.995,True,,WAIT
finite_horizon_value_iteration,118,14,WAIT_NO_PICKUP,229,229,107.7400785901872,112.7400785901872,5.0,09:48,09:53,0.0,0.0,0.0,5.0,0.995,True,,WAIT
finite_horizon_value_iteration,118,15,WAIT_NO_PICKUP,229,229,112.7400785901872,117.7400785901872,5.0,09:53,09:58,0.0,0.0,0.0,5.0,0.995,True,,WAIT
finite_horizon_value_iteration,118,16,WAIT_FOR_PICKUP,229,229,117.7400785901872,120.0,2.2599214098128044,09:58,10:00,0.0,0.0,0.0,2.2599214098128044,0.995,True,,WAIT
q_learning,134,0,WAIT_FOR_PICKUP,132,132,0.0,1.4092884995408717,1.4092884995408717,08:00,08:01,0.0,0.0,0.0,1.4092884995408717,0.995,True,,WAIT
q_learning,134,1,OCCUPIED_TRIP,132,164,1.4092884995408717,41.82657497092958,40.41728647138871,08:01,08:42,92.45861933112776,6.548396834173557,18.70970524049588,0.0,0.995,True,,WAIT
q_learning,134,2,EMPTY_REPOSITION,164,237,41.82657497092958,67.76438111671578,25.937806145786205,08:42,09:08,0.0,0.8825559584513364,2.5215884527181043,0.0,0.9899999999999999,True,164|170|162|237,237
q_learning,134,3,EMPTY_REPOSITION,237,186,67.76438111671578,104.43676334909266,36.672382232376876,09:08,09:44,0.0,1.123993608633078,3.2114103103802227,0.0,0.99,True,237|162|170|164|186,186
q_learning,134,4,WAIT_FOR_PICKUP,186,186,104.43676334909266,105.23216123859099,0.7953978894983322,09:44,09:45,0.0,0.0,0.0,0.7953978894983323,0.995,True,,WAIT
q_learning,134,5,OCCUPIED_TRIP,186,246,105.23216123859099,113.35518692386054,8.123025685269553,09:45,09:53,6.173704248500407,0.5374168378320866,1.5354766795202475,0.0,0.995,True,,WAIT
q_learning,134,6,WAIT_FOR_PICKUP,246,246,113.35518692386054,113.80762382448376,0.45243690062321207,09:53,09:54,0.0,0.0,0.0,0.452436900623218,0.995,True,,WAIT
q_learning,134,7,UNFINISHED_TRIP,246,100,113.80762382448376,120.0,6.1923761755162445,09:54,10:00,0.0,0.0,0.6810185061327466,0.0,0.9949931084762167,False,,WAIT
dqn,74,0,WAIT_FOR_PICKUP,132,132,0.0,0.03154124943058913,0.03154124943058913,08:00,08:00,0.0,0.0,0.0,0.03154124943058913,0.995,True,,WAIT
dqn,74,1,OCCUPIED_TRIP,132,239,0.03154124943058913,61.70800099951601,61.67645975008542,08:00,09:02,78.3748753487462,7.0224564021923666,20.06416114912105,0.0,0.9950000000000001,True,,WAIT
dqn,74,2,WAIT_NO_PICKUP,239,239,61.70800099951601,66.708000999516,4.999999999999993,09:02,09:07,0.0,0.0,0.0,5.0,0.995,True,,WAIT
dqn,74,3,WAIT_FOR_PICKUP,239,239,66.708000999516,70.74667958019813,4.038678580682131,09:07,09:11,0.0,0.0,0.0,4.038678580682125,0.9950000000000001,True,,WAIT
dqn,74,4,OCCUPIED_TRIP,239,68,70.74667958019813,97.68785597125225,26.941176391054114,09:11,09:38,25.2869675669206,0.9438512474846996,2.696717849956285,0.0,0.995,True,,WAIT
dqn,74,5,EMPTY_REPOSITION,68,186,97.68785597125225,106.43127905653361,8.743423085281364,09:38,09:46,0.0,0.30584013328396886,0.8738289522399111,0.0,0.99,True,68|186,186
dqn,74,6,WAIT_FOR_PICKUP,186,186,106.43127905653361,110.35681760768232,3.925538551148705,09:46,09:50,0.0,0.0,0.0,3.925538551148711,0.995,True,,WAIT
dqn,74,7,OCCUPIED_TRIP,186,90,110.35681760768232,111.35681760768232,1.0,09:50,09:51,7.676632776953438,0.2879456821004274,0.8227019488583641,0.0,0.9949999999999999,True,,WAIT
dqn,74,8,WAIT_FOR_PICKUP,90,90,111.35681760768232,113.83609721135605,2.4792796036737315,09:51,09:54,0.0,0.0,0.0,2.4792796036737372,0.995,True,,WAIT
dqn,74,9,UNFINISHED_TRIP,90,163,113.83609721135605,120.0,6.163902788643952,09:54,10:00,0.0,0.0,1.4937818243082697,0.0,0.9925174012774517,False,,WAIT
