origin,destination,edge_source,trip_count,avg_distance_miles,avg_duration_min,avg_driver_income,travel_time_cost,distance_cost,edge_income_score,edge_time_score,edge_distance_score,edge_utility_proxy
3,81,historical_od,52,1.2432692307692308,7.915384615384616,7.706730769230769,7.915384615384616,1.2432692307692308,0.06109746713913347,0.04753162305618285,0.02284755427911442,0.03390452246917488
3,87,historical_od,10,17.054,64.19666666666667,38.9445,64.19666666666667,17.054,0.3087444443368662,0.49260043079425814,0.4524706460564302,-0.005426367968727391
3,88,historical_od,15,17.434,41.824444444444445,37.91153333333333,41.824444444444445,17.434,0.3005552849043788,0.31568231684967896,0.46279634050143936,0.07329467540432345
3,90,historical_od,9,15.23777777777778,40.762962962962966,38.373999999999995,40.762962962962966,15.23777777777778,0.304221630961571,0.30728818863901486,0.4031186573435303,0.09010973804053404
3,92,historical_od,6,8.208333333333334,16.5,21.623,16.5,8.208333333333334,0.17142295112008266,0.1154182168732772,0.21210840615537283,0.08189758176013814
3,94,historical_od,14,3.8757142857142854,21.809523809523807,16.7635,21.809523809523807,3.8757142857142854,0.13289777741763426,0.15740559430026058,0.09437866817552949,0.04003818004117454
3,97,historical_od,6,17.746666666666666,45.36111111111111,41.08183333333333,45.36111111111111,17.746666666666666,0.3256888085567859,0.3436500524685314,0.4712923943518064,0.08316992316974922
3,100,historical_od,41,13.487804878048781,59.232520325203254,33.51480487804878,59.232520325203254,13.487804878048781,0.265698874273175,0.45334427647248354,0.3555668535286668,-0.01430829199236678
3,116,historical_od,22,8.789090909090909,38.45909090909091,25.437045454545455,38.45909090909091,8.789090909090909,0.20165996390851712,0.2890693146044183,0.22788926213931213,0.022941917285411145
3,119,historical_od,17,8.487647058823528,28.184313725490195,21.825176470588232,28.184313725490195,8.487647058823528,0.17302576697520344,0.20781702851198772,0.21969816453355406,0.036162528039176474
3,126,historical_od,26,6.0407692307692304,20.309615384615384,17.501615384615384,20.309615384615384,6.0407692307692304,0.1387494130601401,0.14554441363664278,0.15320944664735384,0.04299578924471564
3,127,historical_od,10,5.506,25.456666666666667,19.5062,25.456666666666667,5.506,0.15464137118524515,0.1862469686243203,0.13867822644862854,0.040716152905790726
3,129,historical_od,5,11.412,25.236666666666668,26.053999999999995,25.236666666666668,11.412,0.20655105991225234,0.18450722258205426,0.2991612564281641,0.0694232601570006
3,130,historical_od,6,13.406666666666666,40.93055555555555,30.468666666666664,40.93055555555555,13.406666666666666,0.24154968120492487,0.30861350022845147,0.3533620946377556,0.0342386168950358
3,136,historical_od,14,3.8242857142857143,19.007142857142856,15.5655,19.007142857142856,3.8242857142857143,0.123400265719819,0.13524454352377652,0.09298120576943805,0.04183081309251504
3,137,historical_od,16,14.0825,60.503125,32.454625,60.503125,14.0825,0.25729397377771873,0.46339213762822157,0.37172643278447126,-0.030161059954062742
3,140,historical_od,13,11.943076923076923,44.15128205128205,31.277076923076923,44.15128205128205,11.943076923076923,0.24795860096025898,0.33408280102009486,0.31359214599260593,0.03387837855132067
3,141,historical_od,6,10.418333333333333,56.20277777777778,30.36133333333333,56.20277777777778,10.418333333333333,0.24069876335108611,0.42938526462717225,0.27216047121713605,-0.014817939645070416
3,142,historical_od,20,13.5695,56.73416666666667,33.7575,56.73416666666667,13.5695,0.26762291413939737,0.4335874542469385,0.35778674528370896,-0.0028388247766282237
3,143,historical_od,10,11.75,66.205,33.949999999999996,66.205,11.75,0.26914901681204295,0.5084822033770655,0.3083456899081985,-0.03134393836271958
3,147,historical_od,18,6.055,23.310185185185183,17.00611111111111,23.310185185185183,6.055,0.13482115126220665,0.16927272925066233,0.15359613763365476,0.027145365991827264
3,148,historical_od,5,16.052,35.88333333333333,38.053399999999996,35.88333333333333,16.052,0.30167997632858307,0.26870038711232286,0.42524342017774847,0.10354326974575936
3,152,historical_od,9,11.056666666666667,31.166666666666668,24.039555555555555,31.166666666666668,11.056666666666667,0.190580934974264,0.23140128635767976,0.28950582635941,0.03145441784151263
3,159,historical_od,30,7.787999999999999,26.12388888888889,21.155866666666665,26.12388888888889,7.787999999999999,0.1677196086344626,0.1915233196262433,0.20068673887891977,0.041854937989502995
3,161,historical_od,9,13.823333333333332,39.28703703703704,33.19166666666666,39.28703703703704,13.823333333333332,0.26313709719253,0.2956166600557991,0.36468412802044087,0.06062614796156429
3,162,historical_od,6,12.366666666666667,46.64722222222222,32.074,46.64722222222222,12.366666666666667,0.25427645258407855,0.3538205375388493,0.3251022993145729,0.028600838917467973
3,164,historical_od,5,12.52,60.65333333333333,32.97,60.65333333333333,12.52,0.2613797668422108,0.46457997559836717,0.3292688075994011,-0.02030054209688293
3,166,historical_od,13,10.487692307692308,39.73589743589744,27.30484615384615,39.73589743589744,10.487692307692308,0.21646752567045022,0.29916621961237794,0.27404515431253074,0.025777642717381637
3,167,historical_od,23,6.362608695652174,25.558695652173913,19.67182608695652,25.558695652173913,6.362608695652174,0.15595442268635779,0.18705380736855962,0.16195475184400251,0.0381343062254776
3,168,historical_od,34,7.8020588235294115,22.79313725490196,21.475176470588234,22.79313725490196,7.8020588235294115,0.17025103484312054,0.1651839470216983,0.20106875760529086,0.05749874769147776
3,169,historical_od,30,4.592,21.207222222222224,18.403233333333333,21.207222222222224,4.592,0.14589726532634117,0.1526426315604493,0.11384221402036988,0.052499617443061045
3,170,historical_od,8,13.73875,50.15625,34.986875,50.15625,13.73875,0.2773691607533386,0.38156970657789696,0.3623857552437558,0.03222644417782677
3,174,historical_od,39,2.357179487179487,14.442735042735043,10.643948717948717,14.442735042735043,2.357179487179487,0.0843831614855288,0.09914949611284848,0.05311570413925653,0.026841057808216075
3,182,historical_od,28,3.4932142857142856,16.914285714285715,12.78925,16.914285714285715,3.4932142857142856,0.10139069405783271,0.11869436201780416,0.08398504153022432,0.029445756819396988
3,183,historical_od,20,2.261,9.7575,9.057649999999999,9.7575,2.261,0.0718072928461738,0.06209895464610101,0.05050223046427483,0.03318248095348207
3,184,spatial_adjacency,0,2.0890392477402733,10.445196238701365,0.0,10.445196238701365,2.0890392477402733,0.0,0.06753721287138256,0.04582956155804367,-0.040643040669397834
3,185,historical_od,38,1.982894736842105,9.68640350877193,7.553921052631578,9.68640350877193,1.982894736842105,0.05988602133701273,0.06153672810413266,0.04294530948817678,0.022675860861719882
3,188,historical_od,7,18.04285714285714,99.35952380952381,39.85,99.35952380952381,18.04285714285714,0.31592307275286935,0.7706660741990391,0.4793407426535553,-0.1413110757446835
3,198,historical_od,7,14.804285714285713,33.54047619047619,33.952999999999996,33.54047619047619,14.804285714285713,0.269172800230318,0.2501732214674118,0.39133942946996303,0.08538527507611764
3,200,historical_od,15,7.6033333333333335,25.438888888888886,20.7284,25.438888888888886,7.6033333333333335,0.16433073579047872,0.1861063830855513,0.19566881368371364,0.041927222195146024
3,208,historical_od,28,4.025714285714286,12.073214285714286,12.169749999999999,12.073214285714286,4.025714285714286,0.09647941818404594,0.08041147629878444,0.09845460019329624,0.041505490005659285
3,212,historical_od,21,4.45952380952381,14.237301587301587,14.029,14.237301587301587,4.45952380952381,0.111219191659975,0.09752494138085124,0.1102424543780121,0.045920352812847565
3,213,historical_od,36,4.768888888888889,19.207870370370372,14.163527777777777,19.207870370370372,4.768888888888889,0.11228570179613988,0.13683188396337415,0.11864879459243259,0.026072440625587917
3,220,historical_od,23,5.299130434782609,24.042753623188407,17.997,24.042753623188407,5.299130434782609,0.1426767262317036,0.17506583398114017,0.13305698455282156,0.035185261558210286
3,226,historical_od,6,12.090000000000002,33.125,30.105833333333333,33.125,12.090000000000002,0.23867320889466562,0.2468876621126994,0.3175844691484698,0.06759170746604545
3,229,historical_od,21,10.997142857142856,54.791269841269845,31.618666666666666,54.791269841269845,10.997142857142856,0.2506666582103402,0.4182231494173232,0.28788839301902636,-0.0016281754511753704
3,230,historical_od,9,14.187777777777777,47.68703703703704,33.17066666666667,47.68703703703704,14.187777777777777,0.262970613264605,0.3620433271241387,0.37458713321916304,0.025760879719661206
3,231,historical_od,75,15.497333333333332,68.76644444444445,36.48484,68.76644444444445,15.497333333333332,0.2892447368054403,0.5287379435348226,0.41017152933871764,-0.03664996436277868
3,233,historical_od,6,13.798333333333332,57.861111111111114,31.2025,57.861111111111114,13.798333333333332,0.2473673695751921,0.4424992594154655,0.3640048060174798,-0.028482981035162613
3,234,historical_od,8,12.68,65.46458333333334,33.166875,65.46458333333334,12.68,0.2629405536665074,0.5026270353522422,0.3336164684183523,-0.03841543427236651
3,235,historical_od,11,5.752727272727273,19.60909090909091,17.71381818181818,19.60909090909091,5.752727272727273,0.14043171568847287,0.14000471052844188,0.14538251705239758,0.0486219828663923
3,237,historical_od,8,12.5025,53.93958333333333,40.014624999999995,53.93958333333333,12.5025,0.3172281878307097,0.41148806654716896,0.32879328219732823,0.062165162227526
3,240,historical_od,6,3.1016666666666666,15.02222222222222,12.177666666666665,15.02222222222222,3.1016666666666666,0.09654217998227163,0.10373204396310633,0.07334556501718084,0.03367432324814134
3,241,historical_od,27,3.5251851851851854,18.49506172839506,14.53225925925926,18.49506172839506,3.5251851851851854,0.1152089334812176,0.1311950384462397,0.08485378294882594,0.03688334681577387
3,242,historical_od,59,2.43271186440678,13.075706214689266,10.03622033898305,13.075706214689266,2.43271186440678,0.07956520874068679,0.08833911887077475,0.05516813637071492,0.027120428849692173
3,243,historical_od,16,7.219375,28.022916666666667,22.3461875,28.022916666666667,7.219375,0.17715624138799896,0.20654071081052586,0.18523555992156907,0.046100551994500666
3,244,historical_od,41,8.068048780487805,33.111382113821136,23.936073170731706,33.111382113821136,8.068048780487805,0.18976054669347744,0.24677997273277347,0.2082964708184316,0.03512608970432597
3,246,historical_od,7,14.521428571428572,52.740476190476194,33.916,52.740476190476194,14.521428571428572,0.26887947140492635,0.4020056033379024,0.3836533862364601,0.01032866180050613
3,247,historical_od,38,7.487368421052631,25.097368421052632,20.572447368421052,25.097368421052632,7.487368421052631,0.16309437356783585,0.18340566089341054,0.19251771302436413,0.042513886167475964
3,248,historical_od,21,3.523333333333333,16.11031746031746,13.875999999999998,16.11031746031746,3.523333333333333,0.11000623732795016,0.11233663207258231,0.08480346280045843,0.04111740187159024
3,250,historical_od,18,3.7577777777777777,14.703703703703704,12.187,14.703703703703704,3.7577777777777777,0.09661617283912718,0.10121321972682891,0.09117399358378274,0.03233346393814532
3,254,historical_od,52,1.8659615384615384,11.022435897435896,8.623192307692307,11.022435897435896,1.8659615384615384,0.06836299650652597,0.07210198747012074,0.0397678977067153,0.026346818115458304
3,259,historical_od,26,3.1015384615384614,14.700641025641024,11.42776923076923,14.700641025641024,3.1015384615384614,0.0905971385218396,0.10118900026301854,0.07334208131460154,0.02900132619314011
3,261,historical_od,7,15.078571428571427,78.5047619047619,40.225,78.5047619047619,15.078571428571427,0.3188960000372439,0.6057479401708116,0.39879256230245075,-0.04379685439352951
3,262,historical_od,5,8.331999999999999,45.04,26.865999999999996,45.04,8.331999999999999,0.2129884384586847,0.3411107261745169,0.21546878566335378,0.010112757521923199
4,1,historical_od,20,13.9585,38.76583333333333,73.36875,38.76583333333333,13.9585,0.5816532231878816,0.2914950142342858,0.3683569956497841,0.38065216672327107
4,3,historical_od,7,13.711428571428572,64.45238095238095,33.699,64.45238095238095,13.711428571428572,0.26715913748303494,0.4946226031420868,0.36164335334051967,-0.034398667089086406
4,4,historical_od,642,0.6188317757009346,4.891510903426791,7.22246261682243,4.891510903426791,0.6188317757009346,0.05725828313047105,0.023619021589405858,0.005879790171076785,0.0445668038101066
4,7,historical_od,88,7.31,25.157007575757575,25.486681818181818,25.157007575757575,7.31,0.20205347137452162,0.18387728354505606,0.18769810218230312,0.08196011427464812
4,12,historical_od,8,3.3925,9.272916666666667,11.232375,9.272916666666667,3.3925,0.08904809094887102,0.05826690039012487,0.08124834431829524,0.0477273891060643
4,13,historical_od,543,4.0340699815837935,13.864180478821362,14.666843462246776,13.864180478821362,4.0340699815837935,0.11627589094550399,0.09457432332737675,0.09868164851546456,0.054186482004495926
4,14,historical_od,36,10.949722222222222,25.877314814814817,30.330416666666665,25.877314814814817,10.949722222222222,0.24045366201275215,0.1895734274921716,0.2865998377911874,0.10267697259798823
4,17,historical_od,80,4.600875,23.414166666666667,20.353375,23.414166666666667,4.600875,0.16135761031095186,0.1700950082091913,0.1140833733314211,0.05919760020664305
4,18,historical_od,31,13.146774193548387,56.19569892473118,33.602709677419355,56.19569892473118,13.146774193548387,0.26639576647711166,0.4293292855063922,0.34630006762202636,-0.00021388641938839548
4,20,historical_od,10,13.093,38.97,34.281099999999995,38.97,13.093,0.2717739134089934,0.29310955128108573,0.34483886790727003,0.07349330758236
4,22,historical_od,5,11.794,26.426666666666666,38.562999999999995,26.426666666666666,11.794,0.3057199863128958,0.19391766708340238,0.3095412966334101,0.1623299582761831
4,24,historical_od,129,7.094573643410853,27.223643410852713,24.201170542635655,27.223643410852713,7.094573643410853,0.1918621872533421,0.2002201086128376,0.18184434762035287,0.06447548080387036
4,25,historical_od,126,4.713174603174603,18.777645502645505,19.362444444444442,18.777645502645505,4.713174603174603,0.15350170501620106,0.13342969300469792,0.11713487698583351,0.06921662696597707
4,26,historical_od,10,8.623999999999999,34.915,26.5839,34.915,8.623999999999999,0.2107520043602259,0.26104286854750036,0.22340326665793972,0.04672008008778476
4,28,historical_od,5,14.069999999999999,27.883333333333333,34.361599999999996,27.883333333333333,14.069999999999999,0.2724121017993725,0.2054368946662851,0.3713867717829906,0.11398563869878132
4,29,historical_od,9,15.971111111111112,41.62777777777777,39.81444444444444,41.62777777777777,15.971111111111112,0.31564119520294337,0.31412708932704714,0.42304543609705647,0.09512083512486133
4,31,historical_od,5,12.732000000000001,47.086666666666666,35.169399999999996,47.086666666666666,12.732000000000001,0.27881618356021987,0.3572956363252949,0.3350294581845114,0.049913946669895716
4,32,historical_od,8,13.7325,37.2,33.374249999999996,37.2,13.7325,0.26458458245476657,0.2791125035773999,0.3622159247430155,0.07069594195461429
4,33,historical_od,137,4.31007299270073,15.646593673965938,17.258678832116786,15.646593673965938,4.31007299270073,0.13682345917935348,0.10866953379072011,0.10618144524887489,0.06656147549666219
4,34,historical_od,12,4.205,21.197222222222223,19.112333333333332,21.197222222222223,4.205,0.15151887262594116,0.15256355219489173,0.10332630941453172,0.05973815011631554
4,35,historical_od,15,7.752,39.367777777777775,30.063599999999997,39.367777777777775,7.752,0.23833839121739425,0.29625515271104147,0.19970851519465577,0.060254537582675155
4,36,historical_od,95,5.804315789473684,27.433508771929827,22.993010526315786,27.433508771929827,5.804315789473684,0.18228412891625476,0.20187971057348597,0.14678432563343619,0.059326624784496344
4,37,historical_od,152,4.819539473684211,25.749013157894737,21.530848684210525,25.749013157894737,4.819539473684211,0.17069239335741185,0.18855882612924937,0.120025116861005,0.058409212763636406
4,40,historical_od,42,5.745,18.03174603174603,22.02133333333333,18.03174603174603,5.745,0.17458086054659602,0.12753116731185388,0.14517254479693686,0.08903939517112855
4,41,historical_od,312,7.5484935897435905,26.831891025641024,24.00683653846154,26.831891025641024,7.5484935897435905,0.19032154495123277,0.19712215560501797,0.1941786599054233,0.06263366816291029
4,42,historical_od,462,8.206536796536797,24.869372294372294,23.65984848484848,24.869372294372294,8.206536796536797,0.18757069094606402,0.1816026819886646,0.21205958907637215,0.0649604115902759
4,43,historical_od,110,4.799545454545455,23.103636363636365,20.12538181818182,23.103636363636365,4.799545454545455,0.15955012457527548,0.16763935427418838,0.1194818217758617,0.057808174171802035
4,45,historical_od,625,1.931136,11.16104,9.7868512,11.16104,1.931136,0.07758825856158359,0.07319805991956499,0.041538875536884116,0.03475839727126848
4,47,historical_od,6,10.226666666666667,48.94722222222222,28.5355,48.94722222222222,10.226666666666667,0.22622391072872025,0.37200879161708517,0.2669523358611008,0.0001766645410125542
4,48,historical_od,1126,3.8160479573712256,22.338898756660743,18.036451154529306,22.338898756660743,3.8160479573712256,0.1429894873349043,0.1615918577964255,0.09275736218835576,0.04827995410843819
4,49,historical_od,107,5.249719626168225,22.553271028037383,21.256252336448597,22.553271028037383,5.249719626168225,0.16851544675887575,0.16328710011778497,0.13171435057378744,0.06711474411391516
4,50,historical_od,461,4.206637744034707,23.761496746203903,19.188412147505424,23.761496746203903,4.206637744034707,0.15212201071238138,0.172841672442077,0.10337081163685152,0.05019555274581516
4,51,historical_od,15,13.762,45.78888888888889,35.62673333333333,45.78888888888889,13.762,0.2824418335461415,0.34703289199515985,0.36301752470650966,0.05447275884258512
4,52,historical_od,31,4.953548387096775,16.515591397849462,19.444870967741934,16.515591397849462,4.953548387096775,0.15415516650971373,0.11554151265828629,0.12366652499996766,0.07783443143057545
4,54,historical_od,9,5.56,16.477777777777778,20.806333333333335,16.477777777777778,5.56,0.16494857614522251,0.11524248494981598,0.14014556197502454,0.08630549937406085
4,55,historical_od,10,14.068000000000001,44.83333333333333,34.868399999999994,44.83333333333333,14.068000000000001,0.2764299139266285,0.33947641928632755,0.37133242602275385,0.050991840380051674
4,56,historical_od,18,9.743888888888888,40.78611111111111,26.030666666666665,40.78611111111111,9.743888888888888,0.2063660777701135,0.3074712427259536,0.2538338731816959,0.01455537542988232
4,60,historical_od,6,11.214999999999998,45.28611111111112,26.895166666666665,45.28611111111112,11.214999999999998,0.2132196661363583,0.3430569572268499,0.2938081990448304,-0.0023800423337912366
4,61,historical_od,113,6.042389380530973,29.48362831858407,25.4150796460177,29.48362831858407,6.042389380530973,0.2014858232378624,0.21809192588014034,0.1532534707826036,0.0694518396804017
4,62,historical_od,30,6.543666666666667,34.30111111111111,25.308966666666663,34.30111111111111,6.543666666666667,0.20064458011375852,0.2561882741618843,0.1668746183848682,0.04751925027508615
4,63,historical_od,5,12.312000000000001,43.39333333333333,34.2496,43.39333333333333,12.312000000000001,0.271524187517106,0.32808899064604075,0.3236168485347646,0.05893716491387094
4,65,historical_od,123,3.903821138211382,15.569783197831978,16.145243902439024,15.569783197831978,3.903821138211382,0.127996362961181,0.10806212141863544,0.09514241230893991,0.05969394040552229
4,66,historical_od,107,4.010747663551402,16.348598130841122,16.20022429906542,16.348598130841122,4.010747663551402,0.12843223688447794,0.11422094049754612,0.09804791396348612,0.05661457954118197
4,67,historical_od,7,10.637142857142859,24.252380952380953,32.171,24.252380952380953,10.637142857142859,0.2550454497749701,0.17672355360074712,0.2781061561763863,0.12496774954813863
4,68,historical_od,1660,2.6295481927710846,17.963182730923695,14.081613253012048,17.963182730923695,2.6295481927710846,0.11163629932770625,0.1269889730788977,0.06051674632431303,0.03906430083961044
4,69,historical_od,27,8.881481481481481,40.74938271604938,26.146814814814814,40.74938271604938,8.881481481481481,0.20728687776653806,0.30718079690801076,0.23039978008695558,0.01913651229948935
4,70,historical_od,13,10.037692307692309,30.43846153846154,27.052846153846154,30.43846153846154,10.037692307692309,0.21446971853535055,0.22564268640425836,0.2618173582592305,0.06237577159433679
4,71,historical_od,8,9.35,37.59791666666667,30.20675,37.59791666666667,9.35,0.23947325665941618,0.2822592033318773,0.2431307776239307,0.06187403834988792
4,72,historical_od,13,8.134615384615385,36.705128205128204,28.345692307692307,36.705128205128204,8.134615384615385,0.22471915214939836,0.27519908882032124,0.21010527717228233,0.055603816163395395
4,74,historical_od,608,6.832286184210526,21.823218201754386,20.091980263157893,21.823218201754386,6.832286184210526,0.15928532352388572,0.15751388868518962,0.17471724193493088,0.05432079289105128
4,75,historical_od,700,5.661757142857143,21.591119047619046,18.96031,21.591119047619046,5.661757142857143,0.15031366111786587,0.155678463299643,0.14291059661907718,0.0510378399751828
4,76,historical_od,19,15.414736842105263,63.59473684210526,36.6438947368421,63.59473684210526,15.414736842105263,0.29050569191708536,0.48784040793060995,0.4079271447843732,-0.014603583765875588
4,77,historical_od,7,8.468571428571428,38.404761904761905,25.23,38.404761904761905,8.468571428571428,0.20001854769272,0.2886396842850472,0.21917982471952996,0.022821731842266914
4,78,historical_od,12,11.596666666666666,53.855555555555554,27.2475,53.855555555555554,11.596666666666666,0.21601289648265512,0.4108235802115813,0.3041791816233702,-0.03502577086664105
4,79,historical_od,3422,0.7579777907656342,5.926329631794273,6.636067504383401,5.926329631794273,0.7579777907656342,0.05260945638595406,0.031802302440042673,0.009660788157389195,0.03525918694232434
4,80,historical_od,199,3.8791959798994977,18.00644891122278,16.92353768844221,18.00644891122278,3.8791959798994977,0.13416652517896246,0.1273311192877127,0.09447327583423336,0.05632997415997111
4,82,historical_od,20,7.881,24.313333333333333,24.7639,24.313333333333333,7.881,0.19632339727339473,0.17720556116224073,0.2032138167299352,0.07723854418278409
4,85,historical_od,11,9.136363636363637,33.809090909090905,29.887454545454545,33.809090909090905,9.136363636363637,0.23694194420982964,0.25229740962015884,0.23732566232589936,0.07519439005086531
4,87,historical_od,1513,2.9869662921348312,11.459120951751489,11.9186404494382,11.459120951751489,2.9869662921348312,0.09448867035942674,0.07555526517449475,0.07022882549048655,0.04617671394860638
4,88,historical_od,526,3.150190114068441,10.205544993662865,11.57982319391635,10.205544993662865,3.150190114068441,0.09180259285713924,0.06564206603011048,0.07466408683636293,0.047781946816629554
4,89,historical_od,60,8.850166666666667,33.42138888888889,28.5677,33.42138888888889,8.850166666666667,0.2264791860848719,0.2492314866418634,0.22954886637806138,0.06743111280723099
4,90,historical_od,1485,2.096814814814815,14.607867564534232,12.006046464646465,14.607867564534232,2.096814814814815,0.09518160829924302,0.10045535361852825,0.04604084611001311,0.03804780457347692
4,91,historical_od,7,10.15,57.7547619047619,31.879,57.7547619047619,10.15,0.2527305303962038,0.441658256638901,0.2648690817186866,-0.007828960181049699
4,92,historical_od,8,11.385,51.208333333333336,29.12175,51.208333333333336,11.385,0.23087158704995914,0.38988951482926393,0.2984275886649661,-0.008837308664417738
4,93,historical_od,9,11.485555555555557,29.909259259259258,33.39544444444444,29.909259259259258,11.485555555555557,0.2647526079005427,0.22145778835516594,0.3011599727213209,0.10884971781476163
4,94,historical_od,10,12.120999999999999,36.315,32.7222,36.315,12.120999999999999,0.25941525649269614,0.27211397972555695,0.31842682843214154,0.07559424236509643
4,95,historical_od,15,9.46,34.94222222222222,30.6222,34.94222222222222,9.46,0.2427668637001986,0.2612581401537403,0.24611979443695972,0.07521982445778447
4,97,historical_od,102,4.507941176470588,20.369771241830065,19.603980392156863,20.369771241830065,4.507941176470588,0.15541655517383177,0.1460201223389535,0.11155809368570767,0.06567277995149887
4,98,historical_od,8,12.95875,37.16875,36.68875,37.16875,12.95875,0.29086129574559183,0.27886538056003257,0.34119090875136876,0.10024996915287024
4,100,historical_od,570,3.031333333333333,20.447046783625733,16.04797894736842,20.447046783625733,3.031333333333333,0.1272252652578667,0.14663121242078522,0.07143440578218353,0.04319449818014656
