algorithm,scenario_id,start_zone,start_time,horizon_minutes,gross_revenue_2h,operating_cost_2h,net_earnings_2h,completed_trips,waiting_minutes,empty_minutes,occupied_minutes,unfinished_occupied_minutes,terminal_unused_minutes,accounted_minutes,time_accounting_error,empty_miles,occupied_miles,unfinished_trip_at_horizon,end_zone,wait_decisions,reposition_decisions,first_action
wait_only,10,132,08:00,120,113.27999699264677,8.038851268556476,105.2411457240903,3,52.07048737422548,0.0,67.92951262577452,0.0,0.0,120.0,0.0,0.0,22.968146481589933,0,74,13,0,WAIT
wait_only,11,132,08:00,120,108.64797928307313,5.987223390167144,102.66075589290598,3,31.760461204347138,0.0,88.23953879565288,0.0,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,17.1063525433347,0,90,9,0,WAIT
wait_only,12,132,08:00,120,91.55712987807945,7.850873840094106,83.70625603798534,2,25.805115414537116,0.0,94.19488458546287,0.0,0.0,119.99999999999999,1.4210854715202004e-14,0.0,22.43106811455459,0,246,7,0,WAIT
wait_only,13,132,08:00,120,86.78065547385339,6.168241278326757,80.61241419552663,1,1.7719821567352316,0.0,118.22801784326477,0.0,0.0,120.0,0.0,0.0,17.623546509505022,0,230,2,0,WAIT
wait_only,14,132,08:00,120,114.20242693830417,7.148685002240423,107.05374193606374,3,52.704263207849245,0.0,59.55247488265718,7.743261909493569,0.0,119.99999999999999,1.4210854715202004e-14,0.0,20.424814292115496,1,50,13,0,WAIT
wait_only,15,132,08:00,120,87.71553291988536,7.060116884027225,80.65541603585814,2,11.513703155418654,0.0,108.48629684458135,0.0,0.0,120.0,0.0,0.0,20.171762525792072,0,233,5,0,WAIT
wait_only,16,132,08:00,120,150.16445652418685,7.329091160553465,142.83536536363337,6,33.80061611057403,0.0,86.19938388942596,0.0,0.0,120.0,0.0,0.0,20.94026045872419,0,234,10,0,WAIT
wait_only,17,132,08:00,120,111.93379710904505,8.20247093913734,103.7313261699077,3,33.5725359705573,0.0,86.42746402944269,0.0,0.0,119.99999999999999,1.4210854715202004e-14,0.0,23.435631254678118,0,237,9,0,WAIT
wait_only,18,132,08:00,120,122.85734408136916,7.289981480267253,115.5673626011019,4,42.2856970601065,0.0,74.29124553896955,3.423057400923952,0.0,120.0,0.0,0.0,20.828518515049296,1,163,11,0,WAIT
wait_only,19,132,08:00,120,99.52179590941783,6.893076223426303,92.62871968599153,3,47.386022825765345,0.0,72.61397717423465,0.0,0.0,120.0,0.0,0.0,19.694503495503724,0,234,12,0,WAIT
wait_only,20,132,08:00,120,152.70424076070577,7.524365296388377,145.1798754643174,6,39.87347430107403,0.0,73.03258437593341,7.093941322992563,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,21.498186561109648,1,163,12,0,WAIT
wait_only,21,132,08:00,120,97.84588464066243,6.483873388654102,91.36201125200833,1,12.138447358636153,0.0,94.64758421676653,13.213968424597326,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,18.52535253901172,1,161,3,0,WAIT
wait_only,22,132,08:00,120,107.12714168836685,9.514593168663467,97.61254851970338,3,22.829363367014288,0.0,94.8290385887884,2.3415980441972977,0.0,120.0,0.0,0.0,27.18455191046705,1,163,8,0,WAIT
wait_only,23,132,08:00,120,88.70645315702399,6.0812197867476225,82.62523337027636,1,41.439003007586926,0.0,70.55593723795657,8.005059754456497,0.0,119.99999999999999,1.4210854715202004e-14,0.0,17.37491367642178,1,230,10,0,WAIT
wait_only,24,132,08:00,120,107.59439824994396,7.503061829126742,100.09133642081723,2,25.97317550556593,0.0,94.02682449443407,0.0,0.0,120.0,0.0,0.0,21.43731951179069,0,234,7,0,WAIT
wait_only,25,132,08:00,120,112.15163224746584,7.385267711265396,104.76636453620044,2,29.79187597352423,0.0,90.20812402647577,0.0,0.0,120.0,0.0,0.0,21.100764889329703,0,162,8,0,WAIT
wait_only,26,132,08:00,120,119.35439719870011,7.533142328958617,111.8212548697415,5,29.08275339167182,0.0,84.16088155671724,6.756365051610928,0.0,119.99999999999999,1.4210854715202004e-14,0.0,21.523263797024622,1,170,10,0,WAIT
wait_only,27,132,08:00,120,117.87143474822207,6.477156873206589,111.39427787501549,2,36.136806096171604,0.0,75.51518673451275,8.34800716931565,0.0,120.0,0.0,0.0,18.50616249487597,1,230,9,0,WAIT
wait_only,28,132,08:00,120,137.78756966607554,10.43369460054593,127.3538750655296,4,18.590830387115382,0.0,101.4091696128846,0.0,0.0,119.99999999999997,2.842170943040401e-14,0.0,29.810556001559803,0,163,8,0,WAIT
wait_only,29,132,08:00,120,64.42036340910059,6.602891311677538,57.81747209742305,1,14.467854743379446,0.0,87.47372302060097,18.05842223601958,0.0,120.0,0.0,0.0,18.86540374765011,1,230,4,0,WAIT
wait_only,30,132,08:00,120,116.18517863299788,7.072418560412151,109.11276007258573,3,30.117127684089933,0.0,89.88287231591008,0.0,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,20.206910172606147,0,237,9,0,WAIT
wait_only,31,132,08:00,120,103.86488370127778,6.998091437715846,96.86679226356193,3,4.030348150176106,0.0,108.0847957792441,7.884856070579801,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,19.99454696490242,1,238,4,0,WAIT
wait_only,32,132,08:00,120,97.46403828419372,7.104836874953706,90.35920140924001,2,12.93335328160818,0.0,97.95494528571632,9.111701432675503,0.0,120.0,0.0,0.0,20.29953392843916,1,246,4,0,WAIT
wait_only,33,132,08:00,120,84.36105572485232,6.471344792992116,77.88971093186021,2,10.392402202597177,0.0,80.84415198026193,28.76344581714089,0.0,120.0,0.0,0.0,18.489556551406046,1,137,4,0,WAIT
wait_only,34,132,08:00,120,119.80888263908318,6.988121434254918,112.82076120482826,3,23.753470996249835,0.0,96.24652900375017,0.0,0.0,120.0,0.0,0.0,19.966061240728333,0,48,7,0,WAIT
wait_only,35,132,08:00,120,103.89226038033358,7.3240400958457545,96.56822028448782,2,38.515946830002875,0.0,81.48405316999713,0.0,0.0,120.0,0.0,0.0,20.925828845273585,0,246,10,0,WAIT
wait_only,36,132,08:00,120,78.69441080118202,6.965958302264081,71.72845249891793,4,40.037516493656916,0.0,71.43743246367885,8.525051042664245,0.0,120.0,0.0,0.0,19.902738006468805,1,161,11,0,WAIT
wait_only,37,132,08:00,120,130.77685608301258,7.711766095827583,123.06508998718499,3,21.499089242140784,0.0,98.50091075785922,0.0,0.0,120.0,0.0,0.0,22.033617416650237,0,162,6,0,WAIT
wait_only,38,132,08:00,120,119.81237122295906,6.583244410363928,113.22912681259513,3,65.02945146277864,0.0,54.97054853722135,0.0,0.0,119.99999999999999,1.4210854715202004e-14,0.0,18.80926974389694,0,161,15,0,WAIT
wait_only,39,132,08:00,120,86.36401828608913,7.084088468942118,79.27992981714702,2,42.413294759123694,0.0,77.43450297610588,0.1522022647704233,0.0,119.99999999999999,1.4210854715202004e-14,0.0,20.24025276840605,1,239,11,0,WAIT
wait_only,40,132,08:00,120,83.11137520253025,4.470247555738455,78.6411276467918,5,50.995053745602206,0.0,65.82233874033693,3.1826075140608623,0.0,120.0,0.0,0.0,12.772135873538444,1,95,14,0,WAIT
wait_only,41,132,08:00,120,118.97506067214587,7.270939352963997,111.70412131918188,3,5.307695131163556,0.0,96.30456650247034,18.387738366366108,0.0,120.0,0.0,0.0,20.774112437039992,1,143,4,0,WAIT
wait_only,42,132,08:00,120,82.80643002673611,7.560325225192904,75.24610480154321,2,25.61209056291245,0.0,94.38790943708756,0.0,0.0,120.0,0.0,0.0,21.60092921483687,0,161,6,0,WAIT
wait_only,43,132,08:00,120,106.17282682412312,7.859392312841806,98.31343451128132,4,36.73227980032452,0.0,83.26772019967547,0.0,0.0,119.99999999999999,1.4210854715202004e-14,0.0,22.45540660811945,0,246,11,0,WAIT
wait_only,44,132,08:00,120,63.76266378256946,3.3347959368649516,60.42786784570451,4,72.11526407353418,0.0,34.40543331720747,13.479302609258355,0.0,120.0,0.0,0.0,9.527988391042719,1,131,17,0,WAIT
wait_only,45,132,08:00,120,136.6277159482269,8.488062374807186,128.1396535734197,3,8.030946182258134,0.0,111.96905381774187,0.0,0.0,120.0,0.0,0.0,24.251606785163386,0,186,4,0,WAIT
wait_only,46,132,08:00,120,147.05475984096174,8.214798380336154,138.83996146062557,5,27.804241770275016,0.0,92.19575822972497,0.0,0.0,119.99999999999999,1.4210854715202004e-14,0.0,23.470852515246154,0,236,9,0,WAIT
wait_only,47,132,08:00,120,92.28836455900671,5.953645000079663,86.33471955892705,2,51.87545446716437,0.0,68.12454553283564,0.0,0.0,120.0,0.0,0.0,17.010414285941895,0,161,12,0,WAIT
wait_only,48,132,08:00,120,111.5121554308867,9.698305395646644,101.81385003524005,4,41.71560322865807,0.0,78.28439677134193,0.0,0.0,120.0,0.0,0.0,27.70944398756184,0,246,11,0,WAIT
wait_only,49,132,08:00,120,94.36547845378803,8.101922190859284,86.26355626292874,3,19.18846027953378,0.0,100.81153972046621,0.0,0.0,120.0,0.0,0.0,23.14834911674081,0,239,6,0,WAIT
wait_only,50,132,08:00,120,81.98006549460355,3.51931379519386,78.46075169940968,5,64.4087143041312,0.0,52.1833729171055,3.4079127787633325,0.0,120.00000000000003,-2.842170943040401e-14,0.0,10.055182271982456,1,216,16,0,WAIT
wait_only,51,132,08:00,120,88.12695622276638,5.498855153058762,82.62810106970763,1,37.87653198163255,0.0,69.4188533135015,12.704614704865946,0.0,120.0,0.0,0.0,15.711014723025034,1,68,9,0,WAIT
wait_only,52,132,08:00,120,101.97562202242428,8.170132397138344,93.80548962528593,4,49.29964244882656,0.0,70.70035755117343,0.0,0.0,119.99999999999999,1.4210854715202004e-14,0.0,23.343235420395274,0,170,13,0,WAIT
wait_only,53,132,08:00,120,124.17695195920373,7.37251707995671,116.80443487924703,2,36.99034794947602,0.0,83.00965205052398,0.0,0.0,120.0,0.0,0.0,21.06433451416203,0,100,9,0,WAIT
wait_only,54,132,08:00,120,74.84378714638196,7.201706842932573,67.64208030344938,1,40.38716196867592,0.0,79.12393668174846,0.48890134957562736,0.0,120.0,0.0,0.0,20.57630526552164,1,163,9,0,WAIT
wait_only,55,132,08:00,120,80.95363980727623,6.88826010909758,74.06537969817865,2,51.60087465899318,0.0,68.39912534100682,0.0,0.0,120.0,0.0,0.0,19.680743168850228,0,234,12,0,WAIT
wait_only,56,132,08:00,120,118.05902657646782,7.662183092099986,110.39684348436784,4,23.729442962684033,0.0,96.27055703731598,0.0,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,21.891951691714247,0,170,7,0,WAIT
wait_only,57,132,08:00,120,108.19665957003765,7.302811357271867,100.89384821276579,2,32.918388721213816,0.0,87.08161127878618,0.0,0.0,120.0,0.0,0.0,20.86517530649105,0,161,8,0,WAIT
wait_only,58,132,08:00,120,96.51519124385965,7.612271785067162,88.90291945879248,3,45.40672769564142,0.0,74.59327230435858,0.0,0.0,120.0,0.0,0.0,21.749347957334752,0,161,11,0,WAIT
wait_only,59,132,08:00,120,122.77149399070953,8.647054794459521,114.12443919625001,2,28.72929788224698,0.0,72.54277460393804,18.727927513814976,0.0,120.0,0.0,0.0,24.705870841312922,1,68,7,0,WAIT
wait_only,60,132,08:00,120,136.6666651435583,7.8639841625571885,128.80268098100112,4,35.72964458709328,0.0,84.27035541290672,0.0,0.0,120.0,0.0,0.0,22.468526178734823,0,162,10,0,WAIT
wait_only,61,132,08:00,120,73.45065968949424,6.372996010211656,67.0776636792826,1,25.590890680405575,0.0,91.31811505347821,3.090994266116212,0.0,120.0,0.0,0.0,18.208560029176162,1,164,6,0,WAIT
wait_only,62,132,08:00,120,145.99836102633913,7.549951795754271,138.44840923058484,3,32.552627502037716,0.0,87.44737249796229,0.0,0.0,120.0,0.0,0.0,21.571290845012204,0,137,9,0,WAIT
wait_only,63,132,08:00,120,119.15161810941929,6.495094487501534,112.65652362191776,4,39.84909770545111,0.0,80.15090229454889,0.0,0.0,120.0,0.0,0.0,18.557412821432955,0,50,11,0,WAIT
wait_only,64,132,08:00,120,87.16969844962344,6.256936241197614,80.91276220842582,1,31.799302383811668,0.0,81.84297540474816,6.357722211440176,0.0,120.0,0.0,0.0,17.87696068913604,1,162,8,0,WAIT
wait_only,65,132,08:00,120,86.64726175415686,5.660092122251569,80.98716963190529,3,31.529094386072686,0.0,88.4709056139273,0.0,0.0,119.99999999999999,1.4210854715202004e-14,0.0,16.17169177786163,0,162,8,0,WAIT
wait_only,66,132,08:00,120,113.06686413749262,7.498878778492538,105.56798535900008,4,22.699852732884068,0.0,97.30014726711593,0.0,0.0,120.0,0.0,0.0,21.425367938550107,0,141,8,0,WAIT
wait_only,67,132,08:00,120,109.9748328074806,8.49839176532967,101.47644104215092,3,11.489774647722156,0.0,108.51022535227784,0.0,0.0,120.0,0.0,0.0,24.281119329513345,0,137,4,0,WAIT
wait_only,68,132,08:00,120,98.85253762513268,5.514319031572906,93.33821859355977,2,29.20833347570284,0.0,90.79166652429716,0.0,0.0,120.0,0.0,0.0,15.755197233065445,0,162,8,0,WAIT
wait_only,69,132,08:00,120,96.26716221541507,7.183898535609973,89.0832636798051,3,34.29680918100211,0.0,85.7031908189979,0.0,0.0,120.0,0.0,0.0,20.525424387457072,0,233,9,0,WAIT
wait_only,70,132,08:00,120,136.98486263403868,8.93158731478555,128.05327531925312,5,42.18203954388238,0.0,77.81796045611763,0.0,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,25.518820899387283,0,229,12,0,WAIT
wait_only,71,132,08:00,120,100.61261941862408,7.094869043073432,93.51775037555065,3,27.70663155269356,0.0,88.00563002222106,4.287738425085379,0.0,119.99999999999999,1.4210854715202004e-14,0.0,20.27105440878124,1,234,7,0,WAIT
wait_only,72,132,08:00,120,142.79871174611253,6.654971712029692,136.14374003408284,5,78.7656698606109,0.0,41.23433013938907,0.0,0.0,119.99999999999997,2.842170943040401e-14,0.0,19.014204891513405,0,68,19,0,WAIT
wait_only,73,132,08:00,120,95.00534427012164,9.396030933650346,85.60931333647129,3,9.618388548273241,0.0,110.38161145172677,0.0,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,26.845802667572418,0,162,4,0,WAIT
wait_only,74,132,08:00,120,118.850081705848,8.678706079104355,110.17137562674364,3,25.92900365984202,0.0,94.07099634015798,0.0,0.0,120.0,0.0,0.0,24.796303083155305,0,50,7,0,WAIT
wait_only,75,132,08:00,120,120.67761914207748,7.080021209161416,113.59759793291606,3,29.886765427415767,0.0,88.33967393696821,1.7735606356160218,0.0,120.0,0.0,0.0,20.228632026175475,1,236,9,0,WAIT
wait_only,76,132,08:00,120,79.51451273650467,7.227797581344121,72.28671515516055,2,28.240335606146417,0.0,83.38920299977272,8.370461394080863,0.0,120.0,0.0,0.0,20.650850232411777,1,239,8,0,WAIT
wait_only,77,132,08:00,120,102.92945772734902,6.79052752664316,96.13893020070586,2,22.78356094545303,0.0,84.14500340852476,13.07143564602221,0.0,120.0,0.0,0.0,19.40150721898046,1,246,6,0,WAIT
wait_only,78,132,08:00,120,130.0758682114946,7.529803360061886,122.5460648514327,4,20.666637091009143,0.0,93.56586033190804,5.767502577082837,0.0,120.00000000000003,-2.842170943040401e-14,0.0,21.513723885891103,1,43,7,0,WAIT
wait_only,79,132,08:00,120,94.60633827028033,6.425279135260466,88.18105913501986,2,50.98671187203479,0.0,69.0132881279652,0.0,0.0,119.99999999999999,1.4210854715202004e-14,0.0,18.357940386458473,0,100,13,0,WAIT
wait_only,80,132,08:00,120,131.75641108496168,7.863201591260864,123.89320949370082,4,22.983474033318593,0.0,97.01652596668141,0.0,0.0,120.0,0.0,0.0,22.466290260745325,0,161,8,0,WAIT
wait_only,81,132,08:00,120,152.7849320109428,10.120547717036436,142.66438429390638,3,6.327599804557735,0.0,113.67240019544225,0.0,0.0,119.99999999999999,1.4210854715202004e-14,0.0,28.915850620104102,0,138,4,0,WAIT
wait_only,82,132,08:00,120,141.0784767900816,7.830105189455981,133.2483716006256,3,34.273378918695215,0.0,85.72662108130478,0.0,0.0,120.0,0.0,0.0,22.371729112731376,0,162,9,0,WAIT
wait_only,83,132,08:00,120,135.72301251526773,5.916069107443136,129.80694340782458,4,34.305267293935415,0.0,85.6947327060646,0.0,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,16.903054592694673,0,161,10,0,WAIT
wait_only,84,132,08:00,120,87.22583201068893,6.86433552394108,80.36149648674785,1,1.3580867574468931,0.0,113.30892865223902,5.332984590314084,0.0,120.0,0.0,0.0,19.61238721126023,1,230,2,0,WAIT
wait_only,85,132,08:00,120,105.16447860940339,6.236965599573632,98.92751300982975,3,22.384047147656695,0.0,95.18667848948537,2.4292743628579387,0.0,120.0,0.0,0.0,17.819901713067523,1,113,7,0,WAIT
wait_only,86,132,08:00,120,107.93871930240854,7.164386185715136,100.77433311669341,3,61.16651723989069,0.0,58.83348276010931,0.0,0.0,120.0,0.0,0.0,20.469674816328965,0,143,15,0,WAIT
wait_only,87,132,08:00,120,97.42609373758886,4.810891130420601,92.61520260716826,4,38.136688203886386,0.0,55.38320777101845,26.480104025095187,0.0,120.00000000000003,-2.842170943040401e-14,0.0,13.745403229773148,1,226,11,0,WAIT
wait_only,88,132,08:00,120,85.91709879603768,6.766569583989041,79.15052921204864,2,10.167510988568207,0.0,105.63843996214057,4.194049049291223,0.0,120.0,0.0,0.0,19.3330559542544,1,48,4,0,WAIT
wait_only,89,132,08:00,120,125.1322706812477,8.447930989798339,116.68433969144937,3,17.978730712319333,0.0,102.02126928768067,0.0,0.0,120.0,0.0,0.0,24.136945685138112,0,170,7,0,WAIT
wait_only,90,132,08:00,120,92.85957599391509,6.283208638503592,86.57636735541149,4,41.39803372505587,0.0,78.60196627494413,0.0,0.0,120.0,0.0,0.0,17.952024681438836,0,246,12,0,WAIT
wait_only,91,132,08:00,120,101.49246758068787,6.511865284073995,94.98060229661388,2,48.18795238838787,0.0,71.81204761161214,0.0,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,18.605329383068558,0,161,12,0,WAIT
wait_only,92,132,08:00,120,94.40445635389116,8.084342921681936,86.32011343220923,2,20.993193596529323,0.0,99.00680640347068,0.0,0.0,120.0,0.0,0.0,23.09812263337696,0,230,6,0,WAIT
wait_only,93,132,08:00,120,82.1473160412425,5.483725225915364,76.66359081532714,1,44.93796516109415,0.0,75.06203483890584,0.0,0.0,120.0,0.0,0.0,15.667786359758184,0,170,10,0,WAIT
wait_only,94,132,08:00,120,112.00845305997728,7.154393130636187,104.8540599293411,2,21.494715344355097,0.0,96.78301701964698,1.7222676359979232,0.0,120.0,0.0,0.0,20.44112323038911,1,238,6,0,WAIT
wait_only,95,132,08:00,120,188.52419246145132,7.864496882816561,180.65969557863477,5,50.694526594696804,0.0,67.1536216118505,2.151851793452721,0.0,120.00000000000003,-2.842170943040401e-14,0.0,22.469991093761603,1,237,14,0,WAIT
wait_only,96,132,08:00,120,164.12580452295342,11.362830082519956,152.76297444043345,4,49.80500040886312,0.0,70.19499959113688,0.0,0.0,120.0,0.0,0.0,32.46522880719987,0,137,13,0,WAIT
wait_only,97,132,08:00,120,115.8953495639794,7.61743272241207,108.27791684156732,5,24.42294596790451,0.0,91.68710392416206,3.889950107933444,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,21.764093492605912,1,236,10,0,WAIT
wait_only,98,132,08:00,120,140.4046591952546,7.08040401230039,133.3242551829542,4,23.59110187010431,0.0,96.4088981298957,0.0,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,20.229725749429683,0,170,9,0,WAIT
wait_only,99,132,08:00,120,103.26873307271154,5.175930478389573,98.09280259432197,5,49.42881878231222,0.0,70.22971337605172,0.34146784163607435,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,14.788372795398782,1,216,15,0,WAIT
wait_only,100,132,08:00,120,104.14495619657467,6.497117804862672,97.647838391712,2,15.014167640225848,0.0,90.76983970166172,14.215992658112441,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,18.563193728179062,1,68,5,0,WAIT
wait_only,101,132,08:00,120,158.6080089000275,9.843781240001707,148.7642276600258,8,28.20407547989816,0.0,85.84950712821362,5.94641739188819,0.0,119.99999999999997,2.842170943040401e-14,0.0,28.125089257147735,1,113,12,0,WAIT
wait_only,102,132,08:00,120,132.74423910410547,8.391759207912743,124.35247989619273,6,47.77520800476501,0.0,72.224791995235,0.0,0.0,120.0,0.0,0.0,23.976454879750694,0,234,13,0,WAIT
wait_only,103,132,08:00,120,90.11733371915892,6.439223223436582,83.67811049572234,2,28.766946384074373,0.0,91.23305361592563,0.0,0.0,120.0,0.0,0.0,18.397780638390238,0,161,8,0,WAIT
wait_only,104,132,08:00,120,137.35192067653207,8.05515573007952,129.29676494645256,5,18.40959817287336,0.0,101.59040182712664,0.0,0.0,120.0,0.0,0.0,23.014730657370055,0,162,7,0,WAIT
wait_only,105,132,08:00,120,123.9806853920064,9.627317968434909,114.35336742357148,4,39.52361330802944,0.0,80.47638669197056,0.0,0.0,120.0,0.0,0.0,27.506622766956887,0,234,11,0,WAIT
wait_only,106,132,08:00,120,86.21851781138962,5.41997834751308,80.79853946387654,1,0.56719629986601,0.0,103.09144317488264,16.341360525251346,0.0,120.0,0.0,0.0,15.485652421465943,1,48,2,0,WAIT
wait_only,107,132,08:00,120,55.75631844854819,4.000487714829462,51.75583073371873,4,42.671066071312644,0.0,53.83620557500924,23.49272835367813,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,11.429964899512749,1,218,11,0,WAIT
wait_only,108,132,08:00,120,91.50778886969943,7.05533237394884,84.45245649575058,2,43.343024406548,0.0,60.137503632597806,16.51947196085419,0.0,120.0,0.0,0.0,20.158092496996687,1,140,11,0,WAIT
wait_only,109,132,08:00,120,103.9094264678846,7.769598487388224,96.13982798049638,6,31.27147940483859,0.0,87.9998013580323,0.7287192371290985,0.0,119.99999999999999,1.4210854715202004e-14,0.0,22.198852821109213,1,107,11,0,WAIT
wait_only,110,132,08:00,120,114.99880079849822,7.416976569669704,107.58182422882852,3,10.83065112391362,0.0,109.16934887608639,0.0,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,21.191361627627728,0,236,5,0,WAIT
wait_only,111,132,08:00,120,90.30935960472256,6.438988428715249,83.87037117600731,2,5.237036120802733,0.0,114.76296387919726,0.0,0.0,119.99999999999999,1.4210854715202004e-14,0.0,18.397109796329282,0,75,3,0,WAIT
wait_only,112,132,08:00,120,93.3127981861546,5.744807407065608,87.56799077908899,2,45.424353332470034,0.0,39.79751302383937,34.778133643690595,0.0,120.0,0.0,0.0,16.413735448758878,1,161,11,0,WAIT
wait_only,113,132,08:00,120,130.8941464590205,9.101435681712962,121.79271077730755,3,26.94453242172839,0.0,92.1890665219962,0.8664010562754072,0.0,120.0,0.0,0.0,26.004101947751323,1,230,8,0,WAIT
wait_only,114,132,08:00,120,55.886147217332315,5.668831071539795,50.21731614579252,3,14.056546964008668,0.0,105.94345303599134,0.0,0.0,120.0,0.0,0.0,16.196660204399414,0,71,5,0,WAIT
wait_only,115,132,08:00,120,113.5836108981389,6.961134660200137,106.62247623793877,2,35.88420651699574,0.0,80.66117681877266,3.454616664231594,0.0,120.0,0.0,0.0,19.88895617200039,1,142,9,0,WAIT
wait_only,116,132,08:00,120,106.46282253056299,8.177242896137086,98.2855796344259,3,42.914756270539236,0.0,77.08524372946076,0.0,0.0,120.0,0.0,0.0,23.36355113182025,0,162,11,0,WAIT
wait_only,117,132,08:00,120,179.28367499970523,8.469464005151757,170.81421099455346,5,12.287840779746908,0.0,100.73811453439066,6.974044685862438,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,24.198468586147875,1,186,7,0,WAIT
wait_only,118,132,08:00,120,118.0629464103427,7.0553847528136115,111.0075616575291,4,62.47577013155567,0.0,57.52422986844434,0.0,0.0,120.0,0.0,0.0,20.158242150896033,0,144,15,0,WAIT
wait_only,119,132,08:00,120,112.9967399435599,7.894401278459538,105.10233866510036,2,24.333019398283632,0.0,95.66698060171636,0.0,0.0,120.0,0.0,0.0,22.55543222417011,0,229,7,0,WAIT
wait_only,120,132,08:00,120,86.91060152557955,6.907159843685654,80.0034416818939,3,9.441038334738074,0.0,97.79793966828149,12.761021996980418,0.0,119.99999999999997,2.842170943040401e-14,0.0,19.73474241053044,1,68,5,0,WAIT
wait_only,121,132,08:00,120,69.38007281026631,6.660311399340806,62.71976141092551,2,13.954757572824906,0.0,106.04524242717508,0.0,0.0,119.99999999999999,1.4210854715202004e-14,0.0,19.029461140973734,0,100,5,0,WAIT
wait_only,122,132,08:00,120,126.29980416506108,7.673234842990353,118.62656932207072,5,58.948145721962625,0.0,61.05185427803739,0.0,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,21.92352812282958,0,246,14,0,WAIT
wait_only,123,132,08:00,120,85.14862776210771,7.328651769067584,77.81997599304012,3,42.58391751699753,0.0,77.41608248300247,0.0,0.0,120.0,0.0,0.0,20.939005054478812,0,246,11,0,WAIT
wait_only,124,132,08:00,120,109.4139316869869,7.35767268427909,102.0562590027078,3,34.53226680270511,0.0,74.53235910914795,10.93537408814693,0.0,119.99999999999999,1.4210854715202004e-14,0.0,21.02192195508312,1,186,9,0,WAIT
