state_zone,state_time_bin,action_zone,next_zone,next_time_bin,reward,travel_time_min,distance_miles,done,state_income_score,state_demand_score,action_income_score,action_demand_score
38,5,38,38,6,0.24559986454459384,15.0,0.0,False,0.41172446765822496,0.0018068785101184198,0.41172446765822496,0.0018068785101184198
38,6,38,38,7,0.24559986454459384,15.0,0.0,False,0.41172446765822496,0.0018068785101184198,0.41172446765822496,0.0018068785101184198
38,7,38,38,8,0.24559986454459384,15.0,0.0,True,0.41172446765822496,0.0018068785101184198,0.41172446765822496,0.0018068785101184198
56,0,56,56,1,0.1574347984010618,15.0,0.0,False,0.32243995497225625,0.005538366984907426,0.32243995497225625,0.005538366984907426
56,1,56,56,2,0.1574347984010618,15.0,0.0,False,0.32243995497225625,0.005538366984907426,0.32243995497225625,0.005538366984907426
56,2,56,56,3,0.1574347984010618,15.0,0.0,False,0.32243995497225625,0.005538366984907426,0.32243995497225625,0.005538366984907426
56,3,56,56,4,0.1574347984010618,15.0,0.0,False,0.32243995497225625,0.005538366984907426,0.32243995497225625,0.005538366984907426
56,4,56,56,5,0.1574347984010618,15.0,0.0,False,0.32243995497225625,0.005538366984907426,0.32243995497225625,0.005538366984907426
56,5,56,56,6,0.1574347984010618,15.0,0.0,False,0.32243995497225625,0.005538366984907426,0.32243995497225625,0.005538366984907426
56,6,56,56,7,0.1574347984010618,15.0,0.0,False,0.32243995497225625,0.005538366984907426,0.32243995497225625,0.005538366984907426
56,7,56,56,8,0.1574347984010618,15.0,0.0,True,0.32243995497225625,0.005538366984907426,0.32243995497225625,0.005538366984907426
57,0,93,93,1,0.5431959452380276,5.091176590544407,1.0182353181088815,False,0.30326453648216756,0.00035718526042097975,0.6045010176711074,0.004576560864667693
57,0,57,57,1,0.1367050253936272,15.0,0.0,False,0.30326453648216756,0.00035718526042097975,0.30326453648216756,0.00035718526042097975
57,1,93,93,2,0.5431959452380276,5.091176590544407,1.0182353181088815,False,0.30326453648216756,0.00035718526042097975,0.6045010176711074,0.004576560864667693
57,1,57,57,2,0.1367050253936272,15.0,0.0,False,0.30326453648216756,0.00035718526042097975,0.30326453648216756,0.00035718526042097975
57,2,93,93,3,0.5431959452380276,5.091176590544407,1.0182353181088815,False,0.30326453648216756,0.00035718526042097975,0.6045010176711074,0.004576560864667693
57,2,57,57,3,0.1367050253936272,15.0,0.0,False,0.30326453648216756,0.00035718526042097975,0.30326453648216756,0.00035718526042097975
57,3,93,93,4,0.5431959452380276,5.091176590544407,1.0182353181088815,False,0.30326453648216756,0.00035718526042097975,0.6045010176711074,0.004576560864667693
57,3,57,57,4,0.1367050253936272,15.0,0.0,False,0.30326453648216756,0.00035718526042097975,0.30326453648216756,0.00035718526042097975
57,4,93,93,5,0.5431959452380276,5.091176590544407,1.0182353181088815,False,0.30326453648216756,0.00035718526042097975,0.6045010176711074,0.004576560864667693
57,4,57,57,5,0.1367050253936272,15.0,0.0,False,0.30326453648216756,0.00035718526042097975,0.30326453648216756,0.00035718526042097975
57,5,93,93,6,0.5431959452380276,5.091176590544407,1.0182353181088815,False,0.30326453648216756,0.00035718526042097975,0.6045010176711074,0.004576560864667693
57,5,57,57,6,0.1367050253936272,15.0,0.0,False,0.30326453648216756,0.00035718526042097975,0.30326453648216756,0.00035718526042097975
57,6,93,93,7,0.5431959452380276,5.091176590544407,1.0182353181088815,False,0.30326453648216756,0.00035718526042097975,0.6045010176711074,0.004576560864667693
57,6,57,57,7,0.1367050253936272,15.0,0.0,False,0.30326453648216756,0.00035718526042097975,0.30326453648216756,0.00035718526042097975
57,7,93,93,8,0.5431959452380276,5.091176590544407,1.0182353181088815,True,0.30326453648216756,0.00035718526042097975,0.6045010176711074,0.004576560864667693
57,7,57,57,8,0.1367050253936272,15.0,0.0,True,0.30326453648216756,0.00035718526042097975,0.30326453648216756,0.00035718526042097975
63,0,63,63,1,0.11746651110507042,15.0,0.0,False,0.2820801607036693,0.006843390226892458,0.2820801607036693,0.006843390226892458
63,1,63,63,2,0.11746651110507042,15.0,0.0,False,0.2820801607036693,0.006843390226892458,0.2820801607036693,0.006843390226892458
63,2,63,63,3,0.11746651110507042,15.0,0.0,False,0.2820801607036693,0.006843390226892458,0.2820801607036693,0.006843390226892458
63,3,63,63,4,0.11746651110507042,15.0,0.0,False,0.2820801607036693,0.006843390226892458,0.2820801607036693,0.006843390226892458
63,4,63,63,5,0.11746651110507042,15.0,0.0,False,0.2820801607036693,0.006843390226892458,0.2820801607036693,0.006843390226892458
63,5,63,63,6,0.11746651110507042,15.0,0.0,False,0.2820801607036693,0.006843390226892458,0.2820801607036693,0.006843390226892458
63,6,63,63,7,0.11746651110507042,15.0,0.0,False,0.2820801607036693,0.006843390226892458,0.2820801607036693,0.006843390226892458
63,7,63,63,8,0.11746651110507042,15.0,0.0,True,0.2820801607036693,0.006843390226892458,0.2820801607036693,0.006843390226892458
64,0,64,64,1,0.20167417702917326,15.0,0.0,False,0.3681588588033796,0.0006066163082009935,0.3681588588033796,0.0006066163082009935
64,1,64,64,2,0.20167417702917326,15.0,0.0,False,0.3681588588033796,0.0006066163082009935,0.3681588588033796,0.0006066163082009935
64,2,64,64,3,0.20167417702917326,15.0,0.0,False,0.3681588588033796,0.0006066163082009935,0.3681588588033796,0.0006066163082009935
64,3,64,64,4,0.20167417702917326,15.0,0.0,False,0.3681588588033796,0.0006066163082009935,0.3681588588033796,0.0006066163082009935
64,4,64,64,5,0.20167417702917326,15.0,0.0,False,0.3681588588033796,0.0006066163082009935,0.3681588588033796,0.0006066163082009935
64,5,64,64,6,0.20167417702917326,15.0,0.0,False,0.3681588588033796,0.0006066163082009935,0.3681588588033796,0.0006066163082009935
64,6,64,64,7,0.20167417702917326,15.0,0.0,False,0.3681588588033796,0.0006066163082009935,0.3681588588033796,0.0006066163082009935
64,7,64,64,8,0.20167417702917326,15.0,0.0,True,0.3681588588033796,0.0006066163082009935,0.3681588588033796,0.0006066163082009935
70,0,70,70,1,0.3702131830987817,15.0,0.0,False,0.5179935294620603,0.06295440101129324,0.5179935294620603,0.06295440101129324
70,1,70,70,2,0.3702131830987817,15.0,0.0,False,0.5179935294620603,0.06295440101129324,0.5179935294620603,0.06295440101129324
70,2,70,70,3,0.3702131830987817,15.0,0.0,False,0.5179935294620603,0.06295440101129324,0.5179935294620603,0.06295440101129324
70,3,70,70,4,0.3702131830987817,15.0,0.0,False,0.5179935294620603,0.06295440101129324,0.5179935294620603,0.06295440101129324
70,4,70,70,5,0.3702131830987817,15.0,0.0,False,0.5179935294620603,0.06295440101129324,0.5179935294620603,0.06295440101129324
70,5,70,70,6,0.3702131830987817,15.0,0.0,False,0.5179935294620603,0.06295440101129324,0.5179935294620603,0.06295440101129324
70,6,70,70,7,0.3702131830987817,15.0,0.0,False,0.5179935294620603,0.06295440101129324,0.5179935294620603,0.06295440101129324
70,7,70,70,8,0.3702131830987817,15.0,0.0,True,0.5179935294620603,0.06295440101129324,0.5179935294620603,0.06295440101129324
76,0,76,76,1,0.12165186631503558,15.0,0.0,False,0.2809777772455364,0.02446918578721935,0.2809777772455364,0.02446918578721935
76,1,76,76,2,0.12165186631503558,15.0,0.0,False,0.2809777772455364,0.02446918578721935,0.2809777772455364,0.02446918578721935
76,2,76,76,3,0.12165186631503558,15.0,0.0,False,0.2809777772455364,0.02446918578721935,0.2809777772455364,0.02446918578721935
76,3,76,76,4,0.12165186631503558,15.0,0.0,False,0.2809777772455364,0.02446918578721935,0.2809777772455364,0.02446918578721935
76,4,76,76,5,0.12165186631503558,15.0,0.0,False,0.2809777772455364,0.02446918578721935,0.2809777772455364,0.02446918578721935
76,5,76,76,6,0.12165186631503558,15.0,0.0,False,0.2809777772455364,0.02446918578721935,0.2809777772455364,0.02446918578721935
76,6,76,76,7,0.12165186631503558,15.0,0.0,False,0.2809777772455364,0.02446918578721935,0.2809777772455364,0.02446918578721935
76,7,76,76,8,0.12165186631503558,15.0,0.0,True,0.2809777772455364,0.02446918578721935,0.2809777772455364,0.02446918578721935
86,0,86,86,1,0.28771916140860465,15.0,0.0,False,0.4533259456670445,0.003532941360756115,0.4533259456670445,0.003532941360756115
86,1,86,86,2,0.28771916140860465,15.0,0.0,False,0.4533259456670445,0.003532941360756115,0.4533259456670445,0.003532941360756115
86,2,86,86,3,0.28771916140860465,15.0,0.0,False,0.4533259456670445,0.003532941360756115,0.4533259456670445,0.003532941360756115
86,3,86,86,4,0.28771916140860465,15.0,0.0,False,0.4533259456670445,0.003532941360756115,0.4533259456670445,0.003532941360756115
86,4,86,86,5,0.28771916140860465,15.0,0.0,False,0.4533259456670445,0.003532941360756115,0.4533259456670445,0.003532941360756115
86,5,86,86,6,0.28771916140860465,15.0,0.0,False,0.4533259456670445,0.003532941360756115,0.4533259456670445,0.003532941360756115
86,6,86,86,7,0.28771916140860465,15.0,0.0,False,0.4533259456670445,0.003532941360756115,0.4533259456670445,0.003532941360756115
86,7,86,86,8,0.28771916140860465,15.0,0.0,True,0.4533259456670445,0.003532941360756115,0.4533259456670445,0.003532941360756115
93,0,57,57,1,0.24069365136781382,5.091176590544407,1.0182353181088815,False,0.6045010176711074,0.004576560864667693,0.30326453648216756,0.00035718526042097975
93,0,253,253,1,0.2955800334380259,6.886066353482687,1.3772132706965374,False,0.6045010176711074,0.004576560864667693,0.38030876725934787,0.00015464724962360854
93,0,93,93,1,0.43920731926384105,15.0,0.0,False,0.6045010176711074,0.004576560864667693,0.6045010176711074,0.004576560864667693
93,1,57,57,2,0.24069365136781382,5.091176590544407,1.0182353181088815,False,0.6045010176711074,0.004576560864667693,0.30326453648216756,0.00035718526042097975
93,1,253,253,2,0.2955800334380259,6.886066353482687,1.3772132706965374,False,0.6045010176711074,0.004576560864667693,0.38030876725934787,0.00015464724962360854
93,1,93,93,2,0.43920731926384105,15.0,0.0,False,0.6045010176711074,0.004576560864667693,0.6045010176711074,0.004576560864667693
93,2,57,57,3,0.24069365136781382,5.091176590544407,1.0182353181088815,False,0.6045010176711074,0.004576560864667693,0.30326453648216756,0.00035718526042097975
93,2,253,253,3,0.2955800334380259,6.886066353482687,1.3772132706965374,False,0.6045010176711074,0.004576560864667693,0.38030876725934787,0.00015464724962360854
93,2,93,93,3,0.43920731926384105,15.0,0.0,False,0.6045010176711074,0.004576560864667693,0.6045010176711074,0.004576560864667693
93,3,57,57,4,0.24069365136781382,5.091176590544407,1.0182353181088815,False,0.6045010176711074,0.004576560864667693,0.30326453648216756,0.00035718526042097975
93,3,253,253,4,0.2955800334380259,6.886066353482687,1.3772132706965374,False,0.6045010176711074,0.004576560864667693,0.38030876725934787,0.00015464724962360854
93,3,93,93,4,0.43920731926384105,15.0,0.0,False,0.6045010176711074,0.004576560864667693,0.6045010176711074,0.004576560864667693
93,4,57,57,5,0.24069365136781382,5.091176590544407,1.0182353181088815,False,0.6045010176711074,0.004576560864667693,0.30326453648216756,0.00035718526042097975
93,4,253,253,5,0.2955800334380259,6.886066353482687,1.3772132706965374,False,0.6045010176711074,0.004576560864667693,0.38030876725934787,0.00015464724962360854
93,4,93,93,5,0.43920731926384105,15.0,0.0,False,0.6045010176711074,0.004576560864667693,0.6045010176711074,0.004576560864667693
93,5,57,57,6,0.24069365136781382,5.091176590544407,1.0182353181088815,False,0.6045010176711074,0.004576560864667693,0.30326453648216756,0.00035718526042097975
93,5,253,253,6,0.2955800334380259,6.886066353482687,1.3772132706965374,False,0.6045010176711074,0.004576560864667693,0.38030876725934787,0.00015464724962360854
93,5,93,93,6,0.43920731926384105,15.0,0.0,False,0.6045010176711074,0.004576560864667693,0.6045010176711074,0.004576560864667693
93,6,57,57,7,0.24069365136781382,5.091176590544407,1.0182353181088815,False,0.6045010176711074,0.004576560864667693,0.30326453648216756,0.00035718526042097975
93,6,253,253,7,0.2955800334380259,6.886066353482687,1.3772132706965374,False,0.6045010176711074,0.004576560864667693,0.38030876725934787,0.00015464724962360854
93,6,93,93,7,0.43920731926384105,15.0,0.0,False,0.6045010176711074,0.004576560864667693,0.6045010176711074,0.004576560864667693
93,7,57,57,8,0.24069365136781382,5.091176590544407,1.0182353181088815,True,0.6045010176711074,0.004576560864667693,0.30326453648216756,0.00035718526042097975
93,7,253,253,8,0.2955800334380259,6.886066353482687,1.3772132706965374,True,0.6045010176711074,0.004576560864667693,0.38030876725934787,0.00015464724962360854
93,7,93,93,8,0.43920731926384105,15.0,0.0,True,0.6045010176711074,0.004576560864667693,0.6045010176711074,0.004576560864667693
101,0,101,101,1,0.19580177105376304,15.0,0.0,False,0.3621254201435226,0.001143391923023583,0.3621254201435226,0.001143391923023583
101,1,101,101,2,0.19580177105376304,15.0,0.0,False,0.3621254201435226,0.001143391923023583,0.3621254201435226,0.001143391923023583
101,2,101,101,3,0.19580177105376304,15.0,0.0,False,0.3621254201435226,0.001143391923023583,0.3621254201435226,0.001143391923023583
101,3,101,101,4,0.19580177105376304,15.0,0.0,False,0.3621254201435226,0.001143391923023583,0.3621254201435226,0.001143391923023583
101,4,101,101,5,0.19580177105376304,15.0,0.0,False,0.3621254201435226,0.001143391923023583,0.3621254201435226,0.001143391923023583
101,5,101,101,6,0.19580177105376304,15.0,0.0,False,0.3621254201435226,0.001143391923023583,0.3621254201435226,0.001143391923023583
101,6,101,101,7,0.19580177105376304,15.0,0.0,False,0.3621254201435226,0.001143391923023583,0.3621254201435226,0.001143391923023583
101,7,101,101,8,0.19580177105376304,15.0,0.0,True,0.3621254201435226,0.001143391923023583,0.3621254201435226,0.001143391923023583
117,0,117,117,1,0.2967296306906363,15.0,0.0,False,0.4624175299258142,0.00326255810496258,0.4624175299258142,0.00326255810496258
117,1,117,117,2,0.2967296306906363,15.0,0.0,False,0.4624175299258142,0.00326255810496258,0.4624175299258142,0.00326255810496258
117,2,117,117,3,0.2967296306906363,15.0,0.0,False,0.4624175299258142,0.00326255810496258,0.4624175299258142,0.00326255810496258
117,3,117,117,4,0.2967296306906363,15.0,0.0,False,0.4624175299258142,0.00326255810496258,0.4624175299258142,0.00326255810496258
117,4,117,117,5,0.2967296306906363,15.0,0.0,False,0.4624175299258142,0.00326255810496258,0.4624175299258142,0.00326255810496258
117,5,117,117,6,0.2967296306906363,15.0,0.0,False,0.4624175299258142,0.00326255810496258,0.4624175299258142,0.00326255810496258
117,6,117,117,7,0.2967296306906363,15.0,0.0,False,0.4624175299258142,0.00326255810496258,0.4624175299258142,0.00326255810496258
117,7,117,117,8,0.2967296306906363,15.0,0.0,True,0.4624175299258142,0.00326255810496258,0.4624175299258142,0.00326255810496258
124,0,124,124,1,0.16917843298896937,15.0,0.0,False,0.33501599085281525,0.0027636960094025525,0.33501599085281525,0.0027636960094025525
124,1,124,124,2,0.16917843298896937,15.0,0.0,False,0.33501599085281525,0.0027636960094025525,0.33501599085281525,0.0027636960094025525
124,2,124,124,3,0.16917843298896937,15.0,0.0,False,0.33501599085281525,0.0027636960094025525,0.33501599085281525,0.0027636960094025525
124,3,124,124,4,0.16917843298896937,15.0,0.0,False,0.33501599085281525,0.0027636960094025525,0.33501599085281525,0.0027636960094025525
124,4,124,124,5,0.16917843298896937,15.0,0.0,False,0.33501599085281525,0.0027636960094025525,0.33501599085281525,0.0027636960094025525
124,5,124,124,6,0.16917843298896937,15.0,0.0,False,0.33501599085281525,0.0027636960094025525,0.33501599085281525,0.0027636960094025525
124,6,124,124,7,0.16917843298896937,15.0,0.0,False,0.33501599085281525,0.0027636960094025525,0.33501599085281525,0.0027636960094025525
124,7,124,124,8,0.16917843298896937,15.0,0.0,True,0.33501599085281525,0.0027636960094025525,0.33501599085281525,0.0027636960094025525
130,0,130,130,1,0.1432210591820169,15.0,0.0,False,0.3034323505597177,0.021517917629886227,0.3034323505597177,0.021517917629886227
