rank,algorithm,episodes,mean_net_earnings_2h,net_earnings_std,ci_lower,ci_upper,median_net_earnings_2h,worst_10_percent,mean_gross_revenue_2h,mean_operating_cost_2h,mean_completed_trips,completed_trips_std,mean_waiting_minutes,mean_empty_minutes,mean_occupied_minutes,mean_unfinished_occupied_minutes,mean_terminal_unused_minutes,mean_accounted_minutes,max_abs_time_accounting_error,mean_empty_miles,mean_occupied_miles,unfinished_trip_rate,mean_wait_decisions,mean_reposition_decisions,reposition_decision_share,first_action_wait_rate,competition_scenario,start_zone_expected_wait_min,start_zone_competitors_equivalent,learning_models_retrained_for_scenario
4,greedy_net_earnings,150,91.43506238735444,25.394624565428035,87.37107605755784,95.49904871715103,85.20160534806647,65.77165238183237,100.16477160965125,8.729709222296817,1.8933333333333333,0.8681281774245545,11.621212050515274,25.344476914755184,74.48142950220486,8.552881532524683,0.0,120.0,2.842170943040401e-14,4.290413755739014,20.651612593680465,0.62,4.16,1.06,0.21369889369889364,1.0,medium,1.4196155965005384,1.7037577238066106,False
5,q_learning,150,89.45211609450689,22.79457668106625,85.80422408544494,93.10000810356884,86.60054136124104,65.87608695442924,97.75193881485427,8.299822720347375,2.1333333333333333,0.816496580927726,12.207422608793598,27.411898732061285,73.16958702668887,7.17091161175758,0.04018002069866535,120.0,2.842170943040401e-14,3.787701792298727,19.92607740869378,0.5333333333333333,4.493333333333333,1.2733333333333334,0.22064381914381917,1.0,medium,1.4196155965005384,1.7037577238066106,False
6,highest_demand,150,82.7267775936476,22.073328258034067,79.19430937138108,86.25924581591411,81.23454438462898,56.60362571486638,90.9610778307832,8.234300237135605,1.8733333333333333,0.8297866360080399,6.843027983962388,38.320970476229924,70.03081018184294,4.805191357964748,0.0,120.0,2.842170943040401e-14,4.909955368702801,18.61661673739893,0.5266666666666666,3.3066666666666666,1.7,0.3367631072631072,1.0,medium,1.4196155965005384,1.7037577238066106,False
7,highest_income,150,78.644782045066,24.315719086664956,74.75345655164205,82.53610753848994,74.53120983167295,56.327199116288824,87.86613142308516,9.22134937801917,1.28,0.5570777059529475,8.980934277873146,40.49688159432305,64.83291586537227,5.689268262431528,0.0,120.0,2.842170943040401e-14,7.63976551905111,18.706946989575098,0.5133333333333333,3.2666666666666666,1.42,0.3124497354497355,1.0,medium,1.4196155965005384,1.7037577238066106,False
1,finite_horizon_value_iteration,150,99.10997481507954,25.315731586533303,95.0586139913982,103.16133563876087,96.97177467919629,72.17205000000851,106.9802162294654,7.870241414385865,2.6466666666666665,1.1359687741872184,23.12832099444831,10.581492044692094,80.05051621788228,6.239670742977305,0.0,120.0,2.842170943040401e-14,1.5904090935383965,20.895994947564077,0.4066666666666667,6.826666666666667,0.9466666666666667,0.12216766566766565,1.0,high,1.916481055275727,2.650072927138925,False
2,dqn,150,97.84731366838906,22.482700871020544,94.24933218371208,101.44529515306604,97.21548880590555,73.1624516632574,105.84934748436172,8.002033815972654,2.6666666666666665,1.0660512766207766,20.09372880186587,15.488779982912662,79.47635051682806,4.753563307351785,0.1875773910416269,120.0,2.842170943040401e-14,2.213927523600158,20.649026236321717,0.3933333333333333,6.166666666666667,1.7933333333333332,0.21969815369815368,1.0,high,1.916481055275727,2.650072927138925,False
3,wait_only,150,97.24638867529657,24.475921846160116,93.32942540081756,101.16335194977559,95.78567741569276,73.1797109484282,104.29217221546632,7.045783540169741,2.7466666666666666,1.210616719347338,36.82371677305998,0.0,78.3762959512897,4.799987275650322,0.0,120.0,2.842170943040401e-14,0.0,20.13081011477069,0.38666666666666666,9.593333333333334,0.0,0.0,1.0,high,1.916481055275727,2.650072927138925,False
4,q_learning,150,87.68633810408213,23.03990748162115,83.9991849900897,91.37349121807455,83.6267539849524,65.86249689885648,95.9010025257548,8.214664421672687,1.98,0.7638651274183853,13.768715440514427,27.336612470351636,71.1553692290008,7.700272719308349,0.039030140824784024,120.0,2.842170943040401e-14,3.797230644674555,19.67323913153312,0.5133333333333333,4.573333333333333,1.2866666666666666,0.21816585266585264,1.0,high,1.916481055275727,2.650072927138925,False
5,greedy_net_earnings,150,87.3797614598608,23.780764283445894,83.57404656492157,91.18547635480003,80.6647537615683,66.31664283332758,96.10279746931829,8.723036009457491,1.6733333333333333,0.7552648912324812,12.135630260152599,27.08219352805022,71.42727196779568,9.354904244001519,0.0,120.0,2.842170943040401e-14,4.582195129076828,20.340764897944577,0.6466666666666666,4.06,1.0266666666666666,0.21774610574610573,1.0,high,1.916481055275727,2.650072927138925,False
6,highest_demand,150,83.5202931457028,22.93448734628333,79.85001076700297,87.19057552440262,80.87374613674086,57.99686728376759,91.71023612576974,8.189942980066949,1.86,0.8672257704385585,8.422664019418008,37.343127070591486,70.03705067612277,4.197158233867723,0.0,120.0,2.842170943040401e-14,4.7322483777226,18.667588708182965,0.47333333333333333,3.493333333333333,1.66,0.3239908424908424,1.0,high,1.916481055275727,2.650072927138925,False
7,highest_income,150,77.69685434506628,24.29888158002216,73.80822341389695,81.58548527623562,73.21010733202294,57.24821134729583,86.80439329899141,9.107538953925145,1.22,0.47586022424671537,11.05193403782154,40.15944294042503,63.98108124356343,4.807541778189993,0.0,120.0,2.842170943040401e-14,7.5278340442061396,18.493705824151423,0.46,3.5733333333333333,1.3733333333333333,0.2943970658970659,1.0,high,1.916481055275727,2.650072927138925,False
