algorithm,scenario_id,start_zone,start_time,horizon_minutes,gross_revenue_2h,operating_cost_2h,net_earnings_2h,completed_trips,waiting_minutes,empty_minutes,occupied_minutes,unfinished_occupied_minutes,terminal_unused_minutes,accounted_minutes,time_accounting_error,empty_miles,occupied_miles,unfinished_trip_at_horizon,end_zone,wait_decisions,reposition_decisions,first_action,competition_scenario
wait_only,21,132,08:00,120,139.87034643251474,8.726537992861347,131.14380843965338,4,15.209999864003464,0.0,104.79000013599654,0.0,0.0,120.0,0.0,0.0,24.93296569388957,0,238,6,0,WAIT,low
wait_only,22,132,08:00,120,118.80371744218522,9.669814498222518,109.1339029439627,4,17.504506469201218,0.0,102.49549353079878,0.0,0.0,120.0,0.0,0.0,27.628041423492906,0,246,7,0,WAIT,low
wait_only,23,132,08:00,120,88.7110654830466,6.081311408016897,82.6297540750297,1,34.059280583814626,0.0,70.56876399089597,15.3719554252894,0.0,120.0,0.0,0.0,17.37517545147685,1,230,8,0,WAIT,low
wait_only,24,132,08:00,120,107.62137317754089,7.50457229754332,100.11680087999757,2,25.920418374050154,0.0,94.07958162594986,0.0,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,21.44163513583806,0,234,7,0,WAIT,low
wait_only,25,132,08:00,120,112.10204951803665,7.387133814285169,104.71491570375149,2,29.7723676078637,0.0,90.2276323921363,0.0,0.0,120.0,0.0,0.0,21.10609661224334,0,162,8,0,WAIT,low
wait_only,26,132,08:00,120,120.26645202177113,8.268239313089387,111.99821270868175,5,20.05727498713338,0.0,96.7310497921774,3.2116752206892016,0.0,119.99999999999999,1.4210854715202004e-14,0.0,23.6235408945411,1,170,8,0,WAIT,low
wait_only,27,132,08:00,120,117.91564499600653,6.474383214630706,111.44126178137583,2,20.058026445186364,0.0,75.46410654210959,24.47786701270404,0.0,119.99999999999999,1.4210854715202004e-14,0.0,18.49823775608773,1,230,6,0,WAIT,low
wait_only,28,132,08:00,120,137.80340457552973,10.442790824957177,127.36061375057255,4,17.617510953219224,0.0,101.46262065096752,0.9198683958132534,0.0,120.0,0.0,0.0,29.83654521416336,1,163,8,0,WAIT,low
wait_only,29,132,08:00,120,64.1908759349454,6.586685259441347,57.60419067550405,1,13.146918635572854,0.0,87.66913054131913,19.18395082310802,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,18.819100741260993,1,230,4,0,WAIT,low
wait_only,30,132,08:00,120,116.09209602540948,7.07791840942769,109.01417761598178,3,29.954696929376322,0.0,89.83035765386902,0.2149454167546736,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,20.22262402693626,1,237,9,0,WAIT,low
wait_only,31,132,08:00,120,103.86673555351983,6.997715981382022,96.8690195721378,3,2.808129315130709,0.0,108.1203148194473,9.071555865421985,0.0,120.0,0.0,0.0,19.993474232520068,1,238,4,0,WAIT,low
wait_only,32,132,08:00,120,97.7810876907842,6.657063203504178,91.12402448728002,2,10.127688921653872,0.0,101.11294967516294,8.759361403183192,0.0,120.0,0.0,0.0,19.020180581440506,1,68,3,0,WAIT,low
wait_only,33,132,08:00,120,110.41469657393162,7.613138229416033,102.80155834451558,3,11.504586385789947,0.0,108.49541361421004,0.0,0.0,119.99999999999999,1.4210854715202004e-14,0.0,21.75182351261724,0,263,5,0,WAIT,low
wait_only,34,132,08:00,120,113.45149505800633,7.57436069471947,105.87713436328686,3,26.769164267636054,0.0,93.23083573236396,0.0,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,21.641030556341345,0,48,8,0,WAIT,low
wait_only,35,132,08:00,120,103.87232331983697,7.319273100356295,96.55305021948067,2,38.45144304837052,0.0,81.54855695162948,0.0,0.0,120.0,0.0,0.0,20.91220885816084,0,246,10,0,WAIT,low
wait_only,36,132,08:00,120,121.3165882656332,7.359982870640957,113.95660539499224,5,42.888136581836655,0.0,77.11186341816334,0.0,0.0,120.0,0.0,0.0,21.02852248754559,0,246,13,0,WAIT,low
wait_only,37,132,08:00,120,139.6258403335733,8.30576292251898,131.32007741105434,4,12.530079128141754,0.0,102.42856589632494,5.041354975533309,0.0,120.0,0.0,0.0,23.73075120719709,1,237,5,0,WAIT,low
wait_only,38,132,08:00,120,123.10008215845902,6.566534045462284,116.53354811299673,4,34.07089511774276,0.0,85.92910488225725,0.0,0.0,120.0,0.0,0.0,18.761525844177957,0,236,10,0,WAIT,low
wait_only,39,132,08:00,120,86.53362101593208,7.087175524721019,79.44644549121107,2,41.70135011001359,0.0,76.69649035302803,1.602159536958382,0.0,120.0,0.0,0.0,20.249072927774343,1,239,11,0,WAIT,low
wait_only,40,132,08:00,120,100.7904070397274,6.960036858467285,93.83037018126011,5,37.52505787933566,0.0,82.47494212066435,0.0,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,19.88581959562082,0,205,12,0,WAIT,low
wait_only,41,132,08:00,120,122.99240994625156,7.582098958263202,115.41031098798835,3,4.041117245680877,0.0,103.13515631565934,12.82372643865979,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,21.663139880752006,1,230,4,0,WAIT,low
wait_only,42,132,08:00,120,83.68937756528597,7.221561150666601,76.46781641461936,2,24.348462543172097,0.0,91.5873336261075,4.064203830720402,0.0,120.0,0.0,0.0,20.633031859047435,1,162,6,0,WAIT,low
wait_only,43,132,08:00,120,99.48336333932504,7.478149988959196,92.00521335036584,4,39.78447231097476,0.0,76.70532654845918,3.510201140566025,0.0,119.99999999999997,2.842170943040401e-14,0.0,21.366142825597702,1,114,12,0,WAIT,low
wait_only,44,132,08:00,120,135.46321515754323,7.99325938936014,127.4699557681831,6,51.45047234161812,0.0,68.54952765838186,0.0,0.0,119.99999999999999,1.4210854715202004e-14,0.0,22.8378839696004,0,140,15,0,WAIT,low
wait_only,45,132,08:00,120,136.49152119387696,8.490319737030283,128.00120145684667,3,6.976232154602118,0.0,112.34650122899062,0.6772666164072518,0.0,119.99999999999999,1.4210854715202004e-14,0.0,24.258056391515094,1,186,4,0,WAIT,low
wait_only,46,132,08:00,120,148.08382994417428,8.224197716769853,139.85963222740443,5,27.491229166771838,0.0,92.50877083322816,0.0,0.0,120.0,0.0,0.0,23.497707762199582,0,236,9,0,WAIT,low
wait_only,47,132,08:00,120,102.74767092485396,6.729636355489155,96.01803456936481,3,39.750585034316806,0.0,74.27241347197466,5.977001493708528,0.0,119.99999999999999,1.4210854715202004e-14,0.0,19.22753244425473,1,68,10,0,WAIT,low
wait_only,48,132,08:00,120,118.59861206582498,7.265010538513456,111.33360152731153,5,46.01212560492636,0.0,73.98787439507365,0.0,0.0,120.0,0.0,0.0,20.757172967181305,0,246,13,0,WAIT,low
wait_only,49,132,08:00,120,94.68275182400237,8.09456572051181,86.58818610349056,3,16.638459528714453,0.0,100.76732286396384,2.59421760732171,0.0,120.0,0.0,0.0,23.127330630033743,1,239,6,0,WAIT,low
wait_only,50,132,08:00,120,88.27377730702543,4.445962211774004,83.82781509525142,6,45.18447822559933,0.0,74.81552177440068,0.0,0.0,120.0,0.0,0.0,12.702749176497155,0,197,13,0,WAIT,low
wait_only,51,132,08:00,120,88.13718365100375,5.493403648358002,82.64378000264576,1,37.015849202254586,0.0,69.48894775487959,13.49520304286581,0.0,119.99999999999999,1.4210854715202004e-14,0.0,15.695438995308578,1,68,9,0,WAIT,low
wait_only,52,132,08:00,120,120.28172551478008,8.81016936892992,111.47155614585016,6,31.72293083546662,0.0,88.27706916453339,0.0,0.0,120.0,0.0,0.0,25.171912482656914,0,162,11,0,WAIT,low
wait_only,53,132,08:00,120,100.89431472278079,6.78924750334984,94.10506721943095,2,63.04775688477132,0.0,56.95224311522868,0.0,0.0,120.0,0.0,0.0,19.397850009570973,0,164,14,0,WAIT,low
wait_only,54,132,08:00,120,74.88962890716998,7.175593834816137,67.71403507235384,1,26.182742575211275,0.0,79.30584437247354,14.511413052315177,0.0,120.0,0.0,0.0,20.50169667090325,1,163,6,0,WAIT,low
wait_only,55,132,08:00,120,106.65309408067857,8.107393860456893,98.54570022022168,4,37.14003783093839,0.0,82.8599621690616,0.0,0.0,120.0,0.0,0.0,23.16398245844827,0,246,10,0,WAIT,low
wait_only,56,132,08:00,120,114.68158536736549,7.541807372957093,107.13977799440839,4,23.22182002949659,0.0,90.81763314759088,5.960546822912519,0.0,119.99999999999999,1.4210854715202004e-14,0.0,21.548021065591694,1,163,8,0,WAIT,low
wait_only,57,132,08:00,120,123.26606362700849,7.640616142273881,115.62544748473461,3,9.516664005469192,0.0,95.0709951005631,15.412340893967723,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,21.830331835068232,1,170,4,0,WAIT,low
wait_only,58,132,08:00,120,96.54715129606119,7.614621736110604,88.93252955995058,3,45.45085013903063,0.0,74.54914986096938,0.0,0.0,120.0,0.0,0.0,21.756062103173157,0,161,12,0,WAIT,low
wait_only,59,132,08:00,120,142.02842079410522,8.534958274668671,133.49346251943655,5,21.21393827060212,0.0,91.46348727718706,7.32257445221083,0.0,120.0,0.0,0.0,24.38559507048192,1,161,7,0,WAIT,low
wait_only,60,132,08:00,120,136.65777655857113,7.879482233813023,128.7782943247581,4,35.603455325499,0.0,84.396544674501,0.0,0.0,120.0,0.0,0.0,22.512806382322925,0,162,10,0,WAIT,low
wait_only,61,132,08:00,120,82.02801680698666,6.708285618396244,75.31973118859041,2,21.202528641444495,0.0,98.7974713585555,0.0,0.0,120.0,0.0,0.0,19.16653033827498,0,161,6,0,WAIT,low
wait_only,62,132,08:00,120,166.12423338808236,8.208537764411917,157.91569562367044,4,15.670122346127888,0.0,104.32987765387212,0.0,0.0,120.0,0.0,0.0,23.452965041176906,0,50,6,0,WAIT,low
wait_only,63,132,08:00,120,109.77349922936286,6.777236271226262,102.9962629581366,4,32.21238976348053,0.0,77.58448023330757,10.203130003211896,0.0,120.0,0.0,0.0,19.36353220350361,1,163,9,0,WAIT,low
wait_only,64,132,08:00,120,87.13155597051353,6.257103050255705,80.87445292025782,1,31.26133949224702,0.0,81.86095939696473,6.8777011107882515,0.0,120.0,0.0,0.0,17.877437286444874,1,162,8,0,WAIT,low
wait_only,65,132,08:00,120,96.05468333554813,5.325810449270639,90.7288728862775,3,40.973985790535785,0.0,76.64575321650914,2.380260992955087,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,15.216601283630398,1,234,10,0,WAIT,low
wait_only,66,132,08:00,120,53.83389513258702,7.367883785617675,46.46601134696934,2,8.135795765665215,0.0,76.27237328628671,35.59183094804807,0.0,119.99999999999999,1.4210854715202004e-14,0.0,21.051096530336217,1,138,4,0,WAIT,low
wait_only,67,132,08:00,120,116.23602546588086,7.608948523801274,108.62707694207958,3,24.887045342136087,0.0,95.11295465786392,0.0,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,21.739852925146497,0,246,7,0,WAIT,low
wait_only,68,132,08:00,120,99.36085294734738,5.416377228634108,93.94447571871328,2,26.7076948674079,0.0,92.91128120781444,0.381023924777665,0.0,120.0,0.0,0.0,15.475363510383165,1,170,7,0,WAIT,low
wait_only,69,132,08:00,120,87.53375033435198,6.925827535537214,80.60792279881477,3,38.85457646612455,0.0,71.48026910001133,9.665154433864132,0.0,120.0,0.0,0.0,19.78807867296347,1,90,10,0,WAIT,low
wait_only,70,132,08:00,120,136.80750798245657,8.877564741080587,127.92994324137598,5,42.21257088197074,0.0,77.78742911802927,0.0,0.0,120.0,0.0,0.0,25.364470688801678,0,229,12,0,WAIT,low
wait_only,71,132,08:00,120,111.327258980613,7.347268707194782,103.97999027341821,4,24.624722581014083,0.0,95.37527741898592,0.0,0.0,120.0,0.0,0.0,20.99219630627081,0,249,8,0,WAIT,low
wait_only,72,132,08:00,120,168.0702510414252,7.856186752477587,160.2140642889476,6,74.96814985723212,0.0,45.03185014276789,0.0,0.0,120.0,0.0,0.0,22.446247864221682,0,163,19,0,WAIT,low
wait_only,73,132,08:00,120,80.21341594866666,9.034196260464395,71.17921968820227,2,5.570869628754771,0.0,96.51517838252225,17.91395198872297,0.0,120.0,0.0,0.0,25.811989315612557,1,230,3,0,WAIT,low
wait_only,74,132,08:00,120,131.44700585348016,9.008238087799919,122.43876776568024,4,24.993983219491444,0.0,95.00601678050856,0.0,0.0,120.0,0.0,0.0,25.737823107999763,0,163,8,0,WAIT,low
wait_only,75,132,08:00,120,119.02663724093306,6.7053262851664135,112.32131095576665,4,31.378134649068514,0.0,88.62186535093147,0.0,0.0,119.99999999999999,1.4210854715202004e-14,0.0,19.15807510047547,0,234,10,0,WAIT,low
wait_only,76,132,08:00,120,83.69493743942245,7.315769205299877,76.37916823412257,3,26.392600266269085,0.0,84.37842264829347,9.22897708543745,0.0,120.0,0.0,0.0,20.902197729428224,1,239,8,0,WAIT,low
wait_only,77,132,08:00,120,132.1133106942645,7.737039730284643,124.37627096397986,3,10.448945304001029,0.0,104.05242103737416,5.498633658624826,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,22.105827800813266,1,236,4,0,WAIT,low
wait_only,78,132,08:00,120,131.21048753554763,7.282385486008414,123.92810204953922,3,29.414449391777396,0.0,78.75535766148388,11.83019294673872,0.0,120.0,0.0,0.0,20.806815674309757,1,231,8,0,WAIT,low
wait_only,79,132,08:00,120,99.52041989841219,6.044735856827617,93.47568404158457,2,44.088208588657075,0.0,72.47471171991765,3.437079691425282,0.0,120.0,0.0,0.0,17.27067387665034,1,161,11,0,WAIT,low
wait_only,80,132,08:00,120,118.89206248569464,7.286730407124585,111.60533207857006,4,23.820326137991565,0.0,89.21755265879338,6.962121203215048,0.0,120.0,0.0,0.0,20.819229734641674,1,41,8,0,WAIT,low
wait_only,81,132,08:00,120,152.7313154039248,10.123306044531613,142.6080093593932,3,6.282381469757583,0.0,113.71761853024242,0.0,0.0,120.0,0.0,0.0,28.92373155580461,0,138,4,0,WAIT,low
wait_only,82,132,08:00,120,125.63525014164057,6.783958479415694,118.85129166222488,4,16.53393206594518,0.0,98.39120780660696,5.074860127447849,0.0,119.99999999999999,1.4210854715202004e-14,0.0,19.38273851261627,1,137,6,0,WAIT,low
wait_only,83,132,08:00,120,149.6305871102069,6.176787022906968,143.45380008729992,5,15.311829901256427,0.0,93.30701580226014,11.38115429648343,0.0,120.0,0.0,0.0,17.64796292259134,1,236,7,0,WAIT,low
wait_only,84,132,08:00,120,87.24026899934387,6.858009155058787,80.38225984428509,1,0.9554385637391117,0.0,113.34466204156867,5.699899394692224,0.0,120.0,0.0,0.0,19.594311871596535,1,230,2,0,WAIT,low
wait_only,85,132,08:00,120,104.9984683599427,6.232960649040396,98.76550771090231,3,20.143592033945097,0.0,95.13663333184316,4.7197746342117455,0.0,120.0,0.0,0.0,17.808458997258278,1,113,7,0,WAIT,low
wait_only,86,132,08:00,120,150.12270807786,9.163936165927524,140.9587719119325,5,31.693913762800758,0.0,77.74141130221916,10.564674934980061,0.0,119.99999999999999,1.4210854715202004e-14,0.0,26.182674759792924,1,68,9,0,WAIT,low
wait_only,87,132,08:00,120,136.74685278123945,7.2431701513255495,129.5036826299139,5,42.94742636739632,0.0,77.0525736326037,0.0,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,20.694771860930143,0,162,13,0,WAIT,low
wait_only,88,132,08:00,120,90.83395502559709,7.047933389303493,83.7860216362936,2,7.3938149580448655,0.0,112.60618504195511,0.0,0.0,119.99999999999999,1.4210854715202004e-14,0.0,20.136952540867124,0,68,4,0,WAIT,low
wait_only,89,132,08:00,120,108.25987326963245,8.08751163330059,100.17236163633186,2,12.05478656736642,0.0,91.40606551868392,16.539147913949662,0.0,120.0,0.0,0.0,23.107176095144542,1,161,5,0,WAIT,low
wait_only,90,132,08:00,120,92.77373884381086,6.282856398849013,86.49088244496184,4,41.268137879290855,0.0,78.73186212070915,0.0,0.0,120.0,0.0,0.0,17.951018282425757,0,246,12,0,WAIT,low
wait_only,91,132,08:00,120,110.85141860940075,7.1051628960595545,103.7462557133412,3,28.996423285213005,0.0,83.97298096996883,7.0305957448181715,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,20.300465417313017,1,236,7,0,WAIT,low
wait_only,92,132,08:00,120,94.35000212195945,8.08630166087084,86.2637004610886,2,20.713777800699972,0.0,99.28622219930003,0.0,0.0,120.0,0.0,0.0,23.103719031059544,0,230,6,0,WAIT,low
wait_only,93,132,08:00,120,103.95119209738424,6.500352363330333,97.4508397340539,3,34.91655889393596,0.0,85.08344110606404,0.0,0.0,120.0,0.0,0.0,18.572435323800953,0,246,9,0,WAIT,low
wait_only,94,132,08:00,120,98.72173058797782,7.3811003471537,91.34063024082411,2,12.958392860587708,0.0,86.7543809820701,20.28722615734219,0.0,120.0,0.0,0.0,21.08885813472486,1,237,4,0,WAIT,low
wait_only,95,132,08:00,120,203.38130621659172,8.329155760294782,195.05215045629694,7,43.10512977449786,0.0,72.84614489868892,4.048725326813198,0.0,119.99999999999999,1.4210854715202004e-14,0.0,23.797587886556524,1,90,14,0,WAIT,low
wait_only,96,132,08:00,120,155.34030661630382,10.381187825072788,144.95911879123102,3,32.43938400849977,0.0,71.04714168256113,16.513474308939095,0.0,120.0,0.0,0.0,29.660536643065107,1,170,9,0,WAIT,low
wait_only,97,132,08:00,120,125.67517484774451,7.894896463565853,117.78027838417866,6,25.913009446525635,0.0,94.08699055347437,0.0,0.0,120.0,0.0,0.0,22.556847038759578,0,263,11,0,WAIT,low
wait_only,98,132,08:00,120,151.63030782267907,7.057177985322093,144.573129837357,5,18.898575777417214,0.0,101.10142422258278,0.0,0.0,120.0,0.0,0.0,20.16336567234884,0,170,8,0,WAIT,low
wait_only,99,132,08:00,120,93.65884656374041,6.177241491504861,87.48160507223555,3,7.242423664879132,0.0,106.44751061609361,6.31006571902725,0.0,119.99999999999999,1.4210854715202004e-14,0.0,17.6492614042996,1,231,4,0,WAIT,low
wait_only,100,132,08:00,120,104.18149311220913,6.497337903495357,97.68415520871378,2,13.529383558279008,0.0,90.79930993254769,15.671306509173306,0.0,120.0,0.0,0.0,18.563822581415305,1,68,5,0,WAIT,low
wait_only,101,132,08:00,120,156.2077406132666,9.840229339245319,146.36751127402127,7,22.553538915343548,0.0,86.05890677717989,11.387554307476577,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,28.114940969272343,1,162,11,0,WAIT,low
wait_only,102,132,08:00,120,132.48745378848284,8.44095682240978,124.04649696607306,6,43.416689524090856,0.0,71.26037500764849,5.322935468260653,0.0,120.0,0.0,0.0,24.117019492599372,1,234,13,0,WAIT,low
wait_only,103,132,08:00,120,90.20321461987918,6.4370801624371925,83.76613445744198,2,20.835215833604593,0.0,91.36969383610793,7.795090330287479,0.0,120.0,0.0,0.0,18.39165760696341,1,161,6,0,WAIT,low
wait_only,104,132,08:00,120,137.47550269776013,8.048052997160818,129.4274497005993,5,18.235785542007136,0.0,101.76421445799286,0.0,0.0,120.0,0.0,0.0,22.994437134745194,0,162,7,0,WAIT,low
wait_only,105,132,08:00,120,139.40993486613095,9.102512736131612,130.30742212999934,5,40.47960373839303,0.0,79.52039626160698,0.0,0.0,120.0,0.0,0.0,26.007179246090327,0,141,12,0,WAIT,low
wait_only,106,132,08:00,120,86.22032418036126,5.420518062437765,80.7998061179235,1,0.39741058297801307,0.0,103.09255480135823,16.510034615663756,0.0,120.0,0.0,0.0,15.487194464107901,1,48,2,0,WAIT,low
wait_only,107,132,08:00,120,80.01863511711441,5.902575997901955,74.11605911921245,6,38.613352001278514,0.0,81.38664799872147,0.0,0.0,119.99999999999999,1.4210854715202004e-14,0.0,16.864502851148444,0,131,11,0,WAIT,low
wait_only,108,132,08:00,120,106.24037280995799,6.9516658777627995,99.2887069321952,3,18.011373600823674,0.0,93.90471955474159,8.083906844434736,0.0,120.0,0.0,0.0,19.86190250789371,1,238,5,0,WAIT,low
wait_only,109,132,08:00,120,100.9592392809046,7.456195676941605,93.503043603963,4,21.426492874498468,0.0,81.56408965218954,17.009417473312013,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,21.30341621983316,1,161,8,0,WAIT,low
wait_only,110,132,08:00,120,114.82542835874796,7.421077288015289,107.40435107073267,3,5.7796603230791295,0.0,109.22087299761964,4.999466679301236,0.0,120.0,0.0,0.0,21.20307796575797,1,236,4,0,WAIT,low
wait_only,111,132,08:00,120,90.33943164727566,6.43937141169094,83.90006023558472,2,5.168770622396354,0.0,114.83122937760365,0.0,0.0,120.0,0.0,0.0,18.39820403340269,0,75,3,0,WAIT,low
wait_only,112,132,08:00,120,161.17712986855955,12.320593019928864,148.8565368486307,2,9.480601686394659,0.0,90.46559635123577,20.053801962369562,0.0,120.0,0.0,0.0,35.201694342653894,1,132,4,0,WAIT,low
wait_only,113,132,08:00,120,130.84062103458626,9.102799190042887,121.73782184454338,3,24.877397055791974,0.0,92.19655145573739,2.926051488470634,0.0,120.0,0.0,0.0,26.007997685836823,1,230,8,0,WAIT,low
wait_only,114,132,08:00,120,190.81098399484472,9.210068514632788,181.60091548021194,4,8.613781647676404,0.0,111.38621835232361,0.0,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,26.314481470379395,0,48,5,0,WAIT,low
wait_only,115,132,08:00,120,113.565868509089,6.960844120055402,106.6050243890336,2,34.10429377955378,0.0,80.67569815349567,5.220008066950555,0.0,120.0,0.0,0.0,19.88812605730115,1,142,9,0,WAIT,low
wait_only,116,132,08:00,120,106.56617787861197,8.191097396301478,98.3750804823105,3,42.890120322465805,0.0,77.1098796775342,0.0,0.0,120.0,0.0,0.0,23.403135418004226,0,162,11,0,WAIT,low
wait_only,117,132,08:00,120,185.82945592857172,8.854306516989183,176.97514941158255,6,11.053636541353828,0.0,106.77970451916,2.1666589394861546,0.0,119.99999999999999,1.4210854715202004e-14,0.0,25.298018619969096,1,234,7,0,WAIT,low
wait_only,118,132,08:00,120,117.73734364000572,7.0772041001628105,110.6601395398429,4,62.42765893420042,0.0,57.57234106579958,0.0,0.0,120.0,0.0,0.0,20.22058314332232,0,144,16,0,WAIT,low
wait_only,119,132,08:00,120,120.55691260370115,7.3975749457810505,113.1593376579201,3,17.943164323465997,0.0,102.05683567653398,0.0,0.0,119.99999999999997,2.842170943040401e-14,0.0,21.135928416517288,0,140,6,0,WAIT,low
wait_only,120,132,08:00,120,86.91196382886852,6.901269659941629,80.01069416892689,3,8.11799740459913,0.0,97.78229395379385,14.099708641606995,0.0,119.99999999999999,1.4210854715202004e-14,0.0,19.717913314118945,1,68,5,0,WAIT,low
wait_only,121,132,08:00,120,69.33956609578345,6.660803647188596,62.67876244859486,2,6.49141783511199,0.0,106.06487835234445,7.443703812543561,0.0,120.0,0.0,0.0,19.03086756339599,1,100,3,0,WAIT,low
wait_only,122,132,08:00,120,119.17054620648943,7.309201633168659,111.86134457332078,4,32.64544901134079,0.0,56.00144234575609,31.353108642903123,0.0,120.0,0.0,0.0,20.88343323762474,1,230,9,0,WAIT,low
