origin,destination,trip_count,revenue_sum,revenue_sq_sum,duration_sum,duration_sq_sum,distance_sum,distance_sq_sum,avg_driver_revenue,avg_duration_min,avg_distance_miles,revenue_std,duration_std,distance_std
2,163,1,90.42,8175.776400000001,48.93333333333333,2394.471111111111,18.49,341.88009999999997,90.42,48.93333333333333,18.49,0.0,0.0,0.0
2,164,1,86.34,7454.595600000001,46.4,2152.96,17.26,297.90760000000006,86.34,46.4,17.26,0.0,0.0,0.0
2,169,1,80.7,6512.490000000001,64.85,4205.522499999999,22.58,509.85639999999995,80.7,64.85,22.58,0.0,0.0,0.0
2,170,1,87.94,7733.4436,52.46666666666667,2752.751111111111,16.73,279.8929,87.94,52.46666666666667,16.73,0.0,0.0,0.0
2,201,1,41.52,1723.9104000000002,9.316666666666666,86.80027777777778,1.4,1.9599999999999997,41.52,9.316666666666666,1.4,0.0,0.0,0.0
2,219,1,11.4,129.96,7.883333333333334,62.14694444444445,5.94,35.28360000000001,11.4,7.883333333333334,5.94,0.0,0.0,0.0
2,228,1,102.18,10440.752400000001,43.15,1861.9225,27.53,757.9009000000001,102.18,43.15,27.53,0.0,0.0,0.0
2,230,2,172.68,14909.191200000001,123.69999999999999,8424.400555555556,38.4,737.3137999999999,86.34,61.849999999999994,19.2,0.0,19.666666666666693,0.12999999999986217
2,235,1,98.53,9708.1609,49.75,2475.0625,24.27,589.0328999999999,98.53,49.75,24.27,0.0,0.0,0.0
2,237,2,189.02,17864.2802,107.61666666666667,5894.113611111112,36.65,672.2724999999999,94.51,53.80833333333334,18.325,0.0,7.191666666666674,0.5749999999999981
3,3,48,445.32,7555.2054,313.3333333333333,10894.562777777777,122.68,2996.1595999999995,9.2775,6.527777777777778,2.5558333333333336,8.445596855758627,13.577856058830532,7.4758081595830745
3,4,3,155.85,8348.0225,235.28333333333333,19842.51861111111,35.36,583.1936000000001,51.949999999999996,78.42777777777778,11.786666666666667,9.158147556502158,21.523395252837698,7.447976608150402
3,7,2,82.0,3374.5,81.80000000000001,3612.4250000000006,24.200000000000003,293.80000000000007,41.0,40.900000000000006,12.100000000000001,2.5,11.549999999999997,0.7000000000000065
3,10,1,50.93,2593.8649,30.433333333333334,926.1877777777778,15.67,245.5489,50.93,30.433333333333334,15.67,0.0,0.0,0.0
3,14,1,67.5,4556.25,137.16666666666666,18814.69444444444,21.0,441.0,67.5,137.16666666666666,21.0,0.0,0.0,0.0
3,18,35,637.05,12846.3665,613.0166666666667,11863.089722222221,104.86,348.0884,18.20142857142857,17.514761904761905,2.996,5.978882907059367,5.672612806672224,0.9845642981252454
3,20,31,496.15,8377.9999,459.6333333333333,7852.996666666667,75.51,197.5165,16.00483870967742,14.826881720430107,2.4358064516129034,3.7554226350084527,5.786713364825938,0.6620777373397753
3,24,2,64.8,2324.24,76.96666666666667,2988.578888888889,19.78,195.62420000000003,32.4,38.483333333333334,9.89,10.599999999999996,3.6499999999999986,0.0
3,28,1,39.74,1579.2676000000001,21.483333333333334,461.53361111111116,12.94,167.44359999999998,39.74,21.483333333333334,12.94,0.0,0.0,0.0
3,31,5,67.15,953.1793,38.916666666666664,309.28527777777776,8.33,14.425699999999999,13.430000000000001,7.783333333333333,1.666,3.2048338490474,1.1299459180765161,0.3310347413792092
3,32,43,430.82,5671.5626,414.23333333333335,8147.505555555556,55.72,89.5616,10.019069767441861,9.633333333333333,1.2958139534883721,5.613826292850117,9.832383346569733,0.6353692665856441
3,35,6,299.0,14923.5,440.23333333333335,39730.97222222222,106.3,1901.55,49.833333333333336,73.37222222222222,17.716666666666665,1.9720265943664874,35.19013654245381,1.7449132420330462
3,36,3,149.76,7498.6376,139.89999999999998,6557.044999999999,44.81,670.1261000000001,49.919999999999995,46.633333333333326,14.936666666666667,2.745808927559877,3.318717958623351,0.5209179931194011
3,37,5,266.53,14326.7701,191.95,7718.813611111112,73.24,1173.6984,53.306,38.39,14.648,4.88102284362612,8.364844423073398,4.491745317802426
3,38,1,50.5,2550.25,26.533333333333335,704.0177777777778,4.9,24.010000000000005,50.5,26.533333333333335,4.9,0.0,0.0,0.0
3,39,2,130.25,8485.3397,84.25,3587.6047222222223,40.51,821.3620999999999,65.125,42.125,20.255,1.1850000000000946,4.391666666666673,0.6449999999999927
3,41,19,651.16,23321.716,760.3666666666667,38813.82277777778,181.98,1765.6582,34.27157894736842,40.01929824561404,9.577894736842104,7.27444934661031,21.006869012453308,1.0923879152300855
3,42,57,2087.5299999999997,84254.5359,2195.75,104792.80861111112,534.1800000000001,5453.9828,36.62333333333333,38.521929824561404,9.371578947368421,11.699624275468642,18.829000215154494,2.8031084183760737
3,43,1,41.5,1722.25,101.28333333333333,10258.31361111111,9.4,88.36000000000001,41.5,101.28333333333333,9.4,0.0,0.0,0.0
3,45,9,459.5,23492.25,612.4,49274.02111111111,126.9,1984.99,51.05555555555556,68.04444444444444,14.100000000000001,1.892154040658461,29.066214318600494,4.663093870430276
3,46,2,36.7,673.4788,28.833333333333332,416.7077777777777,9.5,45.585800000000006,18.35,14.416666666666666,4.75,0.12999999999986217,0.7166666666666515,0.48000000000000315
3,47,18,431.86,11189.0402,435.68333333333334,11926.858055555556,73.45,365.69870000000003,23.992222222222225,24.20462962962963,4.080555555555556,6.781343324441738,8.760087316979062,1.9145915497748174
3,48,10,493.52,24510.413399999998,420.90000000000003,22697.754444444443,185.05,4546.7035,49.352,42.09,18.505000000000003,3.92701362360765,22.320558784323573,10.594117471502752
3,49,1,52.62,2768.8644,33.2,1102.2400000000002,18.18,330.5124,52.62,33.2,18.18,0.0,0.0,0.0
3,50,10,516.5,29993.7072,468.45,24136.05861111111,139.7,2098.8954,51.65,46.845,13.969999999999999,18.21121138200312,14.803777764851482,3.8377910313095493
3,51,73,905.7,13361.5888,716.1666666666666,9413.316111111111,129.64000000000001,277.25100000000003,12.406849315068493,9.810502283105022,1.7758904109589042,5.394956263667304,5.7187044618371825,0.8026033593088204
3,53,3,73.5,1840.2505999999998,41.95,592.8963888888889,20.150000000000002,135.5025,24.5,13.983333333333334,6.716666666666668,3.628617734987605,1.4486264247619152,0.23213980461969608
3,55,3,225.5,16950.75,245.28333333333333,21933.804722222223,55.2,1180.26,75.16666666666667,81.7611111111111,18.400000000000002,0.4714045207904958,25.02776359600045,7.406753674856479
3,56,1,27.45,753.5024999999999,13.983333333333333,195.5336111111111,10.91,119.02810000000001,27.45,13.983333333333333,10.91,0.0,0.0,0.0
3,58,7,104.14,1557.085,84.36666666666667,1029.3133333333333,22.09,69.89330000000001,14.877142857142857,12.052380952380954,3.1557142857142857,1.054198602672927,1.335992246776405,0.16193977212507213
3,59,1,17.32,299.9824,14.633333333333333,214.13444444444443,4.75,22.5625,17.32,14.633333333333333,4.75,0.0,0.0,0.0
3,60,9,192.97,4224.6557,158.63333333333333,2850.396666666667,42.45,216.49810000000002,21.441111111111113,17.625925925925927,4.716666666666667,3.1120641397433486,2.4571275901981657,1.34476763792114
3,61,9,496.36,27660.5296,599.9833333333333,43235.8575,160.43,2869.5149,55.15111111111111,66.66481481481482,17.825555555555557,5.634458357966092,18.968042396966357,1.041421156252992
3,62,1,55.5,3080.25,123.06666666666666,15145.404444444444,15.5,240.25,55.5,123.06666666666666,15.5,0.0,0.0,0.0
3,63,2,103.64,5450.509599999999,90.9,4316.365555555556,31.200000000000003,492.5,51.82,45.45,15.600000000000001,6.319999999999957,9.616666666666662,1.6999999999999875
3,67,1,64.5,4160.25,138.51666666666668,19186.86694444445,21.7,470.89,64.5,138.51666666666668,21.7,0.0,0.0,0.0
3,68,3,143.98,6934.7404,148.81666666666666,8188.1580555555565,48.28,781.8704,47.99333333333333,49.605555555555554,16.093333333333334,2.867069739104583,16.391304906663482,1.2759658650954957
3,69,35,1170.54,40829.9396,1001.8833333333333,31278.061944444446,241.2,1784.5384,33.443999999999996,28.625238095238096,6.8914285714285715,6.933149851052059,8.617114174092297,1.869498241098234
3,71,1,82.73,6844.2529,57.46666666666667,3302.417777777778,18.9,357.2099999999999,82.73,57.46666666666667,18.9,0.0,0.0,0.0
3,72,1,62.42,3896.2564,39.666666666666664,1573.4444444444443,19.86,394.4196,62.42,39.666666666666664,19.86,0.0,0.0,0.0
3,74,25,918.32,34369.654,916.9333333333334,40755.705555555556,216.65,1920.7699,36.732800000000005,36.67733333333334,8.666,5.048520987378352,16.88198571785255,1.315765936631588
3,75,38,1426.74,55441.392,1625.7166666666667,78105.64416666667,346.81,3216.3153,37.54578947368421,42.78201754385965,9.12657894736842,7.021231572721686,15.00368832898685,1.1599280293367378
3,76,9,495.88,27383.508,499.6333333333333,32438.06388888889,158.54,2815.727,55.09777777777778,55.51481481481481,17.615555555555556,2.61665510731109,22.854641915034943,1.5971092713685353
3,77,4,220.92000000000002,12338.7254,157.0,6302.653888888888,68.43,1171.7765,55.230000000000004,39.25,17.1075,5.859048557573108,5.924607347514435,0.5268479382136211
3,78,37,725.05,14857.8631,639.6333333333333,11778.153888888888,138.18,600.479,19.595945945945946,17.287387387387387,3.734594594594595,4.190795873236036,4.4130171993640515,1.5106175479541457
3,79,4,198.67,9929.8869,185.76666666666668,9756.070000000002,58.17,851.7169000000001,49.6675,46.44166666666667,14.5425,3.951097157752535,16.798484968062514,1.2020477319973728
3,80,3,147.34,7251.9756,117.6,4811.228888888889,44.0,646.32,49.11333333333334,39.199999999999996,14.666666666666666,2.281597880628462,8.191639821364424,0.57348835113622
3,81,52,572.5,7483.901,411.6,4327.732222222223,64.65,104.5723,11.009615384615385,7.915384615384616,1.2432692307692308,4.765452985788793,4.535670407850664,0.6821197761780949
3,82,3,132.07999999999998,5882.5064,100.3,3486.4722222222217,22.009999999999998,231.3901,44.026666666666664,33.43333333333333,7.336666666666666,4.7421607826906556,6.6610531922234015,4.827354923304849
3,86,2,128.0,8192.5,210.18333333333334,22093.798055555555,47.6,1142.56,64.0,105.09166666666667,23.8,0.5,1.625,2.1999999999999815
3,87,10,556.35,31101.850099999996,641.9666666666667,49419.791666666664,170.54,2926.6474,55.635000000000005,64.19666666666667,17.054,3.864166792466302,28.64903411208752,1.351230550276328
3,88,15,812.39,44272.5751,627.3666666666667,32683.955555555556,261.51,4584.0245,54.15933333333333,41.824444444444445,17.434,4.274531501294183,20.727909139224597,1.287352839486267
3,89,2,151.37,11663.906900000002,126.7,8082.625000000001,28.97,688.0549,75.685,63.35,14.485,10.185000000000008,5.300000000000014,11.585
3,90,9,493.38,27293.581400000003,366.8666666666667,17469.496666666666,137.14000000000001,2115.7916,54.82,40.762962962962966,15.23777777777778,5.233331210190689,16.716340378961377,1.702375972168673
3,91,2,137.91,9513.8181,151.85,13860.518055555554,30.4,516.16,68.955,75.925,15.2,1.4550000000001606,34.141666666666666,5.199999999999999
3,92,6,185.34,5926.5894,99.0,1659.3966666666665,49.25,407.5175,30.89,16.5,8.208333333333334,5.794204000550898,2.077525237177895,0.7367816652321236
3,93,2,69.54,2455.4036,33.3,607.49,19.259999999999998,187.35559999999998,34.77,16.65,9.629999999999999,4.32999999999998,5.150000000000004,0.9700000000000069
3,94,14,335.27,8390.3209,305.3333333333333,7257.251111111111,54.26,212.387,23.947857142857142,21.809523809523807,3.8757142857142854,5.080233654035209,6.536034773996662,0.38644375465286973
3,95,3,125.44,5247.680600000001,103.36666666666667,3933.221111111111,36.4,442.2552,41.81333333333333,34.455555555555556,12.133333333333333,0.9338213010113553,11.130516387918767,0.44790872085975514
3,97,6,352.13,20758.9287,272.16666666666663,14584.084444444445,106.47999999999999,1992.8214,58.68833333333333,45.36111111111111,17.746666666666666,3.9371284657165484,19.314511112274452,4.1464107638079275
3,98,1,39.5,1560.25,45.983333333333334,2114.4669444444444,9.2,84.63999999999999,39.5,45.983333333333334,9.2,0.0,0.0,0.0
3,100,41,1963.01,94460.7205,2428.5333333333333,156123.1861111111,553.0,7866.8136,47.878292682926826,59.232520325203254,13.487804878048781,3.404277010338197,17.30292241213212,3.154777648378397
3,106,1,61.5,3782.25,87.85,7717.622499999999,17.7,313.28999999999996,61.5,87.85,17.7,0.0,0.0,0.0
3,107,1,49.38,2438.3844000000004,26.866666666666667,721.8177777777778,16.41,269.2881,49.38,26.866666666666667,16.41,0.0,0.0,0.0
3,113,2,118.0,6986.5,133.55,9047.674722222222,29.97,449.39689999999996,59.0,66.775,14.985,3.5,8.058333333333257,0.38499999999999546
3,114,1,51.5,2652.25,80.86666666666666,6539.417777777777,13.6,184.95999999999998,51.5,80.86666666666666,13.6,0.0,0.0,0.0
3,116,22,799.45,30725.1871,846.1,35741.28888888889,193.36,1824.2766000000001,36.33863636363637,38.45909090909091,8.789090909090909,8.723698806570999,12.06243619051812,2.3819203656082166
3,117,3,195.5,12742.75,263.1166666666667,23673.56027777778,62.9,1336.9099999999999,65.16666666666667,87.70555555555556,20.966666666666665,0.9428090415814738,14.103981138338794,2.4567367696917715
3,119,17,530.04,17112.015,479.1333333333333,18077.02888888889,144.29,1313.9891,31.178823529411762,28.184313725490195,8.487647058823528,5.871122632755874,16.401192040398186,2.292013061793615
3,121,4,167.42000000000002,7012.927000000001,108.41666666666667,2970.3819444444443,52.269999999999996,684.7104999999999,41.855000000000004,27.104166666666668,13.067499999999999,1.1792900406599505,2.821282583625155,0.6465823613430878
3,124,2,109.25999999999999,6036.386,82.26666666666668,3526.144444444445,43.97,968.4665,54.629999999999995,41.13333333333334,21.985,5.810000000000044,8.433333333333318,0.945000000000012
3,125,1,69.03,4765.1409,54.75,2997.5625,19.12,365.5744,69.03,54.75,19.12,0.0,0.0,0.0
3,126,26,650.06,16755.3708,528.05,11820.564166666667,157.06,986.9478,25.00230769230769,20.309615384615384,6.0407692307692304,4.395673841484408,6.492811891802153,1.211873702092131
3,127,10,278.65999999999997,7964.888,254.56666666666666,6686.707777777778,55.06,330.4818,27.865999999999996,25.456666666666667,5.506,4.46932254374197,4.54190488671878,1.652919840766635
3,128,1,24.82,616.0324,23.2,538.24,4.85,23.522499999999997,24.82,23.2,4.85,0.0,0.0,0.0
3,129,5,186.1,7012.731000000001,126.18333333333334,3357.353611111111,57.06,660.2178,37.22,25.236666666666668,11.412,4.149433696301262,5.880593318516226,1.3452940199079098
3,130,6,261.16,11397.033,245.58333333333331,12494.910833333333,80.44,1085.5585999999998,43.52666666666667,40.93055555555555,13.406666666666666,2.221438472901857,20.178571822665482,1.089826693663823
3,131,2,95.17,4537.3589,52.150000000000006,1361.0647222222224,26.43,349.8029,47.585,26.075000000000003,13.215,2.084999999999995,0.7916666666666508,0.5150000000000147
3,132,4,332.67,27685.319900000002,143.95,5372.704166666666,70.0,1225.26,83.1675,35.9875,17.5,2.1205939616060583,6.9336776256663954,0.25495097567963476
3,133,2,125.0,7812.5,156.05,13504.502499999999,26.2,498.09999999999997,62.5,78.025,13.1,0.0,25.774999999999967,8.8
3,134,1,39.56,1564.9936000000002,25.05,627.5025,12.29,151.0441,39.56,25.05,12.29,0.0,0.0,0.0
3,136,14,311.31,7118.541300000001,266.1,5197.2827777777775,53.54,210.2776,22.236428571428572,19.00714285714286,3.8242857142857143,3.7427904165262627,3.1564227434149665,0.6282255541911491
3,137,16,741.82,34812.7354,968.05,64344.32194444445,225.32,3256.904,46.36375,60.503125,14.0825,5.1184615303330885,18.997157333721102,2.289037734507672
3,138,1,6.5,42.25,3.933333333333333,15.47111111111111,0.96,0.9216,6.5,3.933333333333333,0.96,0.0,0.0,0.0
3,139,1,55.57,3088.0249,27.816666666666666,773.7669444444444,18.25,333.0625,55.57,27.816666666666666,18.25,0.0,0.0,0.0
3,140,13,580.86,26429.8994,573.9666666666667,29486.440000000002,155.26,1883.1466,44.681538461538466,44.15128205128205,11.943076923076923,6.052214910711886,17.856427009226447,1.4900820040179765
3,141,6,260.24,11341.3488,337.2166666666667,21454.721944444445,62.51,720.0825,43.373333333333335,56.20277777777778,10.418333333333333,2.996457167315325,20.421428960835932,3.387045992536205
3,142,20,964.5,46637.9548,1134.6833333333334,70108.66527777778,271.39,4076.8253,48.225,56.73416666666667,13.5695,2.499422933398761,16.931260925512245,4.439587227434551
3,143,10,485.0,23522.5,662.0500000000001,47559.37194444444,117.5,1504.05,48.5,66.20500000000001,11.75,0.0,19.308940142960793,3.5131894341182344
3,144,3,160.38,8596.9644,166.65,11113.484722222222,47.92,770.3544,53.46,55.550000000000004,15.973333333333334,2.771858582251256,24.87352824605722,1.2796179985535523
3,145,4,194.59,9814.9735,215.21666666666667,15775.501944444444,56.12,827.4423999999999,48.6475,53.80416666666667,14.03,9.336172596412297,32.3880708813703,3.1653909711124153
3,146,1,53.96,2911.6816,41.11666666666667,1690.5802777777778,12.72,161.79840000000002,53.96,41.11666666666667,12.72,0.0,0.0,0.0
3,147,18,437.3,11541.9028,419.58333333333337,11080.335277777778,108.99,674.9753,24.294444444444444,23.310185185185187,6.055,7.14120377513656,8.497614296444533,0.9141131099474396
3,148,5,271.81,14890.9515,179.41666666666666,6742.749722222223,80.26,1304.2754,54.362,35.88333333333333,16.052,4.791999165275339,7.806172771168553,1.7856024193532012
3,151,4,192.16,9390.463,148.61666666666667,5563.3997222222215,43.93000000000001,486.83970000000005,48.04,37.15416666666667,10.982500000000002,6.306675035230545,3.2276663181175813,1.0462402926670245
3,152,9,309.08,11954.838,280.5,9838.309444444443,99.50999999999999,1140.0699,34.34222222222222,31.166666666666668,11.056666666666665,12.2035694029591,11.035596164958612,2.103462753546063
3,153,1,31.43,987.8448999999999,16.0,256.0,10.5,110.25,31.43,16.0,10.5,0.0,0.0,0.0
3,155,1,78.24,6121.497599999999,53.63333333333333,2876.5344444444445,21.58,465.6963999999999,78.24,53.63333333333333,21.58,0.0,0.0,0.0
3,157,2,100.21000000000001,5313.1165,57.983333333333334,1916.1169444444445,26.11,340.8973,50.105000000000004,28.991666666666667,13.055,12.084999999999992,10.841666666666663,0.125
3,159,30,906.68,27729.9572,783.7166666666667,23426.35138888889,233.64000000000001,1920.8174,30.222666666666665,26.12388888888889,7.788,3.304894283062969,9.920726231008361,1.8369275071887472
3,160,1,60.04,3604.8016,27.9,778.41,15.44,238.3936,60.04,27.9,15.44,0.0,0.0,0.0
3,161,9,426.75,20474.5469,353.5833333333333,16643.319166666668,124.41,1750.9229,47.416666666666664,39.28703703703704,13.823333333333332,5.158427839737439,17.486749441667698,1.8607644784992232
3,162,6,274.92,12646.446000000002,279.8833333333333,14782.95638888889,74.2,921.5095999999999,45.82,46.64722222222222,12.366666666666667,2.875517344757345,16.966517726552855,0.8065289138579251
3,163,1,53.09,2818.5481000000004,28.533333333333335,814.1511111111112,13.15,172.9225,53.09,28.533333333333335,13.15,0.0,0.0,0.0
3,164,5,235.5,11133.25,303.26666666666665,18883.945,62.6,787.62,47.1,60.65333333333333,12.52,2.8705400188814267,9.89758331894993,0.87954533709185
3,165,1,95.26,9074.467600000002,65.61666666666666,4305.546944444443,27.39,750.2121000000001,95.26,65.61666666666666,27.39,0.0,0.0,0.0
3,166,13,507.09,20139.271099999998,516.5666666666667,22611.258888888886,136.34,1449.7664,39.00692307692307,39.73589743589744,10.487692307692308,5.2568671346160185,12.66436187896752,1.2364474784089698
3,167,23,646.36,18394.6114,587.85,19258.42916666667,146.34,982.2896000000001,28.102608695652176,25.558695652173913,6.362608695652174,3.1637157809343472,13.567464162691685,1.4917955839431287
3,168,34,1043.08,33509.901,774.9666666666667,18799.371666666666,265.27,2117.4105,30.678823529411762,22.79313725490196,7.8020588235294115,6.662965584529377,5.778891775905797,1.1851824863503355
3,169,30,788.71,21922.6217,636.2166666666667,14505.463055555556,137.76,736.4342,26.290333333333333,21.207222222222224,4.592,6.290662118480765,5.811123884625853,1.8604683998033051
3,170,8,399.85,20311.3023,401.25,21797.24027777778,109.91,1526.5531,49.98125,50.15625,13.73875,6.386504203200652,14.45702668807533,1.4373190103453073
3,173,3,108.97,4013.2787,91.81666666666666,2893.370277777778,25.22,326.55019999999996,36.32333333333333,30.605555555555554,8.406666666666666,4.286609641922444,5.268465468716858,6.178836639871798
3,174,39,593.02,9690.1184,563.2666666666667,9166.569444444445,91.92999999999999,240.6565,15.205641025641025,14.442735042735043,2.357179487179487,4.153679737090582,5.142727549714779,0.7838267362113506
