origin,destination,duration_min,distance_miles,confidence,edge_source
14,227,12.687430167597766,2.076759776536313,0.9470899470899471,historical_adjacency
227,14,15.18223443223443,2.11021978021978,0.9479166666666666,historical_adjacency
14,228,11.597278150633857,2.307091722595078,0.9781181619256017,historical_adjacency
228,14,11.927123483226266,2.3785438972162742,0.9790356394129979,historical_adjacency
15,16,8.393939393939394,2.0487272727272727,0.8461538461538461,historical_adjacency
16,15,7.6798245614035086,1.8434210526315788,0.7916666666666666,historical_adjacency
15,171,9.624603174603175,2.1004761904761904,0.6774193548387096,historical_adjacency
171,15,11.452777777777778,2.3408333333333333,0.5454545454545454,historical_adjacency
15,252,8.847777777777777,2.3746666666666667,0.6,historical_adjacency
252,15,11.570454545454545,2.123181818181818,0.6875,historical_adjacency
16,64,11.397222222222222,3.0772222222222223,0.6428571428571429,historical_adjacency
64,16,10.875833333333333,3.225,0.6666666666666666,historical_adjacency
16,98,11.721014492753623,2.425217391304348,0.696969696969697,historical_adjacency
98,16,10.652604166666666,2.574375,0.7619047619047619,historical_adjacency
16,171,10.618787878787879,2.3554545454545455,0.8461538461538461,historical_adjacency
171,16,11.396855345911948,2.13811320754717,0.8412698412698413,historical_adjacency
16,175,9.142391304347827,1.8771739130434781,0.8214285714285714,historical_adjacency
175,16,8.618032786885246,2.0801639344262295,0.8591549295774648,historical_adjacency
17,37,13.797231359649123,1.7974506578947367,0.9838187702265372,historical_adjacency
37,17,13.997694103911266,1.8963747810858143,0.9827882960413081,historical_adjacency
17,49,10.296169772256729,1.2137888198757762,0.9698795180722891,historical_adjacency
49,17,10.83974732750243,1.2923032069970846,0.9716713881019831,historical_adjacency
17,61,11.98546462063086,1.6681329923273658,0.9873737373737373,historical_adjacency
61,17,12.638969298245614,1.8135263157894737,0.987012987012987,historical_adjacency
17,80,14.634003831417624,2.1445402298850573,0.9720670391061452,historical_adjacency
80,17,13.455223285486442,2.1616985645933013,0.9766355140186916,historical_adjacency
17,217,9.6235368956743,0.9957633587786259,0.9632352941176471,historical_adjacency
217,17,10.865873015873015,1.0799319727891157,0.9671052631578947,historical_adjacency
17,225,9.918505338078292,1.4629537366548042,0.9825174825174825,historical_adjacency
225,17,10.675857843137255,1.353014705882353,0.9819494584837545,historical_adjacency
18,20,8.676225490196078,1.1591176470588236,0.8717948717948718,historical_adjacency
20,18,9.410416666666666,1.177375,0.8888888888888888,historical_adjacency
18,47,14.049765258215961,2.0550704225352114,0.8765432098765432,historical_adjacency
47,18,14.24491525423729,1.9791525423728813,0.855072463768116,historical_adjacency
18,94,9.365530303030303,1.1988636363636365,0.8148148148148148,historical_adjacency
94,18,8.87125,1.20925,0.8,historical_adjacency
18,136,9.402083333333334,1.28625,0.8,historical_adjacency
136,18,8.71025641025641,1.7607692307692309,0.7959183673469388,historical_adjacency
18,174,9.391580756013745,1.304536082474227,0.9065420560747663,historical_adjacency
174,18,9.385106382978725,1.9546808510638298,0.9038461538461539,historical_adjacency
18,241,8.181638418079096,1.1976271186440677,0.855072463768116,historical_adjacency
241,18,9.334057971014493,1.237536231884058,0.8734177215189873,historical_adjacency
19,64,9.729629629629631,3.338888888888889,0.6428571428571429,historical_adjacency
64,19,10.583333333333334,2.3516666666666666,0.375,historical_adjacency
19,101,8.536538461538461,2.0651923076923078,0.8387096774193549,historical_adjacency
101,19,7.566190476190476,1.9271428571428573,0.7777777777777778,historical_adjacency
19,175,7.690384615384615,2.453076923076923,0.7222222222222222,historical_adjacency
175,19,9.925,2.9325,0.4444444444444444,historical_adjacency
19,191,7.471712538226299,1.8511926605504587,0.9159663865546218,historical_adjacency
191,19,7.824479166666666,1.8847916666666666,0.9056603773584906,historical_adjacency
20,31,10.054166666666667,1.3275000000000001,0.2857142857142857,historical_adjacency
31,20,8.831818181818182,1.2045454545454546,0.5238095238095238,historical_adjacency
20,47,11.01604938271605,1.528148148148148,0.7297297297297297,historical_adjacency
47,20,10.250877192982456,1.556578947368421,0.7916666666666666,historical_adjacency
20,78,7.946938775510205,1.149795918367347,0.8305084745762712,historical_adjacency
78,20,8.596874999999999,1.1827083333333333,0.8275862068965517,historical_adjacency
20,94,10.44814814814815,1.1337037037037037,0.7297297297297297,historical_adjacency
94,20,9.452314814814816,1.1688888888888889,0.782608695652174,historical_adjacency
20,174,14.553395061728395,2.360740740740741,0.84375,historical_adjacency
174,20,13.231707317073171,2.247560975609756,0.803921568627451,historical_adjacency
21,22,10.406513409961686,1.40183908045977,0.9456521739130435,historical_adjacency
22,21,10.24054054054054,1.3772297297297298,0.9367088607594937,historical_adjacency
21,26,17.18148148148148,2.5965656565656565,0.908256880733945,historical_adjacency
26,21,16.54354005167959,2.2953488372093025,0.9280575539568345,historical_adjacency
21,108,10.256830601092895,1.5391803278688525,0.8591549295774648,historical_adjacency
108,21,9.770398009950249,1.4374626865671642,0.8701298701298701,historical_adjacency
21,123,11.648790322580645,1.4666935483870969,0.9253731343283582,historical_adjacency
123,21,11.488845144356954,1.4131496062992126,0.927007299270073,historical_adjacency
21,178,11.146376811594203,1.4069565217391304,0.696969696969697,historical_adjacency
178,21,9.1546875,1.310625,0.7619047619047619,historical_adjacency
22,26,16.14559043348281,1.8490134529147981,0.9570815450643777,historical_adjacency
26,22,14.96796875,1.865,0.9624060150375939,historical_adjacency
22,67,9.621130952380952,1.5294642857142857,0.9180327868852459,historical_adjacency
67,22,8.98927392739274,1.3389108910891088,0.9099099099099099,historical_adjacency
23,99,8.818781128449151,2.204695282112288,0.2,spatial_fallback
99,23,8.818781128449151,2.204695282112288,0.2,spatial_fallback
23,118,15.45,2.34,0.2,historical_adjacency
118,23,9.941666666666666,2.92,0.2,historical_adjacency
23,156,12.5,4.51,0.2,historical_adjacency
156,23,6.904151293499006,1.7260378233747515,0.2,spatial_fallback
23,187,8.717700987152389,2.1794252467880972,0.2,spatial_fallback
187,23,8.717700987152389,2.1794252467880972,0.2,spatial_fallback
23,251,10.001690577152146,2.5004226442880366,0.2,spatial_fallback
251,23,10.001690577152146,2.5004226442880366,0.2,spatial_fallback
24,41,7.895515097690942,1.0777264653641208,0.99,historical_adjacency
41,24,6.614344262295082,0.9436651053864168,0.99,historical_adjacency
24,43,11.27216242661448,1.8535225048923678,0.99,historical_adjacency
43,24,10.660064190738193,2.0202200825309493,0.99,historical_adjacency
24,151,4.330870602265951,0.6077710196779964,0.99,historical_adjacency
151,24,4.586963476406292,0.6935323913623034,0.99,historical_adjacency
24,166,4.8985024484682835,0.7300888281516913,0.99,historical_adjacency
166,24,5.025734997986307,0.7590455094643577,0.99,historical_adjacency
25,33,9.79601246105919,1.0465794392523364,0.981651376146789,historical_adjacency
33,25,9.169613259668509,1.1073756906077348,0.9731182795698925,historical_adjacency
25,40,8.05483630952381,1.1978125,0.9572649572649573,historical_adjacency
40,25,9.227450980392158,1.0561176470588234,0.9444444444444444,historical_adjacency
25,52,8.552815315315314,1.0678378378378377,0.9367088607594937,historical_adjacency
52,25,8.492494481236202,0.867682119205298,0.937888198757764,historical_adjacency
25,65,9.571159420289856,0.8920869565217392,0.9583333333333334,historical_adjacency
65,25,9.615272727272727,1.0697454545454546,0.9649122807017544,historical_adjacency
25,97,11.122612847222221,1.0841666666666667,0.9746192893401016,historical_adjacency
97,25,10.450661000944287,0.9604532577903682,0.9724517906336089,historical_adjacency
25,106,8.556205673758864,1.1894148936170212,0.9494949494949495,historical_adjacency
106,25,9.718535825545173,1.1010280373831776,0.9145299145299145,historical_adjacency
25,181,10.839609195402298,1.5041103448275863,0.9863945578231292,historical_adjacency
181,25,11.951904761904762,1.4866190476190475,0.9767441860465116,historical_adjacency
26,67,13.178819444444445,1.675,0.9056603773584906,historical_adjacency
67,26,13.334385964912281,1.7707368421052632,0.9047619047619048,historical_adjacency
26,89,18.177896995708153,2.0496995708154504,0.9588477366255144,historical_adjacency
89,26,17.893399810066477,2.2768091168091167,0.9722991689750693,historical_adjacency
26,111,12.927083333333334,1.635,0.4444444444444444,historical_adjacency
111,26,6.3,0.82,0.2,historical_adjacency
26,133,11.538110403397027,1.3812738853503184,0.9401197604790419,historical_adjacency
133,26,13.646603475513428,1.488862559241706,0.9547511312217195,historical_adjacency
26,178,18.069654088050314,2.0890566037735847,0.9137931034482759,historical_adjacency
178,26,18.20676100628931,1.9525471698113208,0.9137931034482759,historical_adjacency
26,227,13.017604166666667,1.363875,0.9411764705882353,historical_adjacency
227,26,13.406944444444443,1.3704166666666666,0.935064935064935,historical_adjacency
27,201,11.897058823529411,4.158235294117647,0.6296296296296297,historical_adjacency
201,27,11.718589743589744,4.111153846153846,0.7222222222222222,historical_adjacency
28,93,16.365942028985508,4.741304347826087,0.696969696969697,historical_adjacency
93,28,14.978333333333333,3.8845,0.6666666666666666,historical_adjacency
28,121,8.787301587301588,1.6022619047619049,0.8936170212765957,historical_adjacency
121,28,7.902201257861635,1.277924528301887,0.8412698412698413,historical_adjacency
28,130,8.783285577841452,1.2543839541547277,0.9721448467966574,historical_adjacency
130,28,9.906356968215158,1.4713447432762836,0.9761336515513126,historical_adjacency
28,131,9.37793427230047,1.932394366197183,0.8765432098765432,historical_adjacency
131,28,10.81051282051282,2.0104615384615387,0.8666666666666667,historical_adjacency
28,134,7.95609756097561,1.1804878048780487,0.8913043478260869,historical_adjacency
134,28,7.237894736842105,1.2973684210526315,0.9047619047619048,historical_adjacency
28,135,10.360382513661202,1.997377049180328,0.8591549295774648,historical_adjacency
135,28,8.627083333333333,1.3416666666666668,0.8275862068965517,historical_adjacency
28,197,11.911630036630036,2.031043956043956,0.9479166666666666,historical_adjacency
197,28,12.18710217755444,1.9796984924623116,0.9521531100478469,historical_adjacency
29,55,13.000191570881226,1.828390804597701,0.9456521739130435,historical_adjacency
55,29,11.422357723577235,1.7059756097560974,0.9425287356321839,historical_adjacency
29,108,11.268489583333334,1.6234374999999999,0.8648648648648649,historical_adjacency
108,29,13.164367816091954,2.203448275862069,0.8969072164948454,historical_adjacency
29,123,12.563074712643678,1.7093965517241378,0.9206349206349206,historical_adjacency
123,29,12.397399527186762,1.6981560283687942,0.9337748344370861,historical_adjacency
29,150,8.462601626016259,1.2702439024390244,0.803921568627451,historical_adjacency
150,29,8.873055555555556,1.1953333333333334,0.8571428571428571,historical_adjacency
29,210,11.931000000000001,1.8285333333333336,0.9375,historical_adjacency
210,29,12.244211576846308,2.0078443113772457,0.943502824858757,historical_adjacency
31,32,8.819444444444445,0.7466666666666667,0.375,historical_adjacency
32,31,5.93921568627451,0.8794117647058823,0.6296296296296297,historical_adjacency
31,78,6.82,1.22,0.3333333333333333,historical_adjacency
78,31,10.256944444444445,2.015,0.5454545454545454,historical_adjacency
31,174,11.120833333333334,1.9200000000000002,0.2857142857142857,historical_adjacency
174,31,10.303703703703704,2.0277777777777777,0.47368421052631576,historical_adjacency
31,185,9.661904761904761,1.4614285714285715,0.4117647058823529,historical_adjacency
185,31,10.940476190476192,1.6585714285714286,0.4117647058823529,historical_adjacency
31,240,10.716666666666667,1.97,0.2,historical_adjacency
240,31,12.266666666666666,3.1950000000000003,0.2,historical_adjacency
31,242,16.831944444444446,2.7741666666666664,0.5454545454545454,historical_adjacency
242,31,12.554761904761904,2.2985714285714285,0.4117647058823529,historical_adjacency
31,254,10.696666666666667,2.6350000000000002,0.5,historical_adjacency
254,31,12.676666666666666,2.5309999999999997,0.5,historical_adjacency
32,185,9.870098039215685,1.2844117647058824,0.7727272727272727,historical_adjacency
185,32,9.225,1.4434375,0.7619047619047619,historical_adjacency
32,254,10.955833333333334,1.9427499999999998,0.8,historical_adjacency
254,32,9.445192307692308,1.7946153846153845,0.8387096774193549,historical_adjacency
33,52,6.8933993399339935,0.9013366336633662,0.9528301886792453,historical_adjacency
52,33,7.825602409638554,0.7426104417670683,0.9803149606299213,historical_adjacency
33,54,8.325868055555555,1.1069791666666666,0.9056603773584906,historical_adjacency
54,33,9.535792349726774,0.9501639344262295,0.8591549295774648,historical_adjacency
33,65,8.2297845373891,0.924828897338403,0.9633699633699634,historical_adjacency
65,33,9.469024122807019,1.0374013157894737,0.9681528662420382,historical_adjacency
33,66,7.564190821256039,0.9753260869565217,0.965034965034965,historical_adjacency
66,33,8.543526570048309,1.122695652173913,0.971830985915493,historical_adjacency
34,49,10.01798245614035,1.3897368421052632,0.7916666666666666,historical_adjacency
49,34,9.054444444444444,1.193111111111111,0.8181818181818182,historical_adjacency
34,66,7.41574074074074,1.2522222222222221,0.782608695652174,historical_adjacency
66,34,9.552040816326532,1.1848979591836735,0.8305084745762712,historical_adjacency
34,97,7.229365079365079,1.1561904761904762,0.8076923076923077,historical_adjacency
97,34,10.042307692307693,1.2558461538461538,0.8666666666666667,historical_adjacency
34,217,11.665000000000001,1.109,0.5,historical_adjacency
217,34,11.064912280701755,1.3468421052631578,0.6551724137931034,historical_adjacency
34,256,11.50530303030303,1.770909090909091,0.8148148148148148,historical_adjacency
256,34,12.923333333333332,1.6562222222222223,0.8181818181818182,historical_adjacency
35,61,16.044868477792154,2.093816300129366,0.9872286079182631,historical_adjacency
61,35,15.51021897810219,2.158744525547445,0.9856115107913669,historical_adjacency
35,72,10.45325987144169,1.3030853994490357,0.9731903485254692,historical_adjacency
72,35,10.17691415313225,1.348909512761021,0.9773242630385488,historical_adjacency
35,76,16.05390484739677,2.3934649910233396,0.99,historical_adjacency
76,35,15.39429202144434,2.2785714285714285,0.99,historical_adjacency
35,77,9.60625,1.2895138888888888,0.9664429530201343,historical_adjacency
77,35,9.873720349563046,1.3005992509363296,0.9638989169675091,historical_adjacency
35,177,11.161421319796956,1.349720812182741,0.9752475247524752,historical_adjacency
177,35,11.123262032085563,1.2713903743315509,0.9739583333333334,historical_adjacency
36,37,8.789183222958059,1.2721986754966887,0.9869281045751634,historical_adjacency
37,36,9.219471488178025,1.2666481223922115,0.9862825788751715,historical_adjacency
36,80,11.600755667506297,1.8360957178841308,0.9754299754299754,historical_adjacency
80,36,12.637260034904013,1.9671029668411868,0.9828473413379074,historical_adjacency
36,96,19.016666666666666,3.52625,0.4444444444444444,historical_adjacency
96,36,16.27,3.1710000000000003,0.5,historical_adjacency
36,198,8.324324324324325,1.2881306306306306,0.9779735682819384,historical_adjacency
198,36,8.504480286738351,1.2287903225806451,0.9738219895287958,historical_adjacency
37,63,18.491059602649006,3.1631788079470198,0.937888198757764,historical_adjacency
63,37,19.211544715447154,3.356682926829268,0.9534883720930233,historical_adjacency
37,80,11.876437908496733,1.7014901960784314,0.9807692307692307,historical_adjacency
80,37,12.398995983935743,1.835132530120482,0.9880952380952381,historical_adjacency
37,96,17.813492063492063,4.256190476190476,0.6774193548387096,historical_adjacency
96,37,17.085714285714285,3.8907142857142856,0.5833333333333334,historical_adjacency
37,177,14.14638783269962,1.9969201520912545,0.9633699633699634,historical_adjacency
177,37,15.062867274569403,1.9532826747720364,0.9705014749262537,historical_adjacency
37,225,10.400963222416813,1.426970227670753,0.9827882960413081,historical_adjacency
225,37,10.764209938581798,1.3538693467336684,0.9835255354200988,historical_adjacency
38,139,8.311347517730496,1.8070212765957445,0.8245614035087719,historical_adjacency
139,38,10.274796747967478,2.05609756097561,0.803921568627451,historical_adjacency
38,191,8.545454545454545,1.7486363636363635,0.868421052631579,historical_adjacency
191,38,9.05304659498208,1.8646236559139784,0.9029126213592233,historical_adjacency
38,203,11.427131782945736,3.1548837209302323,0.8113207547169812,historical_adjacency
203,38,12.966203703703703,2.815,0.782608695652174,historical_adjacency
38,205,9.723373983739839,1.8278048780487803,0.8913043478260869,historical_adjacency
205,38,9.16978021978022,1.6945054945054945,0.900990099009901,historical_adjacency
39,72,12.865284298382889,1.9862597809076683,0.9845916795069337,historical_adjacency
72,39,12.349721800708142,1.9650379362670714,0.9850523168908819,historical_adjacency
39,76,14.61590985536495,2.695782038345106,0.99,historical_adjacency
76,39,14.995390455531453,2.837104121475054,0.9892703862660944,historical_adjacency
39,91,14.11871945259042,2.23466275659824,0.9855491329479769,historical_adjacency
91,39,12.787823949955317,2.184396782841823,0.9867724867724867,historical_adjacency
39,155,14.32911597729116,2.8822871046228706,0.9762470308788599,historical_adjacency
155,39,14.330178759200843,2.52602523659306,0.9694189602446484,historical_adjacency
39,222,12.105654761904763,1.911547619047619,0.9438202247191011,historical_adjacency
222,39,12.448323471400396,1.8427218934911243,0.9441340782122905,historical_adjacency
40,52,8.694444444444445,0.8670967741935484,0.9029126213592233,historical_adjacency
52,40,5.503276353276354,0.8233333333333334,0.9212598425196851,historical_adjacency
40,54,6.409126984126984,0.8204761904761905,0.8076923076923077,historical_adjacency
54,40,6.844444444444445,0.8055555555555556,0.6428571428571429,historical_adjacency
40,106,7.985641025641025,1.0449230769230768,0.8666666666666667,historical_adjacency
106,40,7.619005847953217,1.024561403508772,0.8507462686567164,historical_adjacency
40,195,7.30983436853002,1.2254037267080744,0.9415204678362573,historical_adjacency
195,40,8.444444444444445,1.3316666666666668,0.9056603773584906,historical_adjacency
40,228,13.948765432098764,2.7609876543209877,0.8901098901098901,historical_adjacency
228,40,14.89809523809524,2.317714285714286,0.875,historical_adjacency
41,42,8.453149546827794,1.2881827794561935,0.99,historical_adjacency
42,41,7.943997856377277,1.1436908589802481,0.99,historical_adjacency
41,43,10.344356696281672,1.6452714708785785,0.99,historical_adjacency
43,41,11.549009345794392,2.0805121495327104,0.99,historical_adjacency
41,74,8.940131654593538,1.124605036219386,0.99,historical_adjacency
74,41,8.739393578127485,1.0770195517405818,0.99,historical_adjacency
41,75,10.076993108451214,1.4099978237214363,0.99,historical_adjacency
75,41,9.881379909628086,1.4712825860271117,0.99,historical_adjacency
41,152,8.906001243781095,1.211287313432836,0.99,historical_adjacency
152,41,8.689233954451346,1.2048757763975155,0.99,historical_adjacency
41,166,7.08529598308668,0.980016913319239,0.99,historical_adjacency
166,41,8.45239561943874,1.1288254620123204,0.99,historical_adjacency
42,74,10.60013918821839,1.618316271551724,0.99,historical_adjacency
74,42,11.217384855581576,1.7281170960187355,0.99,historical_adjacency
42,116,8.778318288197926,1.19981444332999,0.99,historical_adjacency
116,42,9.070990950897492,1.2649176680017802,0.99,historical_adjacency
42,120,12.37857142857143,2.452142857142857,0.8484848484848485,historical_adjacency
120,42,7.924305555555556,2.294166666666667,0.7058823529411765,historical_adjacency
42,152,9.047721057429353,1.195587967183227,0.99,historical_adjacency
152,42,9.807276638825613,1.351586940015186,0.99,historical_adjacency
42,166,11.219659904534607,1.6188663484486872,0.99,historical_adjacency
166,42,11.879617975046925,1.7496687644915534,0.99,historical_adjacency
42,244,14.275442995653627,2.2711283851554667,0.99,historical_adjacency
244,42,12.306059757236227,2.192767507002801,0.99,historical_adjacency
43,75,9.853089569160996,1.5585289115646257,0.99,historical_adjacency
75,43,8.986184433164128,1.2877766497461929,0.99,historical_adjacency
43,142,8.546626362553816,1.278760098928277,0.99,historical_adjacency
142,43,8.729599900182999,1.4133222425553151,0.99,historical_adjacency
43,151,10.172861828618286,1.7987576875768758,0.99,historical_adjacency
151,43,10.173604609290601,1.6252790781418796,0.99,historical_adjacency
43,163,10.58382072005878,1.313993387215283,0.99,historical_adjacency
163,43,10.954415648106231,1.5061702127659575,0.99,historical_adjacency
43,236,8.36386628491059,1.2488456901748042,0.99,historical_adjacency
236,43,8.33731130035907,1.1297022164570527,0.99,historical_adjacency
43,237,8.5054536019248,1.0757503420295325,0.99,historical_adjacency
237,43,8.847249456829344,1.158574793229994,0.99,historical_adjacency
43,238,8.530366910370972,1.4411169780666127,0.99,historical_adjacency
238,43,8.455286750164799,1.3274726433750823,0.99,historical_adjacency
43,239,8.15724354107042,1.3015746743764967,0.99,historical_adjacency
239,43,8.383363042186572,1.2866702317290553,0.99,historical_adjacency
44,84,9.697752402305525,2.4244381005763813,0.2,spatial_fallback
84,44,9.697752402305525,2.4244381005763813,0.2,spatial_fallback
44,99,17.283482774531553,4.320870693632888,0.2,spatial_fallback
99,44,17.283482774531553,4.320870693632888,0.2,spatial_fallback
44,204,6.7892337940048915,1.6973084485012229,0.2,spatial_fallback
204,44,6.7892337940048915,1.6973084485012229,0.2,spatial_fallback
45,144,7.956595152959872,0.7886650774731824,0.9882214369846879,historical_adjacency
144,45,7.463809245172615,0.8537273259215916,0.99,historical_adjacency
45,148,8.104803133374562,0.8979468150896722,0.99,historical_adjacency
148,45,6.985828073339344,0.8632957619477006,0.99,historical_adjacency
45,209,6.618435251798561,0.7973920863309353,0.9823321554770318,historical_adjacency
209,45,7.2573571722153725,0.808557336621455,0.9878197320341048,historical_adjacency
45,231,7.774233358264771,0.8656694091249065,0.99,historical_adjacency
231,45,8.343222728258512,0.8889134677944047,0.99,historical_adjacency
