episode,epsilon,episode_net_reward,replay_size,global_step
4512,0.08783352388553856,98.78064663075212,30466,30466
4544,0.08668820164686084,107.06887813662503,30699,30699
4576,0.08556556111495595,71.40567488656794,30956,30956
4608,0.08446515310634972,85.6587730060353,31189,31189
4640,0.08338653733309771,93.2531652611703,31446,31446
4672,0.0823292822266199,100.69549186336587,31686,31686
4704,0.08129296476502426,86.8532116127124,31906,31906
4736,0.08027717030385045,102.91940034331674,32142,32142
4768,0.07928149241016455,104.05038797082615,32366,32366
4800,0.07830553269994012,86.34473039826909,32591,32591
4832,0.0773489006786593,86.52899075729526,32821,32821
4864,0.07641121358507082,69.45155703915597,33079,33079
4896,0.07549209623804201,109.80848322543663,33327,33327
4928,0.07459118088644393,0.0,33541,33541
4960,0.07370810706200913,85.46683152113806,33772,33772
4992,0.0728425214351035,64.9289550328572,34015,34015
5024,0.07199407767335442,100.13969306397951,34249,34249
5056,0.07116243630307856,87.33770710934827,34508,34508
5088,0.07034726457345379,124.38759818753718,34764,34764
5120,0.06954823632338122,141.76247508200032,34988,34988
5152,0.06876503185098395,92.81656069572071,35241,35241
5184,0.0679973377856897,106.38034943915206,35453,35453
5216,0.06724484696284738,108.08397975849802,35687,35687
5248,0.06650725830082634,84.26586502389435,35928,35928
5280,0.06578427668054945,86.29885855666247,36163,36163
5312,0.06507561282741223,83.33099202409625,36387,36387
5344,0.06438098319554003,71.68325621275208,36602,36602
5376,0.06370010985433759,86.59303708514031,36806,36806
5408,0.0630327203772854,112.35948193329907,37058,37058
5440,0.06237854773293809,87.50825626689982,37311,37311
5472,0.06173733017808155,96.5948628146802,37533,37533
5504,0.06110881115300615,94.97455123801258,37770,37770
5536,0.06049273917885359,110.34014013663287,37991,37991
5568,0.05988886775699695,25.494756326494713,38231,38231
5600,0.05929695527041326,103.48797111639588,38463,38463
5632,0.058716764887009346,89.58469478850587,38694,38694
5664,0.05814806446486205,131.49721954644596,38938,38938
5696,0.05759062645933527,77.98822520801401,39182,39182
5728,0.05704422783203621,92.47987386958282,39422,39422
5760,0.05650864996157476,44.59570489012707,39656,39656
5792,0.05598367855609022,61.67550194461689,39895,39895
5824,0.0554691035675102,99.90290050121358,40144,40144
5856,0.0549647191075076,79.6773104504917,40400,40400
5888,0.054470323365121906,67.93945222109771,40671,40671
5920,0.05398571852601204,71.183559737907,40904,40904
5952,0.053510710693308025,127.95231341587017,41165,41165
5984,0.05304510981003041,78.46988020680257,41359,41359
6016,0.05258872958304588,98.7742413302726,41596,41596
6048,0.05214138740852885,102.36012604635367,41828,41828
6080,0.051702904298899274,-3.7497133471947035,42084,42084
6112,0.051273104811207344,0.0,42325,42325
6144,0.050851816976936366,87.7979764114423,42556,42556
6176,0.05043887223319588,92.98062675774266,42778,42778
6208,0.05003410535527743,130.42224575171988,43007,43007
6240,0.0496373543905459,106.64509343599143,43245,43245
6272,0.049248460593640145,105.15692004256672,43462,43462
6304,0.04886726836295677,124.81620487119736,43707,43707
6336,0.04849362517839202,111.4351399082114,43938,43938
6368,0.04812738154031624,65.9510698648361,44155,44155
6400,0.04776839090975721,101.83244767658934,44369,44369
6432,0.047416509649767936,116.2456444492906,44630,44630
6464,0.047071596967955494,111.6250455982606,44865,44865
6496,0.04673351486014826,120.11119211198341,45111,45111
6528,0.0464021280551785,91.6673493257208,45377,45377
6560,0.04607730396075853,110.92525652297411,45623,45623
6592,0.0457589126104289,116.78947269869545,45847,45847
6624,0.045446826611556954,107.14927350611642,46094,46094
6656,0.045140921094365405,91.80365759281078,46318,46318
6688,0.04484107366197028,110.115483618395,46557,46557
6720,0.04454716434140822,117.88228363108567,46798,46798
6752,0.04425907553563374,81.81773702789029,47026,47026
6784,0.043976691976467114,117.11914891855122,47272,47272
6816,0.04369990067847397,143.7837304252737,47511,47511
6848,0.04342859089375832,78.6007752022775,47717,47717
6880,0.043162654067650935,70.56409173264504,47965,47965
6912,0.042901983795275024,95.65180762074371,48189,48189
6944,0.04264647577897234,79.1003907201782,48421,48421
6976,0.04239602778657224,71.14874200119841,48642,48642
7008,0.04215053961048726,109.92857334736902,48882,48882
7040,0.041909913027618685,90.9473029211798,49095,49095
7072,0.04167405176005618,81.64456739841039,49325,49325
7104,0.04144286143655576,80.20196320176558,49559,49559
7136,0.04121624955478053,85.97850065982126,49807,49807
7168,0.040994125444289285,92.34317702078386,50033,50033
7200,0.040776400230258095,0.0,50260,50260
7232,0.04056298679792024,115.22431382093654,50497,50497
7264,0.04035379975771047,77.88751625989568,50743,50743
7296,0.040148755411099475,99.04110826308813,51005,51005
7328,0.039947771717105,110.50825061635706,51232,51232
7360,0.03975076825946616,97.1530483447622,51481,51481
7392,0.039557666214467796,56.28409033588575,51692,51692
7424,0.03936838831940206,93.43207684699728,51894,51894
7456,0.039182858841654594,98.33336790200637,52106,52106
7488,0.03900100354840287,104.91755022643801,52345,52345
7520,0.03882274967691466,98.95513476851536,52592,52592
7552,0.038648025905434716,127.12606652860772,52836,52836
7584,0.03847676232464793,102.68833915061674,53079,53079
7616,0.038308890409707745,72.18931010258214,53320,53320
7648,0.03814434299281839,88.84765250580428,53552,53552
7680,0.03798305423636019,76.61952489882303,53789,53789
7712,0.037824959606547054,88.6317893163952,54031,54031
7744,0.0376699958476056,102.90706930307923,54275,54275
7776,0.03751810095646574,89.1481643688126,54524,54524
7808,0.03736921415795237,75.98351368188989,54760,54760
7840,0.037223275880468434,89.7587992079693,55015,55015
7872,0.037080227732159535,102.29158352831436,55243,55243
7904,0.03694001247755056,78.66173203908265,55493,55493
7936,0.03680257401464502,145.60030050475223,55717,55717
7968,0.03666785735247787,84.4860917215367,55947,55947
8000,0.0365358085891129,136.32802558561937,56187,56187
