from_zone,to_zone,edge_source,polygon_distance_feet,centroid_distance_miles,fallback_travel_time_min
20,174,spatial_adjacency,0.0,1.3830614962894858,6.915307481447429
21,123,spatial_adjacency,0.0,1.0151377436405151,5.075688718202576
21,178,spatial_adjacency,0.0,1.2977738593528554,6.4888692967642765
21,108,spatial_adjacency,0.0,0.9055735534200229,4.527867767100115
21,22,spatial_adjacency,0.0,0.9664863627107443,4.832431813553722
21,26,spatial_adjacency,0.0,2.054659896833016,10.27329948416508
22,11,spatial_adjacency,0.0,0.8450564000439835,4.225282000219917
22,67,spatial_adjacency,0.0,1.1007004762288408,5.503502381144204
22,21,spatial_adjacency,0.0,0.9664863627107443,4.832431813553722
22,26,spatial_adjacency,0.0,1.3382474558731965,6.691237279365982
23,99,spatial_adjacency,0.0,2.204695282112288,11.02347641056144
23,118,spatial_adjacency,0.0,2.420342257316217,12.101711286581086
23,251,spatial_adjacency,0.0,2.5004226442880366,12.502113221440183
23,187,spatial_adjacency,0.0,2.179425246788081,10.897126233940405
23,156,spatial_adjacency,0.0,1.7260378233747515,8.630189116873758
24,43,spatial_adjacency,0.0,1.3451112354123318,6.725556177061659
24,151,spatial_adjacency,0.0,0.31046258359052825,1.5523129179526411
24,41,spatial_adjacency,0.0,0.7615634776465132,3.807817388232566
24,166,spatial_adjacency,0.0,0.5520923953160725,2.7604619765803626
25,181,spatial_adjacency,0.0,1.081499877937999,5.4074993896899946
25,106,spatial_adjacency,0.0,0.869620408328655,4.348102041643275
25,40,spatial_adjacency,0.0,0.6815047025538931,3.4075235127694654
25,52,spatial_adjacency,0.0,0.5617249697937157,2.8086248489685786
25,97,spatial_adjacency,0.0,0.688805648157967,3.444028240789835
25,65,spatial_adjacency,0.0,0.6695788729782902,3.347894364891451
25,33,spatial_adjacency,0.0,0.8498099469376138,4.249049734688069
26,67,spatial_adjacency,0.0,1.535702660802628,7.67851330401314
26,178,spatial_adjacency,0.0,1.3469697132626268,6.7348485663131346
26,89,spatial_adjacency,0.0,1.5326766582933702,7.663383291466851
26,21,spatial_adjacency,0.0,2.054659896833016,10.27329948416508
26,22,spatial_adjacency,0.0,1.3382474558731965,6.691237279365982
26,133,spatial_adjacency,0.0,0.933611238834247,4.6680561941712355
26,111,spatial_adjacency,0.0,1.4643360375193222,7.321680187596611
26,227,spatial_adjacency,0.0,1.1296740297407353,5.648370148703676
27,201,spatial_adjacency,0.0,3.583403496919904,17.91701748459952
28,197,spatial_adjacency,0.0,1.656270552446112,8.281352762230561
28,130,spatial_adjacency,0.0,0.9210955635236194,4.605477817618097
28,134,spatial_adjacency,0.0,1.07741122680029,5.38705613400145
28,93,spatial_adjacency,0.0,2.6213537059542187,13.106768529771093
28,131,spatial_adjacency,0.0,1.8235454873663899,9.117727436831949
28,121,spatial_adjacency,0.0,1.2010655437451778,6.005327718725889
28,135,spatial_adjacency,0.0,1.3300556030802602,6.650278015401301
29,150,spatial_adjacency,0.0,0.9258061076738231,4.629030538369116
29,210,spatial_adjacency,0.0,1.331777515280346,6.658887576401729
29,123,spatial_adjacency,0.0,1.3234299233376912,6.617149616688456
29,55,spatial_adjacency,0.0,1.4324332543108869,7.162166271554435
29,108,spatial_adjacency,0.0,1.1821120382848127,5.9105601914240635
30,2,spatial_adjacency,0.0,1.0270781807213507,5.135390903606754
31,78,spatial_adjacency,0.0,1.027309020746194,5.1365451037309695
31,242,spatial_adjacency,0.0,1.5037708506243537,7.518854253121768
31,185,spatial_adjacency,0.0,1.1283411201238336,5.641705600619168
31,20,spatial_adjacency,0.0,0.5444226182281604,2.722113091140802
31,32,spatial_adjacency,0.0,0.7023586299568239,3.5117931497841193
31,174,spatial_adjacency,0.0,1.3509330038195468,6.754665019097734
31,254,spatial_adjacency,0.0,1.8938978238038076,9.469489119019038
31,240,spatial_adjacency,0.0,2.5656949193210656,12.828474596605329
32,185,spatial_adjacency,0.0,0.8611392762129997,4.305696381064998
32,31,spatial_adjacency,0.0,0.7023586299568239,3.5117931497841193
32,3,spatial_adjacency,0.0,0.9162387627103086,4.581193813551543
32,254,spatial_adjacency,0.0,1.2909491596431537,6.454745798215769
33,54,spatial_adjacency,0.0,0.716831493767957,3.5841574688397846
33,25,spatial_adjacency,0.0,0.8498099469376138,4.249049734688069
33,52,spatial_adjacency,0.0,0.6358828940299788,3.1794144701498936
33,65,spatial_adjacency,0.0,0.4823398468965514,2.4116992344827572
33,66,spatial_adjacency,0.0,0.6709701943854801,3.3548509719274007
34,49,spatial_adjacency,0.0,1.0028673585600796,5.014336792800398
34,217,spatial_adjacency,0.0,0.6941457370249443,3.470728685124721
34,256,spatial_adjacency,0.0,0.9107880186439643,4.553940093219822
34,97,spatial_adjacency,0.0,0.7213590805524306,3.606795402762153
34,66,spatial_adjacency,0.0,0.7682608045580485,3.841304022790242
35,61,spatial_adjacency,0.0,1.687536361724285,8.437681808621424
35,72,spatial_adjacency,0.0,1.0208373931954893,5.104186965977447
35,177,spatial_adjacency,0.0,0.8900882572540282,4.450441286270141
35,76,spatial_adjacency,0.0,1.7696861160591146,8.848430580295574
35,77,spatial_adjacency,0.0,0.8021877457984555,4.0109387289922775
36,80,spatial_adjacency,0.0,1.4331067671814082,7.16553383590704
36,96,spatial_adjacency,0.0,2.435680306721177,12.178401533605884
36,37,spatial_adjacency,0.0,0.4494810787626688,2.247405393813344
36,198,spatial_adjacency,0.0,0.9368283928356129,4.684141964178064
37,17,spatial_adjacency,0.0,1.4729213964901062,7.364606982450531
37,80,spatial_adjacency,0.0,1.6003166962740831,8.001583481370416
37,177,spatial_adjacency,0.0,1.3444299365270473,6.722149682635236
37,225,spatial_adjacency,0.0,0.6919330199607565,3.4596650998037823
37,63,spatial_adjacency,0.0,2.43902170555275,12.19510852776375
37,96,spatial_adjacency,0.0,2.6650066487648805,13.325033243824404
37,36,spatial_adjacency,0.0,0.4494810787626688,2.247405393813344
38,203,spatial_adjacency,0.0,2.526196817265129,12.630984086325645
38,139,spatial_adjacency,0.0,1.2742203741922289,6.371101870961144
38,205,spatial_adjacency,0.0,1.4652698446367298,7.32634922318365
38,191,spatial_adjacency,0.0,1.4902378010076136,7.451189005038068
39,155,spatial_adjacency,0.0,1.8124271537111774,9.062135768555887
39,91,spatial_adjacency,0.0,1.7906844922718468,8.953422461359233
39,72,spatial_adjacency,0.0,1.542032195930676,7.710160979653379
39,222,spatial_adjacency,0.0,1.121477522999763,5.6073876149988156
39,76,spatial_adjacency,0.0,1.986578334870948,9.932891674354739
40,106,spatial_adjacency,0.0,0.4813800339251366,2.406900169625683
40,228,spatial_adjacency,0.0,2.01960502575887,10.098025128794351
40,195,spatial_adjacency,0.0,0.7388621790562543,3.6943108952812715
40,54,spatial_adjacency,0.0,0.6620566717929222,3.310283358964611
40,25,spatial_adjacency,0.0,0.6815047025538931,3.4075235127694654
40,52,spatial_adjacency,0.0,0.5157938094338267,2.5789690471691338
41,43,spatial_adjacency,0.0,1.6834821555770145,8.417410777885072
41,75,spatial_adjacency,0.0,1.0301782297999298,5.150891148999649
41,24,spatial_adjacency,0.0,0.7615634776465132,3.807817388232566
41,74,spatial_adjacency,0.0,0.7631797967363677,3.8158989836818384
41,166,spatial_adjacency,0.0,0.652998245860126,3.2649912293006302
41,152,spatial_adjacency,0.0,0.9502966607207842,4.751483303603921
41,42,spatial_adjacency,0.0,1.1078101085211902,5.539050542605951
42,41,spatial_adjacency,0.0,1.1078101085211902,5.539050542605951
42,74,spatial_adjacency,0.0,1.1927367461011844,5.963683730505922
42,166,spatial_adjacency,0.0,1.2569232250474216,6.2846161252371076
42,152,spatial_adjacency,0.0,0.6822978979722981,3.411489489861491
42,116,spatial_adjacency,0.0,0.7280228372501384,3.640114186250692
42,244,spatial_adjacency,55.46052885270426,1.618539904510989,8.092699522554945
42,120,spatial_adjacency,0.0,2.037401568978609,10.187007844893046
43,237,spatial_adjacency,0.0,0.9565196839786961,4.78259841989348
43,163,spatial_adjacency,0.0,1.3961895904641168,6.980947952320584
43,142,spatial_adjacency,0.0,1.0366926900776088,5.183463450388044
43,239,spatial_adjacency,0.0,0.6934657923117047,3.467328961558523
43,238,spatial_adjacency,0.0,0.7482659823178355,3.7413299115891774
43,236,spatial_adjacency,0.0,0.4697193164879869,2.3485965824399346
43,75,spatial_adjacency,0.0,1.1615488902200426,5.807744451100213
43,151,spatial_adjacency,0.0,1.0772553909229994,5.386276954614997
43,24,spatial_adjacency,0.0,1.3451112354123318,6.725556177061659
43,41,spatial_adjacency,0.0,1.6834821555770145,8.417410777885072
44,84,spatial_adjacency,0.0,2.4244381005763818,12.122190502881908
44,204,spatial_adjacency,0.0,1.6973084485012229,8.486542242506115
44,99,spatial_adjacency,0.0,4.320870693632888,21.60435346816444
45,232,spatial_adjacency,0.0,0.8095655463266653,4.047827731633326
45,148,spatial_adjacency,0.0,0.5873349483760116,2.9366747418800583
45,209,spatial_adjacency,0.0,0.37202157233151173,1.8601078616575588
45,231,spatial_adjacency,0.0,0.6287274806903564,3.143637403451782
45,144,spatial_adjacency,0.0,0.585246658381158,2.9262332919057896
47,167,spatial_adjacency,0.0,1.0567153166519196,5.283576583259598
47,69,spatial_adjacency,0.0,1.098184702909257,5.490923514546285
47,78,spatial_adjacency,0.0,0.7901906710674083,3.9509533553370417
47,20,spatial_adjacency,0.0,1.284128573185435,6.420642865927175
47,18,spatial_adjacency,107.69818774089309,1.800570558080004,9.00285279040002
47,59,spatial_adjacency,0.0,0.4024472722751975,2.0122363613759875
47,169,spatial_adjacency,0.0,0.502976694088443,2.514883470442215
47,94,spatial_adjacency,0.0,1.0639093206362582,5.319546603181291
48,68,spatial_adjacency,0.0,1.0906086602298914,5.4530433011494575
48,246,spatial_adjacency,0.0,0.9662841699490843,4.831420849745421
48,100,spatial_adjacency,0.0,0.6056221077774927,3.0281105388874634
48,230,spatial_adjacency,0.0,0.34067105588810054,1.7033552794405027
48,163,spatial_adjacency,0.0,0.6612406933165276,3.306203466582638
48,50,spatial_adjacency,0.0,0.3907079254145644,1.953539627072822
48,142,spatial_adjacency,0.0,0.8982511351251501,4.49125567562575
48,143,spatial_adjacency,0.0,0.9532080866082387,4.766040433041194
49,61,spatial_adjacency,0.0,1.5286789066789042,7.64339453339452
49,189,spatial_adjacency,0.0,0.7638913116258191,3.819456558129096
49,17,spatial_adjacency,0.0,0.6984660776696711,3.492330388348355
49,34,spatial_adjacency,0.0,1.0028673585600796,5.014336792800398
49,217,spatial_adjacency,0.0,1.118164473116692,5.590822365583461
49,97,spatial_adjacency,0.0,0.6857010666725445,3.4285053333627222
50,246,spatial_adjacency,0.0,1.0064643144764582,5.032321572382291
50,48,spatial_adjacency,0.0,0.3907079254145644,1.953539627072822
50,142,spatial_adjacency,0.0,0.8773069061259484,4.386534530629742
50,143,spatial_adjacency,0.0,0.7777618197614249,3.8888090988071244
51,242,spatial_adjacency,67.17637083571465,2.2131543527050392,11.065771763525195
51,3,spatial_adjacency,0.0,1.1986370017720918,5.993185008860459
51,184,spatial_adjacency,0.0,1.1388398160445696,5.694199080222848
51,81,spatial_adjacency,0.0,0.6507828368464127,3.2539141842320634
52,54,spatial_adjacency,0.0,0.3271945336673903,1.6359726683369518
52,40,spatial_adjacency,0.0,0.5157938094338267,2.5789690471691338
52,25,spatial_adjacency,0.0,0.5617249697937157,2.8086248489685786
52,33,spatial_adjacency,0.0,0.6358828940299788,3.1794144701498936
53,138,spatial_adjacency,0.0,1.6781348559490552,8.390674279745275
53,92,spatial_adjacency,0.0,1.5506288807874733,7.753144403937366
53,252,spatial_adjacency,0.0,1.510326109849334,7.551630549246669
54,195,spatial_adjacency,0.0,0.8687944381046128,4.343972190523064
54,40,spatial_adjacency,0.0,0.6620566717929222,3.310283358964611
54,52,spatial_adjacency,0.0,0.3271945336673903,1.6359726683369518
54,33,spatial_adjacency,0.0,0.716831493767957,3.5841574688397846
55,29,spatial_adjacency,0.0,1.4324332543108869,7.162166271554435
55,108,spatial_adjacency,0.0,0.8606539415089274,4.3032697075446364
56,95,spatial_adjacency,0.0,1.4979786524010024,7.489893262005012
56,196,spatial_adjacency,0.0,1.0784860407128523,5.3924302035642615
56,82,spatial_adjacency,0.0,0.9680593024195442,4.840296512097721
56,93,spatial_adjacency,0.0,0.9450013904434358,4.7250069522171785
56,173,spatial_adjacency,0.0,0.8017035488900609,4.008517744450304
56,57,spatial_adjacency,0.0,0.7697655862811424,3.848827931405712
57,93,spatial_adjacency,0.0,1.0182353181088815,5.091176590544407
57,56,spatial_adjacency,0.0,0.7697655862811424,3.848827931405712
57,173,spatial_adjacency,0.0,0.4989598263827246,2.494799131913623
58,208,spatial_adjacency,0.0,1.262127790509176,6.3106389525458795
58,184,spatial_adjacency,0.0,1.9639560804760932,9.819780402380466
59,60,spatial_adjacency,0.0,0.5707283408830752,2.853641704415376
59,167,spatial_adjacency,0.0,0.8538931656589036,4.269465828294519
59,78,spatial_adjacency,0.0,0.6645537746744891,3.3227688733724454
59,47,spatial_adjacency,0.0,0.4024472722751975,2.0122363613759875
60,126,spatial_adjacency,0.0,1.512405620724121,7.562028103620605
60,213,spatial_adjacency,0.0,1.8322441777936027,9.161220888968014
60,212,spatial_adjacency,0.0,0.9482717208570304,4.741358604285152
60,167,spatial_adjacency,0.0,0.9712477274147375,4.856238637073687
60,248,spatial_adjacency,0.0,0.7134346486980814,3.567173243490407
60,78,spatial_adjacency,0.0,0.7572258909078502,3.786129454539251
60,242,spatial_adjacency,0.0,2.046356723299594,10.23178361649797
60,59,spatial_adjacency,0.0,0.5707283408830752,2.853641704415376
61,62,spatial_adjacency,0.0,0.740624936081853,3.7031246804092652
61,189,spatial_adjacency,0.0,1.5026631077279304,7.513315538639652
61,49,spatial_adjacency,0.0,1.5286789066789042,7.64339453339452
61,17,spatial_adjacency,0.0,1.301199405324907,6.505997026624534
61,72,spatial_adjacency,0.0,1.7685597619012126,8.842798809506062
61,35,spatial_adjacency,0.0,1.687536361724285,8.437681808621424
61,177,spatial_adjacency,0.0,1.3560783600202095,6.780391800101048
61,225,spatial_adjacency,0.0,1.022004764214188,5.11002382107094
62,188,spatial_adjacency,0.0,0.5425663083278361,2.7128315416391806
62,190,spatial_adjacency,0.0,1.1106023589306493,5.553011794653246
62,61,spatial_adjacency,0.0,0.740624936081853,3.7031246804092652
62,189,spatial_adjacency,0.0,1.2495795671187233,6.2478978355936166
62,72,spatial_adjacency,0.0,1.7033380762926333,8.516690381463167
63,177,spatial_adjacency,0.0,1.9277591295165022,9.638795647582512
63,76,spatial_adjacency,0.0,1.5821290748785435,7.9106453743927165
63,124,spatial_adjacency,0.0,2.4841412404162106,12.420706202081053
63,77,spatial_adjacency,0.0001622713932069353,1.495837391057955,7.479186955289775
63,180,spatial_adjacency,0.0,1.731432084046783,8.657160420233915
63,258,spatial_adjacency,0.0,1.2241560685230741,6.120780342615371
63,96,spatial_adjacency,0.0,0.9723014133311901,4.861507066655951
63,37,spatial_adjacency,0.0,2.43902170555275,12.19510852776375
64,19,spatial_adjacency,0.0,1.8572086073002325,9.286043036501162
64,175,spatial_adjacency,0.0,1.475236448101567,7.376182240507835
64,101,spatial_adjacency,0.0,1.7957822793896547,8.978911396948273
64,16,spatial_adjacency,0.0,1.794298970084395,8.971494850421976
65,25,spatial_adjacency,0.0,0.6695788729782902,3.347894364891451
65,97,spatial_adjacency,0.0,0.6669838043794919,3.334919021897459
65,33,spatial_adjacency,0.0,0.4823398468965514,2.4116992344827572
65,66,spatial_adjacency,0.0,0.47802067219292677,2.390103360964634
66,34,spatial_adjacency,0.0,0.7682608045580485,3.841304022790242
66,97,spatial_adjacency,0.0,0.9744375383469055,4.872187691734528
66,65,spatial_adjacency,0.0,0.47802067219292677,2.390103360964634
66,33,spatial_adjacency,0.0,0.6709701943854801,3.3548509719274007
67,11,spatial_adjacency,0.0,1.109750852161534,5.54875426080767
67,14,spatial_adjacency,0.0,0.9193118768313339,4.596559384156669
67,22,spatial_adjacency,0.0,1.1007004762288408,5.503502381144204
67,26,spatial_adjacency,0.0,1.535702660802628,7.67851330401314
67,227,spatial_adjacency,0.0,1.6099913226303548,8.049956613151773
68,90,spatial_adjacency,0.0,0.4515740318567587,2.2578701592837938
68,249,spatial_adjacency,0.0,0.968299097512579,4.841495487562895
68,158,spatial_adjacency,0.0,1.0393989772283594,5.1969948861417965
68,246,spatial_adjacency,0.0,0.39961461288701255,1.9980730644350628
68,186,spatial_adjacency,0.0,0.39257144789900156,1.962857239495008
68,100,spatial_adjacency,0.0,0.6814098925942789,3.4070494629713943
68,48,spatial_adjacency,0.0,1.0906086602298914,5.4530433011494575
69,168,spatial_adjacency,0.0,1.663496700045627,8.317483500228136
69,159,spatial_adjacency,0.0,0.9150029624332943,4.575014812166471
69,167,spatial_adjacency,0.0,0.7170158401693594,3.585079200846797
69,247,spatial_adjacency,0.0,0.5194056814582725,2.5970284072913628
69,47,spatial_adjacency,0.0,1.098184702909257,5.490923514546285
69,169,spatial_adjacency,0.0,1.3234564172603076,6.617282086301538
70,93,spatial_adjacency,0.0,2.1297210388611956,10.648605194305977
70,173,spatial_adjacency,0.0,0.7947372433713948,3.973686216856974
70,129,spatial_adjacency,0.0,0.980818306192632,4.90409153096316
70,138,spatial_adjacency,0.0,0.8086898536362613,4.043449268181306
71,89,spatial_adjacency,0.0,1.28686114755211,6.43430573776055
71,85,spatial_adjacency,0.0,0.7287987332273231,3.6439936661366157
71,188,spatial_adjacency,0.0,1.1149446134046368,5.574723067023184
71,91,spatial_adjacency,0.0,1.3100887535925418,6.550443767962709
71,72,spatial_adjacency,0.0,0.99636821253588,4.9818410626794005
72,188,spatial_adjacency,0.0,1.3950733920069163,6.975366960034581
72,62,spatial_adjacency,0.0,1.7033380762926333,8.516690381463167
72,61,spatial_adjacency,0.0,1.7685597619012126,8.842798809506062
72,91,spatial_adjacency,0.0,1.8470151615674926,9.235075807837463
72,39,spatial_adjacency,0.0,1.542032195930676,7.710160979653379
72,71,spatial_adjacency,0.0,0.99636821253588,4.9818410626794005
72,35,spatial_adjacency,0.0,1.0208373931954893,5.104186965977447
72,76,spatial_adjacency,0.0,2.4595057646176643,12.297528823088323
73,192,spatial_adjacency,0.0,0.8271243526805451,4.1356217634027255
73,9,spatial_adjacency,0.0,1.037057928905174,5.18528964452587
73,92,spatial_adjacency,0.0,1.2300671680705113,6.1503358403525565
73,171,spatial_adjacency,0.0,0.9898541059297796,4.9492705296488975
74,194,spatial_adjacency,0.0,0.9691707762487426,4.845853881243713
74,75,spatial_adjacency,0.0,0.8871825872077221,4.43591293603861
74,41,spatial_adjacency,0.0,0.7631797967363677,3.8158989836818384
74,42,spatial_adjacency,0.0,1.1927367461011844,5.963683730505922
75,262,spatial_adjacency,0.0,0.9722631755118202,4.861315877559101
75,263,spatial_adjacency,0.0,0.8235131285004765,4.117565642502383
75,236,spatial_adjacency,0.0,0.8861959696368944,4.430979848184472
75,43,spatial_adjacency,0.0,1.1615488902200426,5.807744451100213
75,41,spatial_adjacency,0.0,1.0301782297999298,5.150891148999649
75,74,spatial_adjacency,0.0,0.8871825872077221,4.43591293603861
76,39,spatial_adjacency,0.0,1.986578334870948,9.932891674354739
76,72,spatial_adjacency,0.0,2.4595057646176643,12.297528823088323
76,35,spatial_adjacency,0.0,1.7696861160591146,8.848430580295574
76,177,spatial_adjacency,0.0,2.217165064465445,11.085825322327224
76,222,spatial_adjacency,0.0,0.9706789283342311,4.853394641671155
76,124,spatial_adjacency,0.0,1.6865830048483117,8.43291502424156
76,77,spatial_adjacency,0.0,1.048807078020745,5.2440353901037255
76,63,spatial_adjacency,0.0,1.5821290748785435,7.9106453743927165
77,35,spatial_adjacency,0.0,0.8021877457984555,4.0109387289922775
77,177,spatial_adjacency,0.0,1.18551841289514,5.9275920644757
77,76,spatial_adjacency,0.0,1.048807078020745,5.2440353901037255
77,63,spatial_adjacency,0.0001622713932069353,1.495837391057955,7.479186955289775
78,60,spatial_adjacency,0.0,0.7572258909078502,3.786129454539251
78,242,spatial_adjacency,0.0,1.830498201257184,9.152491006285919
78,20,spatial_adjacency,0.0,0.8847428752003568,4.423714376001784
78,31,spatial_adjacency,0.0,1.027309020746194,5.1365451037309695
78,59,spatial_adjacency,0.0,0.6645537746744891,3.3227688733724454
78,47,spatial_adjacency,0.0,0.7901906710674083,3.9509533553370417
79,232,spatial_adjacency,0.0,0.9023259056254083,4.511629528127041
79,148,spatial_adjacency,0.0,0.653182649809291,3.265913249046455
79,144,spatial_adjacency,0.0002771615982055664,0.7403036755616997,3.701518377808499
79,4,spatial_adjacency,0.0,0.5412258121103908,2.706129060551954
79,114,spatial_adjacency,0.0,0.6027175131305165,3.0135875656525823
79,224,spatial_adjacency,0.0,0.5695346302917543,2.8476731514587716
79,113,spatial_adjacency,0.0,0.5567672647525451,2.783836323762726
79,107,spatial_adjacency,0.0,0.6427498642976861,3.2137493214884305
79,234,spatial_adjacency,0.0,0.9090299397148159,4.54514969857408
80,17,spatial_adjacency,0.0,1.784717801778617,8.923589008893083
80,217,spatial_adjacency,0.0,1.3911203092179012,6.955601546089507
80,256,spatial_adjacency,0.0,1.252362782158882,6.261813910794411
80,255,spatial_adjacency,0.0,1.1084533784452704,5.542266892226352
80,112,spatial_adjacency,0.0,1.1829081247575448,5.914540623787724
80,37,spatial_adjacency,0.0,1.6003166962740831,8.001583481370416
80,36,spatial_adjacency,0.0,1.4331067671814082,7.16553383590704
80,198,spatial_adjacency,0.0,1.940589110405683,9.702945552028414
80,157,spatial_adjacency,0.0,1.9046649858457603,9.523324929228801
80,226,spatial_adjacency,151.74835108055558,1.666912382190004,8.33456191095002
81,242,spatial_adjacency,68.70087842315095,2.4685104090176764,12.342552045088382
81,3,spatial_adjacency,0.0,1.2684377338047903,6.342188669023951
81,184,spatial_adjacency,0.0,1.7425480390072872,8.712740195036435
81,51,spatial_adjacency,0.0,0.6507828368464127,3.2539141842320634
81,254,spatial_adjacency,0.0,1.1711613214467,5.8558066072335
81,259,spatial_adjacency,0.0,1.4284395085790702,7.142197542895351
