ablation_type,ablation_rank,removed_zone_ids,removed_zone_names,baseline_full_value,ablated_value,absolute_drop,percentage_drop,random_rep
random_control,3,28|216|219,Briarwood/Jamaica Hills|South Ozone Park|Springfield Gardens South,102.98494959144001,102.97252047671698,0.012429114723033763,0.01206886518111852,6.0
random_control,3,134|161|186,Kew Gardens|Midtown Center|Penn Station/Madison Sq West,102.98494959144001,102.41198194140762,0.5729676500323961,0.556360567544542,7.0
random_control,3,93|138|216,Flushing Meadows-Corona Park|LaGuardia Airport|South Ozone Park,102.98494959144001,102.84024635737475,0.1447032340652612,0.1405091080194972,8.0
random_control,3,186|219|237,Penn Station/Madison Sq West|Springfield Gardens South|Upper East Side South,102.98494959144001,102.41168361434615,0.5732659770938682,0.5566502477965163,9.0
random_control,3,134|186|237,Kew Gardens|Penn Station/Madison Sq West|Upper East Side South,102.98494959144001,102.41194829915155,0.5730012922884669,0.5563932347024172,10.0
random_control,3,28|134|161,Briarwood/Jamaica Hills|Kew Gardens|Midtown Center,102.98494959144001,102.9840976836165,0.0008519078235167399,0.0008272158474577235,11.0
random_control,3,130|134|138,Jamaica|Kew Gardens|LaGuardia Airport,102.98494959144001,102.97935202145753,0.005597569982484174,0.005435328176292507,12.0
random_control,3,138|186|237,LaGuardia Airport|Penn Station/Madison Sq West|Upper East Side South,102.98494959144001,102.40805176130544,0.5768978301345697,0.5601768340162598,13.0
random_control,3,93|130|219,Flushing Meadows-Corona Park|Jamaica|Springfield Gardens South,102.98494959144001,102.89823463681427,0.08671495462574796,0.08420157991023147,14.0
random_control,3,28|134|161,Briarwood/Jamaica Hills|Kew Gardens|Midtown Center,102.98494959144001,102.9840976836165,0.0008519078235167399,0.0008272158474577235,15.0
random_control,3,161|186|237,Midtown Center|Penn Station/Madison Sq West|Upper East Side South,102.98494959144001,102.41280348084132,0.5721461105986947,0.5555628398795185,16.0
random_control,3,130|161|216,Jamaica|Midtown Center|South Ozone Park,102.98494959144001,102.97423139460562,0.01071819683438946,0.010407537098294938,17.0
random_control,3,93|130|186,Flushing Meadows-Corona Park|Jamaica|Penn Station/Madison Sq West,102.98494959144001,102.32720819670264,0.6577413947373714,0.6386772021996912,18.0
random_control,3,130|216|237,Jamaica|South Ozone Park|Upper East Side South,102.98494959144001,102.9742086336812,0.010740957758812897,0.010429638312611917,19.0
random_control,4,93|134|161|219,Flushing Meadows-Corona Park|Kew Gardens|Midtown Center|Springfield Gardens South,102.98494959144001,102.87794957089606,0.10700002054394986,0.10389869681777615,0.0
random_control,4,28|93|219|237,Briarwood/Jamaica Hills|Flushing Meadows-Corona Park|Springfield Gardens South|Upper East Side South,102.98494959144001,102.89822587971629,0.08672371172372095,0.08421008318960164,1.0
random_control,4,28|93|134|219,Briarwood/Jamaica Hills|Flushing Meadows-Corona Park|Kew Gardens|Springfield Gardens South,102.98494959144001,102.87794957089606,0.10700002054394986,0.10389869681777615,2.0
random_control,4,93|130|138|216,Flushing Meadows-Corona Park|Jamaica|LaGuardia Airport|South Ozone Park,102.98494959144001,102.84024635737475,0.1447032340652612,0.1405091080194972,3.0
random_control,4,130|134|138|161,Jamaica|Kew Gardens|LaGuardia Airport|Midtown Center,102.98494959144001,102.97935202145753,0.005597569982484174,0.005435328176292507,4.0
random_control,4,134|138|186|219,Kew Gardens|LaGuardia Airport|Penn Station/Madison Sq West|Springfield Gardens South,102.98494959144001,102.40611805133034,0.5788315401096753,0.5620544967065625,5.0
random_control,4,28|134|186|237,Briarwood/Jamaica Hills|Kew Gardens|Penn Station/Madison Sq West|Upper East Side South,102.98494959144001,102.41194829915155,0.5730012922884669,0.5563932347024172,6.0
random_control,4,134|186|219|237,Kew Gardens|Penn Station/Madison Sq West|Springfield Gardens South|Upper East Side South,102.98494959144001,102.41083023620072,0.57411935523929,0.5574788913495863,7.0
random_control,4,28|93|216|237,Briarwood/Jamaica Hills|Flushing Meadows-Corona Park|South Ozone Park|Upper East Side South,102.98494959144001,102.86840390235537,0.11654568908464569,0.11316769056741163,8.0
random_control,4,130|134|138|219,Jamaica|Kew Gardens|LaGuardia Airport|Springfield Gardens South,102.98494959144001,102.97823379212612,0.006715799313894877,0.00652114638161952,9.0
random_control,4,134|161|216|237,Kew Gardens|Midtown Center|South Ozone Park|Upper East Side South,102.98494959144001,102.93090499851552,0.05404459292449815,0.052478146699010735,10.0
random_control,4,130|138|161|237,Jamaica|LaGuardia Airport|Midtown Center|Upper East Side South,102.98494959144001,102.98017749723842,0.00477209420159852,0.004633778256463963,11.0
random_control,4,138|186|216|237,LaGuardia Airport|Penn Station/Madison Sq West|South Ozone Park|Upper East Side South,102.98494959144001,102.39731959129469,0.5876300001453245,0.5705979392877886,12.0
random_control,4,93|130|186|237,Flushing Meadows-Corona Park|Jamaica|Penn Station/Madison Sq West|Upper East Side South,102.98494959144001,102.32719519224113,0.657754399198879,0.6386898297356168,13.0
random_control,4,93|130|134|138,Flushing Meadows-Corona Park|Jamaica|Kew Gardens|LaGuardia Airport,102.98494959144001,102.83354447861566,0.15140511282434943,0.14701673732424106,14.0
random_control,4,138|161|186|216,LaGuardia Airport|Midtown Center|Penn Station/Madison Sq West|South Ozone Park,102.98494959144001,102.397353817592,0.5875957738480082,0.570564705016711,15.0
random_control,4,138|186|216|237,LaGuardia Airport|Penn Station/Madison Sq West|South Ozone Park|Upper East Side South,102.98494959144001,102.39731959129469,0.5876300001453245,0.5705979392877886,16.0
random_control,4,28|93|130|138,Briarwood/Jamaica Hills|Flushing Meadows-Corona Park|Jamaica|LaGuardia Airport,102.98494959144001,102.8717042828454,0.1132453085946139,0.10996296938909869,17.0
random_control,4,28|134|138|237,Briarwood/Jamaica Hills|Kew Gardens|LaGuardia Airport|Upper East Side South,102.98494959144001,102.97932797879137,0.005621612648639029,0.005458673981917734,18.0
random_control,4,28|130|186|237,Briarwood/Jamaica Hills|Jamaica|Penn Station/Madison Sq West|Upper East Side South,102.98494959144001,102.41280348084132,0.5721461105986947,0.5555628398795185,19.0
random_control,5,28|130|134|138|219,Briarwood/Jamaica Hills|Jamaica|Kew Gardens|LaGuardia Airport|Springfield Gardens South,102.98494959144001,102.97823379212612,0.006715799313894877,0.00652114638161952,0.0
random_control,5,93|134|138|219|237,Flushing Meadows-Corona Park|Kew Gardens|LaGuardia Airport|Springfield Gardens South|Upper East Side South,102.98494959144001,102.83243639197211,0.15251319946790431,0.14809270682070716,1.0
random_control,5,130|138|216|219|237,Jamaica|LaGuardia Airport|South Ozone Park|Springfield Gardens South|Upper East Side South,102.98494959144001,102.96773880542148,0.01721078601853776,0.01671194294585381,2.0
random_control,5,28|134|186|219|237,Briarwood/Jamaica Hills|Kew Gardens|Penn Station/Madison Sq West|Springfield Gardens South|Upper East Side South,102.98494959144001,102.41083023620072,0.57411935523929,0.5574788913495863,3.0
random_control,5,28|161|186|216|219,Briarwood/Jamaica Hills|Midtown Center|Penn Station/Madison Sq West|South Ozone Park|Springfield Gardens South,102.98494959144001,102.40040714802124,0.5845424434187692,0.5675998733191162,4.0
random_control,5,130|134|138|216|219,Jamaica|Kew Gardens|LaGuardia Airport|South Ozone Park|Springfield Gardens South,102.98494959144001,102.92441831829744,0.06053127314257267,0.05877681484790857,5.0
random_control,5,134|138|161|216|219,Kew Gardens|LaGuardia Airport|Midtown Center|South Ozone Park|Springfield Gardens South,102.98494959144001,102.92441831829744,0.06053127314257267,0.05877681484790857,6.0
random_control,5,28|134|138|161|186,Briarwood/Jamaica Hills|Kew Gardens|LaGuardia Airport|Midtown Center|Penn Station/Madison Sq West,102.98494959144001,102.40723628066173,0.5777133107782788,0.5609686785012493,7.0
random_control,5,28|134|138|216|219,Briarwood/Jamaica Hills|Kew Gardens|LaGuardia Airport|South Ozone Park|Springfield Gardens South,102.98494959144001,102.91333842613025,0.0716111653097613,0.0695355637827234,8.0
random_control,5,28|93|130|186|216,Briarwood/Jamaica Hills|Flushing Meadows-Corona Park|Jamaica|Penn Station/Madison Sq West|South Ozone Park,102.98494959144001,102.29632988821366,0.688619703226351,0.6686605236573212,9.0
random_control,5,130|134|138|219|237,Jamaica|Kew Gardens|LaGuardia Airport|Springfield Gardens South|Upper East Side South,102.98494959144001,102.9782099130553,0.0067396783847186725,0.006544333333614475,10.0
random_control,5,28|93|161|216|237,Briarwood/Jamaica Hills|Flushing Meadows-Corona Park|Midtown Center|South Ozone Park|Upper East Side South,102.98494959144001,102.86840390235537,0.11654568908464569,0.11316769056741163,11.0
random_control,5,28|93|134|216|219,Briarwood/Jamaica Hills|Flushing Meadows-Corona Park|Kew Gardens|South Ozone Park|Springfield Gardens South,102.98494959144001,102.63766836113032,0.34728123030969016,0.337215517109459,12.0
random_control,5,93|138|161|219|237,Flushing Meadows-Corona Park|LaGuardia Airport|Midtown Center|Springfield Gardens South|Upper East Side South,102.98494959144001,102.87061097905652,0.11433861238349152,0.11102458450200108,13.0
random_control,5,28|93|138|186|219,Briarwood/Jamaica Hills|Flushing Meadows-Corona Park|LaGuardia Airport|Penn Station/Madison Sq West|Springfield Gardens South,102.98494959144001,102.29853556896748,0.6864140224725332,0.666518773078651,14.0
random_control,5,134|138|161|186|219,Kew Gardens|LaGuardia Airport|Midtown Center|Penn Station/Madison Sq West|Springfield Gardens South,102.98494959144001,102.40611805133034,0.5788315401096753,0.5620544967065625,15.0
random_control,5,134|138|161|216|219,Kew Gardens|LaGuardia Airport|Midtown Center|South Ozone Park|Springfield Gardens South,102.98494959144001,102.92441831829744,0.06053127314257267,0.05877681484790857,16.0
random_control,5,93|130|134|138|216,Flushing Meadows-Corona Park|Jamaica|Kew Gardens|LaGuardia Airport|South Ozone Park,102.98494959144001,102.63196677579376,0.3529828156462571,0.3427518458246608,17.0
random_control,5,93|130|138|186|216,Flushing Meadows-Corona Park|Jamaica|LaGuardia Airport|Penn Station/Madison Sq West|South Ozone Park,102.98494959144001,102.26814849218181,0.7168010992582055,0.6960251008539456,18.0
random_control,5,138|161|186|216|219,LaGuardia Airport|Midtown Center|Penn Station/Madison Sq West|South Ozone Park|Springfield Gardens South,102.98494959144001,102.3956472957858,0.5893022956542069,0.5722217644345858,19.0
